protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
SRR12328911,ZZL+20,14738919,COVID-19,7784826,26522743,4612806,19592118,23272458,15667589,24808999,6875289,23834492,22026084,31897524,8926121,17019939,13612550,12497675,16611396,21882890,20178224,23574595,4263891,15496605
SRR12328912,ZZL+20,12381579,COVID-19,8432653,28814088,5125845,21537998,27361712,17699811,27730762,7776153,27493304,25326136,36385704,10392878,18161100,15033852,14163588,18633868,24047987,21836217,26255549,4403939,17061022
SRR12328913,ZZL+20,8255096,COVID-19,5823302,21308715,3639621,14673032,17624224,11686127,19069312,5543356,18032660,15986809,25588297,7012800,12188321,10703420,10142959,13321630,16518055,15074770,18297117,3252631,10893458
SRR12328914,ZZL+20,17866166,COVID-19,11797495,40334337,6890596,28708753,34651173,22724428,37430221,10576895,35260974,31540244,48894777,13565946,23896900,20794552,19095719,25924886,32057947,29270876,35350453,6216024,21732060
SRR12328915,ZZL+20,7788038,COVID-19,4554212,15050713,2782212,11593251,15379670,9321795,14760295,3961622,15851876,13929700,19522791,5706390,9625257,7531848,6991991,9346278,12999361,11354138,14166901,2086188,8831033
SRR12328916,ZZL+20,11624990,COVID-19,8819926,36064408,5306143,22573229,26829468,17326532,30477652,8233399,25353632,22318087,38662631,10210266,16195152,17237023,14157587,21715351,24772907,22201970,28793208,4541118,14604573
SRR12328917,ZZL+20,12704539,COVID-19,8774157,35184940,5614449,22063587,26640627,17461626,30826544,8207142,25883353,23256761,38739018,10432501,16844350,17367486,13941653,21957991,24467436,21916266,28046504,4509670,15103645
SRR12328918,ZZL+20,1359977,COVID-19,1210804,4489125,838366,3140061,3764955,2482270,3995713,1152352,3727803,3526716,5231133,1464909,2575429,2189700,2026928,2755276,3407527,3213080,3856794,631900,2437878
SRR12328919,ZZL+20,142899343,COVID-19,44241808,165714413,29294224,107937102,129903066,84870587,148455813,40667114,128310659,111251646,189373361,51704791,81777869,82550306,71647049,105588847,118299611,108661001,136670048,21957673,78368662
SRR12328920,ZZL+20,10954218,COVID-19,7167272,29207355,4583633,18541440,21866592,14211311,25186056,6977774,20895443,18309887,31228543,8585751,13650043,14439860,11662645,18014752,20493279,18487576,23224862,3939354,12396505
SRR12328921,ZZL+20,10172347,COVID-19,7103262,24280907,4464357,18404026,22387460,14313340,22860965,6497575,22643760,21261629,29271889,8642801,15548288,12201367,11402536,15153438,19985045,18585633,21989956,3734896,14355556
SRR12328922,ZZL+20,11922311,COVID-19,8205403,29485553,5337970,21397083,25551788,16877081,27085391,7698603,25975857,24336013,34908589,9972931,18123301,14753294,13404708,18241294,23224912,21828480,25873148,4437886,16727353
SRR12328923,ZZL+20,7205573,COVID-19,4978686,17757300,3345140,12581573,16477474,10011882,16538055,4559662,15769170,14200030,21123007,6345327,9544947,8662143,7940176,11117831,13789747,12454179,15581065,2401730,9694923
SRR12328924,ZZL+20,22991423,COVID-19,12709858,48313363,8116533,33021043,39143904,26782758,43358233,12003590,38601067,34763662,55099091,15164025,26549465,24412345,20501805,31158769,36174214,33224724,40679422,7022779,25471056
SRR12328925,ZZL+20,33409210,COVID-19,10494321,37253494,6255335,27542720,32423649,22434700,34993179,9880451,33168880,29715302,45525702,12425008,22920778,19893746,16909383,25227835,30467296,27669197,33064852,5795174,21785129
SRR12328926,ZZL+20,10119197,COVID-19,3268083,11726922,1288675,8166712,9390362,6120591,10265807,3675517,10890332,8784737,14090900,3289672,7146148,6057645,5881814,7096571,9487371,8716076,10470756,1459545,5406809
SRR12328927,ZZL+20,18255705,COVID-19,7458768,21169811,4159416,19150663,22144137,14992026,19383591,7605507,23504912,22413550,33438785,7098800,17637494,13362548,13121326,14899449,25818209,19957962,22525844,3482575,12566252
SRR12328928,ZZL+20,14802725,COVID-19,6361251,26836156,3264722,15715570,18028050,11614454,21129538,6459517,15629557,13068785,32413277,5750926,10954350,13492857,11778927,18084812,18758243,14442152,19650037,3757971,8849792
SRR12328929,ZZL+20,9149165,COVID-19,2990434,13394267,1573444,7215994,7796625,5637433,10382111,3248129,8049694,6028049,14905069,3535348,5379841,6235990,5950732,8062763,8300398,7705576,10181349,2048888,3972448
SRR12328930,ZZL+20,24217709,COVID-19,10213125,36085911,5901260,26036234,30608108,20221909,32821891,9698903,31636864,28326369,42745273,12150905,21875498,17997911,16815452,22596295,28471387,26636502,31941852,5605853,19456534
SRR12328931,ZZL+20,16442256,COVID-19,9125360,33626625,5371138,23336823,27307501,18771789,30451140,8521145,27702865,24378802,39737709,10646985,18670949,17361487,15043149,22299566,25495044,23318401,28801788,4998772,17285561
SRR12328932,ZZL+20,4034412,COVID-19,3092730,10858149,1866354,7972995,9788419,6469281,10142389,2938478,10050682,9027649,13587148,3812855,6573994,5614554,5283595,7032683,8828413,7986188,9794094,1629613,6037955
SRR12328933,ZZL+20,9075756,COVID-19,5343229,19429465,3102717,13439132,16158090,11144582,17434776,5318788,16739905,14813215,24192521,6397377,11577324,9961514,9748137,12493488,15373387,14029909,17078168,3114054,9896657
SRR12328934,ZZL+20,29477202,COVID-19,10934869,37851651,6570083,27419426,33632170,23061727,35294163,10581488,34097243,31598367,47608489,13073153,24220619,19750577,19070902,24705364,31076319,28575999,34325572,6168625,21615251
SRR12328935,ZZL+20,49653737,COVID-19,16365500,58422576,9880459,41389742,50360212,34499034,53609208,16127818,51359333,46701965,72616793,19750273,36069100,30196236,29132181,37864534,46964951,43181732,52118865,9411154,31795798
SRR12328936,ZZL+20,10926274,COVID-19,8011243,27346466,4962135,20438980,24839355,16651412,26194930,7382847,25422477,23413034,33755886,9644466,17623890,14514273,13038369,17834466,22892499,20806893,24598021,4367713,16567573
SRR12328937,ZZL+20,11130804,COVID-19,7981882,27593912,5000886,20578175,25092325,16890938,26602888,7455554,25654031,23512522,34067053,9779765,17747351,14718953,13068582,18166509,23043844,20951345,24852653,4396714,16650143
SRR12328938,ZZL+20,18735631,COVID-19,11969078,48309049,5545104,31465286,36320904,22130858,39397748,11374230,35099250,30169134,52370323,12267810,21718475,22252248,19150427,28337671,36061417,31348398,40574803,6047125,18198225
SRR12328939,ZZL+20,28931662,COVID-19,12677397,46294551,7012044,31449181,36201047,25005357,40028855,12434926,37642860,32729397,54872558,14077073,25848702,23414216,21765156,29496982,36509233,32362833,39738722,7116017,21840651
SRR12328940,ZZL+20,9245598,COVID-19,6140951,23600718,3885744,15719488,18600183,12222660,21241178,6135318,19051358,16438606,27154758,7946542,12252378,11591398,10610397,14408142,17380136,15912093,19913423,3359281,11190801
SRR12328941,ZZL+20,14075679,COVID-19,6965717,31391876,3780446,17691067,18377896,12972035,24561933,7515672,20017439,14365404,33714096,8311487,12772531,14435388,13256249,18505819,19954992,18089305,23752288,4611983,9808909
SRR12328942,ZZL+20,11471303,COVID-19,6795248,29048058,3670972,16312624,17976808,12438508,22828437,7027345,19186938,14362308,32152791,7877656,12237583,13429507,12822342,17295392,18582739,16823796,22120618,4303365,9570394
SRR12328943,ZZL+20,12238736,COVID-19,3798670,11993750,2234074,9509787,11620656,8079892,11760463,3632791,12082418,11758709,15554219,4453677,8975292,6592176,6226747,8207662,10665275,9814497,11160914,2156598,7969439
SRR12328944,ZZL+20,13897510,COVID-19,4121277,14100367,2462189,10534561,12771172,8556894,13220474,4024974,12612278,12116462,17299662,4693665,9091165,7522487,6742390,9896952,11782055,10784856,12635299,2272084,8197279
SRR12328945,ZZL+20,14280314,COVID-19,6330820,20106477,3666416,16268001,19584003,13671653,19926447,5858054,20680117,19780640,26369405,7440635,15531631,11209001,10552986,13574318,18552835,16968694,18917245,3746969,13842787
SRR12328946,ZZL+20,5589079,COVID-19,3480448,11113703,2038757,8947439,10854866,7574481,10929131,3257613,11390723,10957844,14606942,4100352,8487019,6182165,5851488,7572053,10200658,9327076,10412459,2037088,7611551
SRR12328947,ZZL+20,8738432,COVID-19,4582648,14568446,2649297,11797137,14120487,9887336,14385144,4217981,14908874,14202929,19120681,5367621,11160137,8141964,7664358,9866254,13493018,12284553,13659952,2708417,10052641
SRR12328948,ZZL+20,10831211,COVID-19,5638508,17653533,3199245,14433848,17241143,12128422,17503684,5083249,18320905,17450549,23337220,6513917,13809433,9894402,9321400,11915787,16559080,15021845,16658303,3326114,12350081
SRR12328949,ZZL+20,14512743,COVID-19,10106018,39410088,6538387,27214591,31490065,20421435,34328094,9369852,30975751,28004536,42751593,11932877,20449604,18821462,15956470,24651818,28982592,26825541,33342830,5153877,18905243
SRR12328950,ZZL+20,11118724,COVID-19,8061042,30048504,5191087,20684335,25116200,16465803,27329453,7681141,24828211,22822151,34691245,9851213,16791303,15258009,13180400,19062630,22933089,20898044,25562329,4383810,15308357
SRR12328951,ZZL+20,13019613,COVID-19,7287117,26428513,4658059,19521568,22352683,14592560,23640307,7165990,23387128,22280040,30508740,9281912,15680372,12412878,11948420,15810058,20509329,19065501,23608280,3558902,13498063
SRR12328952,ZZL+20,15304603,COVID-19,8812893,30865044,5251210,21198261,25283096,17103177,28534659,7910284,25082138,22742467,35591360,9985207,17496425,16256929,13381441,20221287,23725486,21612566,26122952,4729211,16126884
SRR12328953,ZZL+20,14021675,COVID-19,9511641,33791378,6001338,24500849,30284445,19857903,31985705,8895557,30340041,28019238,40807478,11699370,20608101,17749609,15492660,21820746,27522738,24749916,29709065,5206031,18839143
SRR12328954,ZZL+20,6334377,COVID-19,4665430,16634772,2881463,11854850,14336269,9770393,15761753,4394860,14384365,13311839,20101648,5606976,10240672,9035262,7620344,10893537,13602642,12161743,14400985,2723249,9256937
SRR12328955,ZZL+20,9473635,COVID-19,4820345,16754977,2611504,11965905,13616359,9759629,15266992,4537619,14635469,12584365,21128797,5426952,10074972,8992053,8079987,11307600,13657993,12108456,14542498,2745634,8960795
SRR12328956,ZZL+20,7218961,COVID-19,5068622,17263812,2913863,12986372,15674563,10724492,16364878,4740329,16526431,15028200,21999661,5981378,11379093,9170308,8495840,11348731,14643648,13379244,15816185,2727805,10284240
SRR12328957,ZZL+20,16623312,COVID-19,11628987,42026366,7781484,30453382,36342865,23448070,37908461,10610912,36451892,34322453,48591808,14029508,24642208,20213558,18517839,25361389,32853986,30438397,36728529,5823774,23035424
SRR12328958,ZZL+20,10451799,COVID-19,8122594,32166678,5629655,21913696,25457317,16022858,27603403,7648290,24809851,22672771,34715313,9866324,16078644,14774044,12945921,19034259,23106468,21354632,26735489,4009987,15152856
