taxid	lineage	name	rank	3811	3812	3821	3822	4A11	4A12	4A21	4A22	4G11	4G12	4G21	4G22	4L11	4L21	4L22	7A11	7A12	7A21	7A22	7G11	7G12	7G21	7G22	7L12	7L21	7L22	A101	A102	A201	A202	G101	G102	G201	G202	HA11	HA12	HA21	HA22	HG11	HG12	HG21	HG22	HL11	HL12	HL21	HL22	L101	L102	L201	L202	PA11	PA12	PA21	PA22	PG11	PG12	PG21	PG22	PL11	PL12	PL21	PL22	TA11	TA12	TA21	TA22	TG11	TG12	TG21	TG22	TL11	TL12	TL21	TL22	XA01	XA02	XA03	XA04	XA05	XA06	XA11	XA12	XA21	XA22	XB01	XB02	XB03	XB04	XB05	XB06	XG11	XG12	XG21	XG22	XL11	XL12	XL21	XL22	YA01	YA02	YA03	YA04	YB01	YB02	YB03
4277	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Opitutae;class;Opitutales;order;Opitutaceae;family;Oleiharenicola;genus;	Oleiharenicola	genus	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0	0	0	9	0	6	3	2	0	0	0	0	0	3	6	0	0	2	0	0
2168	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Opitutae;class;Opitutales;order;Opitutaceae;family;Alterococcus;genus;	Alterococcus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2170	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Opitutae;class;Puniceicoccales;order;	Puniceicoccales	order	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
2171	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Opitutae;class;Puniceicoccales;order;Puniceicoccaceae;family;	Puniceicoccaceae	family	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
-2172	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Opitutae;class;Puniceicoccales;order;Puniceicoccaceae;family;unclassified_Puniceicoccaceae;;	unclassified_Puniceicoccaceae		0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
2175	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Opitutae;class;Puniceicoccales;order;Puniceicoccaceae;family;Puniceicoccus;genus;	Puniceicoccus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4041	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Terrimicrobia;class;	Terrimicrobia	class	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0
4042	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Terrimicrobia;class;Terrimicrobiales;order;	Terrimicrobiales	order	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0
4043	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Terrimicrobia;class;Terrimicrobiales;order;Terrimicrobiaceae;family;	Terrimicrobiaceae	family	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0
3401	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Terrimicrobia;class;Terrimicrobiales;order;Terrimicrobiaceae;family;Terrimicrobium;genus;	Terrimicrobium	genus	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0
-2165	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;unclassified_Verrucomicrobia;;	unclassified_Verrucomicrobia		0	0	0	0	7	0	3	3	0	0	2	3	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	2	0	2	0	0	0	0	2	0	0	0	5	16	34	4	5	0	0	0	5	0	0	0	1	0	0	3	1	0	0	0	1	0	0	1	0	5	0	0	0	4	0	0	0	2	2	1	0	0	0	1	0	3	3	3	6	0	0	0	1	1	0	0	2	2	0	2
2176	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Spartobacteria;class;	Spartobacteria	class	0	0	0	0	0	0	32	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	5	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	84	0	0	0	127	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2177	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Spartobacteria;class;Spartobacteria_genera_incertae_sedis;genus;	Spartobacteria_genera_incertae_sedis	genus	0	0	0	0	0	0	32	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	5	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	84	0	0	0	127	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2179	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Subdivision3;class;	Subdivision3	class	0	0	0	0	0	0	12	5	0	20	76	58	0	7	0	0	0	0	1	5	0	132	138	0	8	20	0	0	2	2	0	0	64	78	0	0	1	3	4	0	156	160	50	38	1	16	0	0	20	24	3	2	4	3	3	7	15	22	0	0	7	18	0	0	1	1	0	0	123	103	0	0	10	8	103	0	8	0	32	0	0	0	1	3	130	0	4	0	12	0	3	23	206	178	0	0	53	23	70	0	5	23	69	0	0
2180	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Subdivision3;class;Subdivision3_genera_incertae_sedis;genus;	Subdivision3_genera_incertae_sedis	genus	0	0	0	0	0	0	12	5	0	18	74	58	0	7	0	0	0	0	0	3	0	131	135	0	8	5	0	0	1	1	0	0	64	76	0	0	1	2	4	0	151	156	50	38	1	13	0	0	20	22	3	1	3	3	3	7	14	22	0	0	6	14	0	0	1	1	0	0	121	101	0	0	7	4	100	0	4	0	29	0	0	0	1	3	128	0	0	0	10	0	3	23	203	175	0	0	53	23	68	0	4	19	69	0	0
-2180	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Subdivision3;class;unclassified_Subdivision3;;	unclassified_Subdivision3		0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	2	0	1	3	0	0	15	0	0	1	1	0	0	0	2	0	0	0	1	0	0	5	4	0	0	0	3	0	0	0	2	0	1	1	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	2	2	0	0	3	4	3	0	4	0	3	0	0	0	0	0	2	0	4	0	2	0	0	0	3	3	0	0	0	0	2	0	1	4	0	0	0
2181	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Subdivision5;class;	Subdivision5	class	0	0	0	0	0	0	9	5	0	0	0	0	0	11	2	0	0	1	5	0	0	0	0	0	0	15	0	0	2	6	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	3	0	4	3	3	2	0	0	0	0	0	0	2	2	0	0	5	1	0	0	0	0	0	0	3	10	0	0	4	0	0	0	0	0	4	4	0	0	3	0	8	0	0	0	0	0	0	0	0	5	0	0	6	7	0	0	1
2182	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Subdivision5;class;Subdivision5_genera_incertae_sedis;genus;	Subdivision5_genera_incertae_sedis	genus	0	0	0	0	0	0	9	5	0	0	0	0	0	11	2	0	0	1	5	0	0	0	0	0	0	15	0	0	2	6	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	3	0	4	3	3	2	0	0	0	0	0	0	2	2	0	0	5	1	0	0	0	0	0	0	3	10	0	0	4	0	0	0	0	0	4	4	0	0	3	0	8	0	0	0	0	0	0	0	0	5	0	0	6	7	0	0	1
804	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;	Gemmatimonadetes	phylum	0	0	1	0	4	34	9	12	0	0	3	0	0	0	0	0	0	1	3	0	0	4	1	0	0	3	0	0	6	8	0	6	3	3	0	0	2	1	0	0	4	6	0	0	0	2	0	0	0	0	0	0	1	2	0	0	3	2	0	0	0	0	0	0	4	1	0	0	9	6	0	0	1	0	6	0	6	0	3	0	0	0	3	7	3	0	3	107	1	0	3	0	1	4	0	0	0	0	2	8	2	0	1	0	5
805	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Gemmatimonadetes;class;	Gemmatimonadetes	class	0	0	1	0	0	34	8	12	0	0	3	0	0	0	0	0	0	1	3	0	0	4	1	0	0	3	0	0	6	8	0	6	3	3	0	0	2	1	0	0	4	5	0	0	0	2	0	0	0	0	0	0	1	2	0	0	3	2	0	0	0	0	0	0	4	1	0	0	9	6	0	0	1	0	6	0	6	0	3	0	0	0	3	7	3	0	3	107	0	0	3	0	1	4	0	0	0	0	2	8	2	0	1	0	5
806	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Gemmatimonadetes;class;Gemmatimonadales;order;	Gemmatimonadales	order	0	0	1	0	0	34	8	12	0	0	3	0	0	0	0	0	0	1	3	0	0	4	1	0	0	3	0	0	6	8	0	6	3	3	0	0	2	1	0	0	4	5	0	0	0	2	0	0	0	0	0	0	1	2	0	0	3	2	0	0	0	0	0	0	4	1	0	0	9	6	0	0	1	0	6	0	6	0	3	0	0	0	3	7	3	0	3	107	0	0	3	0	1	4	0	0	0	0	2	8	2	0	1	0	5
807	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Gemmatimonadetes;class;Gemmatimonadales;order;Gemmatimonadaceae;family;	Gemmatimonadaceae	family	0	0	1	0	0	34	8	12	0	0	3	0	0	0	0	0	0	1	3	0	0	4	1	0	0	3	0	0	6	8	0	6	3	3	0	0	2	1	0	0	4	5	0	0	0	2	0	0	0	0	0	0	1	2	0	0	3	2	0	0	0	0	0	0	4	1	0	0	9	6	0	0	1	0	6	0	6	0	3	0	0	0	3	7	3	0	3	107	0	0	3	0	1	4	0	0	0	0	2	8	2	0	1	0	5
-808	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Gemmatimonadetes;class;Gemmatimonadales;order;Gemmatimonadaceae;family;unclassified_Gemmatimonadaceae;;	unclassified_Gemmatimonadaceae		0	0	1	0	0	0	6	12	0	0	3	0	0	0	0	0	0	1	3	0	0	2	0	0	0	0	0	0	6	8	0	6	1	0	0	0	2	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	1	0	0	0	0	3	0	6	0	0	0	0	0	3	6	2	0	3	107	0	0	0	0	0	4	0	0	0	0	2	0	2	0	0	0	5
808	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Gemmatimonadetes;class;Gemmatimonadales;order;Gemmatimonadaceae;family;Gemmatimonas;genus;	Gemmatimonas	genus	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	8	5	0	0	1	0	3	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	8	0	0	1	0	0
3787	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Longimicrobia;class;	Longimicrobia	class	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3788	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Longimicrobia;class;Longimicrobiales;order;	Longimicrobiales	order	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3789	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Longimicrobia;class;Longimicrobiales;order;Longimicrobiaceae;family;	Longimicrobiaceae	family	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3790	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Longimicrobia;class;Longimicrobiales;order;Longimicrobiaceae;family;Longimicrobium;genus;	Longimicrobium	genus	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2150	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;	Armatimonadetes	phylum	0	0	0	1	8	0	3	4	0	0	0	0	0	10	7	0	0	0	0	0	0	5	5	0	16	48	0	0	2	2	0	0	3	4	0	0	1	2	0	0	1	4	0	0	3	27	0	0	113	133	2	4	0	2	1	0	4	3	0	0	29	39	0	0	2	0	0	0	5	1	0	0	48	71	2	0	0	0	222	0	0	36	5	2	0	0	0	0	158	0	7	0	4	2	0	0	23	55	4	1	2	155	2	0	1
2848	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Fimbriimonadia;class;	Fimbriimonadia	class	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2849	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Fimbriimonadia;class;Fimbriimonadales;order;	Fimbriimonadales	order	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2850	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Fimbriimonadia;class;Fimbriimonadales;order;Fimbriimonadaceae;family;	Fimbriimonadaceae	family	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2851	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Fimbriimonadia;class;Fimbriimonadales;order;Fimbriimonadaceae;family;Fimbriimonas;genus;	Fimbriimonas	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2151	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadia;class;	Armatimonadia	class	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2152	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadia;class;Armatimonadales;order;	Armatimonadales	order	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2153	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadia;class;Armatimonadales;order;Armatimonadaceae;family;	Armatimonadaceae	family	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2154	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadia;class;Armatimonadales;order;Armatimonadaceae;family;Armatimonas/Armatimonadetes_gp1;genus;	Armatimonas/Armatimonadetes_gp1	genus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2161	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadetes_gp5;genus;	Armatimonadetes_gp5	genus	0	0	0	0	7	0	0	4	0	0	0	0	0	10	7	0	0	0	0	0	0	4	5	0	16	42	0	0	2	2	0	0	3	4	0	0	1	1	0	0	1	4	0	0	2	12	0	0	113	129	2	4	0	2	1	0	4	3	0	0	23	34	0	0	2	0	0	0	4	1	0	0	41	50	2	0	0	0	217	0	0	0	5	2	0	0	0	0	149	0	2	0	3	1	0	0	23	47	4	1	0	155	2	0	0
2159	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadetes_gp2;genus;	Armatimonadetes_gp2	genus	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	15	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	7	20	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	2	0	0	0	1
-2151	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;unclassified_Armatimonadetes;;	unclassified_Armatimonadetes		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2155	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Chthonomonadetes;class;	Chthonomonadetes	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2156	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Chthonomonadetes;class;Chthonomonadales;order;	Chthonomonadales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2157	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Chthonomonadetes;class;Chthonomonadales;order;Chthonomonadaceae;family;	Chthonomonadaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2158	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Chthonomonadetes;class;Chthonomonadales;order;Chthonomonadaceae;family;Chthonomonas/Armatimonadetes_gp3;genus;	Chthonomonas/Armatimonadetes_gp3	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2160	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadetes_gp4;genus;	Armatimonadetes_gp4	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2195	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;	Acidobacteria	phylum	0	0	0	2	27	16	115	26	0	0	80	66	73	42	45	0	0	9	13	5	7	125	112	0	30	45	248	0	22	17	4	28	53	58	21	0	18	22	0	4	171	160	46	0	2	42	0	59	127	266	59	57	28	29	36	7	96	101	0	17	27	20	0	21	19	8	12	12	138	158	2	0	40	21	117	216	15	53	125	0	22	1	16	16	140	174	14	108	75	0	37	18	127	104	92	50	130	69	57	9	29	154	78	2	20
2196	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Holophagae;class;	Holophagae	class	0	0	0	1	0	0	8	9	0	0	9	13	30	23	10	0	0	2	4	0	0	25	18	0	10	40	0	0	14	14	0	0	7	10	0	0	7	11	0	0	6	8	0	0	1	18	0	0	110	254	0	0	1	3	27	7	70	76	0	0	22	14	0	0	1	2	0	0	12	15	0	0	30	14	60	0	7	0	115	0	0	0	6	9	54	0	13	0	60	0	9	4	18	13	48	50	87	56	19	5	8	128	29	2	10
