protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
genus,Aviadenovirus,15,Adenoviridae,1,25.73,6.17,19.37,19.6,15.05,21.91,8.05,14.18,12.57,31.28,9.43,16.37,22.99,13.45,24.98,25.12,21.57,22.5,5.13,14.52
genus,Victivallis,3,Victivallaceae,1,37.1,5.68,19.56,24.83,17.01,29.52,6.95,19.57,15.84,38.51,8.34,13.8,19.3,11.58,26.5,20.4,17.97,24.06,5.7,12.29
genus,Aquareovirus,7,Reoviridae,1,64.24,7.87,33.57,19.73,20.99,34.14,15.57,32.89,13.56,63.09,15.96,25.4,49.69,24.06,35.06,50.54,47.82,46.1,9.41,18.78
genus,Gemmatimonas,3,Gemmatimonadaceae,1,46.81,2.49,19.98,18.01,11.95,30.75,7.28,15.22,8.61,36.21,8.25,9.06,19.67,12.25,28.91,21.44,23.08,30.61,5.26,7.78
genus,Botrexvirus,1,Alphaflexiviridae,1,44.6,5.4,28.8,21,19,20.6,20.4,23,22.6,47.2,8.6,19.2,40,16.4,20.8,30.4,41.2,23.6,3.8,13.6
genus,Candidatus Kuenenia,1,Candidatus Brocadiaceae,1,18.94,3.89,14.47,19.51,12.84,18.85,5.97,22.77,21.21,26.2,6.85,13.31,10.53,8.54,13.66,17.41,15.23,17.8,3.08,10.3
genus,Allobaculum,1,Erysipelotrichaceae,1,23.76,4.39,19.19,22.56,13.89,20.39,6.88,24.07,21.34,30.99,9.65,15.86,11.74,14.82,12.86,19.33,17.43,21.57,3.13,12.36
genus,Lentibacillus,12,Bacillaceae,1,21.54,1.69,16.51,21.84,12.32,20.43,6.34,21.3,18.73,26.87,8.4,13.02,10.57,12.06,11.65,17.53,15.91,20.09,3.04,10.14
genus,Betalipothrixvirus,6,Lipothrixviridae,1,8.58,2.39,8.33,12.8,8.04,9.31,2.43,15.98,13.52,15.94,4.36,9.58,6.96,5.68,6.55,11.83,10.68,14.04,1.74,10.37
genus,Anaerophaga,1,Marinilabiliaceae,1,22.6,2.71,20.69,25.61,18.24,25.14,7,26.17,23.68,32.55,8.62,19.24,14.29,11.64,16.73,22.75,18.78,23.34,4.49,14.18
genus,Shuttleworthia,2,Lachnospiraceae,1,27.97,4.22,20.02,23.26,13,24.92,6.24,22.75,18.99,31.28,9.98,12.09,11.58,11.65,19.53,20.14,15.96,21.4,2.93,12.29
genus,Pauljensenia,1,Actinomycetaceae,1,45.7,2.79,20.73,18.97,10.02,32.54,6.57,14.1,7.78,31.63,7.38,7.11,18.94,10.05,24.84,20.7,19.22,29.41,5.36,7.4
genus,Gottfriedia,3,Bacillaceae,1,17.82,2.19,14.19,20.3,13.92,19.14,5.65,25.24,21.87,28.11,7.27,15.59,9.83,10.08,10.06,18.78,16.2,19.92,2.72,10.74
genus,Carboxydocella,4,Clostridiales Family XVI. Incertae Sedis,1,27.46,3.39,12.82,21.74,10.71,23.59,5.38,19.83,16.69,33.86,6.83,10.4,13.36,13.32,17.13,13.39,14.66,22.06,4.2,9.36
genus,Alphapolyomavirus,41,Polyomaviridae,1,21.9,9.44,18.19,24.23,16.14,24.09,7.89,17.26,24.42,39.01,9.57,17.33,22.71,16.33,16.17,28.36,20.76,21.23,5.65,11.83
genus,Alicycliphilus,2,Comamonadaceae,1,50.9,5.16,20.64,21.9,17.06,33.21,11.01,13.41,10.52,47.42,7.73,7.47,21.85,15.91,33.03,24.96,19.33,34.33,4.55,9.26
genus,Cetobacterium,7,Fusobacteriaceae,1,17.05,2.74,16.49,25.23,15.91,21.87,4.08,31.4,30.26,31.19,7.93,19.48,9.14,7,10.55,19.61,15.96,20.15,2.14,13.04
genus,Megalocytivirus,2,Iridoviridae,1,20.7,8.48,17.6,12.4,10.82,14.3,9.58,16.98,14.04,25.24,10.19,14.59,13.91,11.58,15.49,18.45,20.36,22.38,3.25,12.42
genus,Giesbergeria,1,Comamonadaceae,1,40.68,3.17,16.53,17.46,10.91,25.17,8.21,14.98,11.61,36.22,7.8,9.38,17.04,17.04,20.4,18.51,18.08,24.42,4.81,7.33
genus,Atopostipes,1,Carnobacteriaceae,1,20.02,1.24,18.15,26.83,13.87,19.91,5.92,24.89,20.26,29.84,7.99,15.68,10.44,11.76,12.08,18.35,17.62,20.62,2.69,12.02
genus,Hespellia,1,Lachnospiraceae,1,24.08,4.64,18.11,24.59,12.41,22.48,5.49,22.93,21.79,27.62,10.01,13.79,10.01,10.88,13.9,18.39,18.05,22.28,2.81,12.8
genus,Robinsoniella,3,Lachnospiraceae,1,27.26,5.93,23.52,30.93,17.38,28.23,7.67,33.23,29.18,35.97,12.1,19.75,13.46,14.28,16.36,24.81,22.28,26.47,3.98,17.43
genus,Stanholtvirus,3,Siphoviridae,1,25.73,2.71,12.62,12.99,6.68,17.14,3.75,10.18,8.97,16.89,4.98,6.75,9.74,8.32,16.29,12.68,10.85,15.41,3.47,5.38
genus,Salinisphaera,7,Salinisphaeraceae,1,42.16,2.96,21,17.29,11.18,27.13,7.84,15.93,8.17,32.54,7.55,8.74,15.77,10.88,24.44,16.97,17.35,23.83,4.57,8.2
genus,Proteocatella,1,Peptostreptococcaceae,1,21.08,3.41,18.62,24.02,13.83,21.74,4.82,30.5,25.91,27.79,10.11,16.8,9.69,8.53,12,21.77,16.23,21.09,1.99,12.29
genus,Coccolithovirus,1,Phycodnaviridae,1,16.49,4.62,14.62,12.83,9.73,14.07,6.41,18.38,14.29,18.77,7.51,14.2,18.19,7.82,11.91,19.55,17.57,16.45,2.85,10.8
genus,Fictibacillus,18,Bacillaceae,1,19.99,2.04,14.13,20.91,12.84,19.71,6.14,20.9,20.04,27.79,7.95,12.1,10.43,10.31,11.39,17.63,15.36,19.96,3.03,9.89
genus,Agarivorans,5,Alteromonadaceae,1,31.1,3.22,19.74,20.83,14.3,23.1,7.02,20.08,16.85,36.89,7.3,14.53,13.46,19.81,17.04,24.35,16.53,23,5.4,11.8
genus,Sporotomaculum,1,Peptococcaceae,1,23.99,3.74,15.12,19.43,11.05,22.12,5.54,20.87,16.77,29.8,7.67,12.83,12.14,11.16,15.18,15.6,15.41,21.84,2.93,10.36
genus,Aurantimonas,11,Aurantimonadaceae,1,41.55,2.45,18.63,18.69,11.74,27.87,5.96,15.76,8.49,31.51,7.61,7.2,16.45,8.79,23.77,16.71,16.8,23.72,3.83,6.52
genus,Rubritepida,2,Acetobacteraceae,1,48.1,2.68,14.39,19.44,10.58,29.42,6.45,12.22,5.68,35.73,7.45,6.15,20.09,8.89,27.98,13.39,14.5,22.59,4.76,5.01
genus,Swaminathania,1,Acetobacteraceae,1,41.7,3.75,19.8,18.48,12.41,31.1,8.48,17.61,8.48,36.93,8.46,8.59,19.54,10.95,27.88,20.83,19.26,24,4.77,7.83
genus,Macromonas,2,Comamonadaceae,1,41.34,3.15,17.26,16.93,10.88,26.15,8.71,12.8,10.64,36.23,7.4,8.69,17.6,15.77,21.68,16.1,17.45,25.3,5.24,7.11
genus,Thermodesulfobium,2,Thermodesulfobiaceae,1,18.04,3.47,16.28,21.22,18.1,19.55,4.41,29.27,26.11,32.01,6.89,17.03,11.29,7.38,12.43,22.13,13.71,20.08,2.54,11.52
genus,Salinicola,19,Halomonadaceae,1,37.19,3,19.82,19.64,11.35,27,7.76,15.86,8.52,36.41,7.83,8.44,16.17,12.83,23.98,18.86,16.91,23.19,4.93,7.87
genus,Crocinitomix,2,Crocinitomicaceae,1,21.1,3.04,20.69,23.59,18.49,23.24,6.24,28.79,24.49,31.73,7.42,21.17,11.59,11.08,11.55,22.45,19.36,21.06,3.83,14.68
genus,Varibaculum,4,Actinomycetaceae,1,33.06,3.16,19.12,22.63,12.14,26.91,5.92,22.4,18.47,33.65,7.96,12.63,15.8,12.9,18.96,21.67,18.88,24.72,4.2,9.98
genus,Propionicimonas,1,Nocardioidaceae,1,44.51,2.37,18.53,17.48,9.87,29.18,6.15,14.06,7.88,35.87,5.9,7.12,18.46,10.7,22.39,19.7,19.86,28.76,5.4,7
genus,Paludibacter,3,Paludibacteraceae,1,25.25,3.65,19.35,21.96,17.45,24.05,6.23,26.74,25.77,32.52,8.65,20.53,13.16,12.43,14.19,24.11,21.31,23.7,4.16,15.45
genus,Xylanimonas,3,Promicromonosporaceae,1,48.16,1.81,20.66,17.51,8.49,31.02,6.98,9.88,5.16,33.18,5.21,5.12,19.7,9.07,25.5,16,21.13,33.16,5.08,5.9
genus,Marinithermus,1,Thermaceae,1,38.76,1.48,12.59,24.2,10.99,27.09,6.55,11.47,8.56,38.68,5.15,5.96,19.23,9.23,26.56,10.95,15.11,26.97,4.84,9.04
genus,Ebolavirus,6,Filoviridae,1,37.63,10.13,31.41,32.89,26.28,33.52,18.24,37.13,31.31,63.57,10.13,29.89,36.07,29.56,31.85,46.89,44.96,32.87,8.59,18.78
genus,Microvirga,38,Methylobacteriaceae,1,36.45,2.37,16.81,17.7,11.39,25.93,6.23,15.81,10.31,31.49,7.07,8.34,16.17,10.24,22.07,17.12,16.77,22.97,4.03,7.16
genus,Narnavirus,9,Narnaviridae,1,61.44,15.11,42.22,44.56,35.11,57.22,20.44,42.11,41.44,92.33,15.33,21.22,54.22,22.11,72,75.56,37.33,57.56,14.67,23.89
genus,Ourmiavirus,3,Botourmiaviridae,1,30.56,7.56,22.22,26.11,15.56,32.89,8.89,23.11,19.22,45.89,7.89,14.89,30.44,15.56,41.44,35.11,23,30.33,7.67,13.22
genus,Oceanithermus,2,Thermaceae,1,39.96,1.38,14.9,23.19,11.36,28.69,5.96,10.85,9.18,37.96,5.55,6.16,18.94,8.17,25.75,12.38,14.13,26.4,5.39,8.99
genus,Caldithrix,1,Calditrichaceae,1,26.81,2.58,20.12,25.1,19.91,24.5,7.6,27.88,25.43,39.04,8.33,17.71,15.67,16.04,19.32,20.98,18.24,24.36,4.76,14.55
genus,Labrenzia,35,Stappiaceae,1,35.86,2.9,19.26,19.81,13,26.92,6.39,17.45,12.23,32.88,8.02,9.62,15.52,10.52,19.89,19.22,17.71,23.6,4.18,7.44
genus,Thalassolituus,3,Oceanospirillaceae,1,32.96,3.69,20.66,20.54,13.2,23.85,8.16,20.28,14.94,37.65,8.58,13.75,14.49,17.77,18.88,22.64,17.37,22.35,4.82,9.97
genus,Vectrevirus,11,Autographiviridae,1,21.93,2.52,15,17.52,8.96,18.58,5.27,13.13,16.23,18.9,7.6,10.1,8.63,10.31,13.2,14.03,13.36,16.44,3.41,8.49
genus,Colecusatellite,25,Alphasatellitidae,1,15.32,10.12,17.8,22.36,15.44,16.56,7.96,15.76,19.84,24.04,6.96,10.76,17.12,12.72,23.84,21.84,12.92,20.12,5.76,13.48
genus,Bruynoghevirus,9,Podoviridae,1,16.91,2.16,12.18,14.5,7.78,16.94,4.1,10.53,11.52,16.89,5.64,8.7,8.76,8.16,12.09,11.79,10.46,14.26,3.42,6.65
genus,Jannaschia,13,Rhodobacteraceae,1,40.02,2.61,19.68,17.49,10.8,27.54,6.18,14.68,7.5,30.83,8.18,6.86,16.35,8.64,22.33,14.51,17.3,22.78,4.49,6.11
genus,Rossellomorea,4,Bacillaceae,1,19.91,2,15.75,23.23,13.5,21.31,6.44,21.88,19.94,28.97,8.38,11.92,10.82,10.23,12.29,18.78,15.69,20.63,3.19,10.34
genus,Candidatus Tremblaya,2,,1,21.7,5.98,10.19,11.82,7.91,18.87,7.15,19.89,15.6,26.49,6.99,11.9,9.71,6.67,19.35,21.27,14.17,19.33,2.18,9.09
genus,Bifilivirus,1,Inoviridae,1,20.7,4.3,9,5.4,3.6,24.4,2.6,7.6,3.4,17.2,4.4,2.8,8.3,6.2,15.3,13.9,7.7,17.8,6.3,1.1
genus,Rhizomicrobium,3,Micropepsaceae,1,41.32,2.89,18.22,17.98,13.07,28.01,6.96,16.8,13.83,32.97,7.78,10.02,17.19,10.45,20.9,18.83,18.48,24.45,4.77,8.87
genus,Nebovirus,3,Caliciviridae,1,110.25,14.83,54.17,44.17,29.67,90.08,24.08,54.42,38.75,93.75,23.83,41.17,75.83,33.83,59.17,80.92,81,84.92,19.08,26
genus,Lactovum,1,Streptococcaceae,1,21.68,1.48,16.2,20.25,14.76,20.18,5.49,24.29,21.12,29.45,7.79,15.68,9.82,10.57,11.73,20.27,16.71,20.43,2.88,10.35
genus,Paramaledivibacter,1,Clostridiaceae,1,16.52,3.14,16.64,22.12,12.87,19.13,4.33,31.64,27.72,27.03,7.69,17.71,8.71,6.88,11.17,17.26,13.86,18.3,2.09,12.25
genus,Conexibacter,5,Conexibacteraceae,1,47.97,2.55,20.14,18.51,8.93,30.97,6.53,10.87,5.56,34.01,5.05,5.08,19.22,8.74,28.71,14.81,18.61,28.41,4.16,5.5
genus,Nonlabens,17,Flavobacteriaceae,1,22.74,2.41,21.08,21.76,16.47,21.85,6.1,25.36,22.62,30.99,7.78,19.51,11.63,12.75,12.94,22.1,19.93,21.37,3.5,13.52
genus,Epilithonimonas,12,Weeksellaceae,1,19.81,2.3,17.97,21.51,17.73,20.21,5.18,25.96,27.32,29.44,7.26,21.12,10.84,11.54,10.65,21.71,17.82,19.24,3.37,13.47
genus,Fluviicola,3,Crocinitomicaceae,1,22.47,3.47,18.18,21.95,17.99,23.86,6.54,25.94,23.47,31.92,7.84,20.03,12.82,13.03,12.79,24.08,22.12,22.48,4.01,14.23
genus,Plesiocystis,1,Nannocystaceae,1,48.77,4.74,24.73,28.99,11.88,34.88,8.14,13.09,8.91,40.52,7.04,7.51,22.7,11.25,29.76,21.67,19.11,28.2,5.94,7.67
genus,Marinilactibacillus,4,Carnobacteriaceae,1,20.5,1.5,16.97,24.51,13.48,19.78,5.69,24.46,20.95,29.59,8.19,14.97,10.1,11.82,11.75,19.53,17.59,20.58,2.77,11.39
genus,Chthoniobacter,1,Chthoniobacteraceae,1,40.58,3.47,19.51,20.8,15.02,31.32,8.63,18.19,14.96,36.85,7.27,13.23,20.73,13.35,22.96,22.26,23.94,25.89,5.8,9.15
genus,Sedimenticola,2,,1,30.12,3.28,17.75,20.44,11.66,24.49,7.2,18.68,12.63,35.29,8.27,10.4,14.86,14.1,20.27,18.78,16.12,21.91,4.06,8.58
genus,Halomicronema,3,Prochlorotrichaceae,1,31.43,3.01,17.5,18.25,11.35,22.18,6.64,16.94,9.26,35.26,6.26,9.66,17,17.75,18.63,18.34,18.39,21.54,5.01,8.73
genus,Qipengyuania,13,Erythrobacteraceae,1,40.73,2.59,19.76,20.22,11.55,28.12,6.23,15.86,9.99,31.25,7.91,8.15,16.28,10.1,22.75,16.84,16.35,22.24,4.56,7.06
genus,Pseudozobellia,2,Flavobacteriaceae,1,24.34,2.63,21.76,24.79,18.06,25.7,6.77,25.41,25.45,33.89,8.14,20.15,13.51,12.05,14.32,23.21,20.37,23.23,4.28,14.65
genus,Kriegella,2,Flavobacteriaceae,1,24.03,2.67,21.1,24.1,18.45,25.02,6.67,27.97,27.02,33.86,8.2,22.33,13.16,11.93,12.98,23.87,20.92,22.65,4.43,14.59
genus,Enamovirus,5,Luteoviridae,1,43.16,12.79,28.08,32.29,21.25,44.83,10.64,23.75,29.86,57.09,13.2,18.74,37.23,22.39,39.49,50.25,33.27,37.38,13.64,16.15
genus,Rhodoglobus,1,Microbacteriaceae,1,48,1,32,31,7,46,10,17,6,61,2,6,23,17,38,31,26,47,5,0
genus,Rauchvirus,1,Podoviridae,1,38.16,2.14,17.78,15.84,8.76,22.96,5,11.08,11.61,23.84,6.16,9.59,13.06,12.53,18.49,13.82,17,18.55,4.57,7.65
genus,Felsduovirus,4,Myoviridae,1,22.35,2.55,13.17,14.35,7.81,15.03,4.35,11.62,12.33,22.64,6.17,10.49,9.66,9.7,14.93,14.78,13.64,15.47,3.58,6.61
genus,Kobuvirus,12,Picornaviridae,1,111.64,19.57,64.69,52.96,56.68,84.29,29.78,62.76,40.07,116.27,21.11,49.8,108.4,47.51,59.55,110.56,94.91,83.54,24.34,44.56
genus,Zindervirus,3,Autographiviridae,1,23.09,2.54,15.25,18.11,8.84,19.96,5.4,13.93,15.98,19.49,8.02,10.21,8.85,10.25,14.04,14.35,13.12,17.1,3.66,8.26
genus,Haematobacter,3,Rhodobacteraceae,1,40.02,2.4,17.27,18.7,11.14,27.64,6.11,15.43,8.15,32.67,8.12,7.11,17.05,9.26,24.04,15.96,16.88,22.93,4.44,6.54
genus,Gillisia,9,Flavobacteriaceae,1,20.83,2.27,18.18,23.43,17.29,21.03,5.64,26.88,25.85,31.6,7.43,19.88,11.17,10.91,11.63,22.02,17.71,19.79,3.34,12.91
genus,Loktanella,14,Rhodobacteraceae,1,39.61,2.91,21.01,16.51,11.82,27.48,6.62,17.21,9.66,30.93,9.09,8.85,16.07,10.95,20.26,16.05,18.95,23.48,4.58,7.39
genus,Caldimonas,2,Comamonadaceae,1,41.9,3.08,16.65,18.33,10.62,26.4,8.31,13.21,8.89,36.43,7.5,6.85,18.06,13.89,26.1,15.91,15.52,25.54,5.6,7.15
genus,Albidovulum,2,Rhodobacteraceae,1,42.34,2.71,17.63,20.71,11.17,27.87,6.55,16.19,8.2,32.33,8.17,6.92,17.5,8.74,26.34,14.22,15.31,23.14,4.72,6.46
genus,Deferribacter,2,Deferribacteraceae,1,17.08,3.18,18.03,22.78,17.2,18.68,4.74,30.46,31.11,30.65,6.66,18.52,9.61,6.75,10.8,17.67,14.3,20.75,1.98,14.01
genus,Alkanindiges,2,Moraxellaceae,1,29.25,2.93,16.17,16.66,12.12,20.85,7.49,19.48,14.92,33.16,7.73,13.38,13.57,18.16,15.14,19.17,16.87,20.54,3.96,9.39
genus,Paraglaciecola,13,Alteromonadaceae,1,28.89,3.34,19.41,19.72,14.66,22.77,7.54,22.07,18.13,34.91,8.32,15.83,13.07,16.26,14.28,23.55,18.53,23.03,4.26,10.69
genus,Nesiotobacter,1,Stappiaceae,1,37.37,3.13,19.43,21.45,13.25,27.52,7.1,18.12,12.96,34.72,8.77,10.39,16.26,12.37,20.63,20.12,19.06,25.23,4.22,8.24
genus,Terasakiispira,1,,1,34.2,3.25,18.96,19.57,11.6,24.86,9.3,17.44,10.59,38.55,9.1,9.87,16.34,19.08,20.38,20.05,17.87,22.75,5.28,8.69
genus,Malaciobacter,6,Campylobacteraceae,1,18.44,2.86,18.64,22.99,17.07,16.83,4.95,31.35,32.51,31.61,7.02,21.75,8.28,9.44,8.96,21.58,16.78,18.58,2.21,13.52
genus,Etapapillomavirus,2,Papillomaviridae,1,25.08,8.21,23.5,23.85,13.54,29.06,8.77,16.21,14.85,33.35,6.21,15.15,32,17.65,26.69,32.83,21.9,25.46,6.19,13.98
genus,Ghunavirus,9,Autographiviridae,1,25.81,2.35,16.75,17.33,9.59,20.69,5.12,12.97,15.14,20.7,6.72,10.65,10.1,11.64,15.01,15.73,14.41,17.01,3.8,8.04
genus,Roseomonas,50,Acetobacteraceae,1,47.54,2.62,16.19,17.75,10.53,30,6.42,13.12,6.26,35.22,7.7,6.54,19.97,9.57,26.77,14.39,15.82,23.48,4.68,5.6
genus,Candidatus Pelagibacter,8,Pelagibacteraceae,1,16.74,3.01,16.01,18.41,16.45,18.92,4.86,29.25,32.21,28.68,6.68,20.21,9.8,8.15,9.83,21.15,14.61,17.05,2.82,10.44
genus,Persephonella,5,Hydrogenothermaceae,1,17.27,2.19,15.8,24.97,15.21,18.97,4.67,28.42,29.18,28.35,6.04,13.25,11.32,7.89,12.71,16.17,13.71,20.14,2.48,12.79
genus,Lampropedia,4,Comamonadaceae,1,41.29,2.99,16.84,17.49,11.59,26.2,8.45,15.98,10.75,36.48,8.09,9.78,17.01,17.61,21.08,19.09,17.83,24.75,5.28,7.96
genus,Methylocella,2,Beijerinckiaceae,1,43.13,2.81,17.69,17.88,12.63,26.77,6.21,16.94,11.06,32.53,6.72,8.19,17.19,9.61,22.75,18.04,15.19,21.92,3.95,6.92
genus,Hapavirus,15,Rhabdoviridae,1,16.72,7.78,24.89,25.45,20.4,23.85,11.28,35.32,30.27,44.33,11.19,25.43,19.68,15.11,19.85,35.24,22.67,23.48,9.3,17.73
genus,Caldisphaera,1,Caldisphaeraceae,1,16.94,1.83,14.44,19.86,12.24,19.29,3.66,32.23,24.8,29.44,6.93,18.46,11.84,5.84,10.62,20.95,12.98,17.85,3.02,14.44
genus,Brumimicrobium,5,Crocinitomicaceae,1,20.3,2.71,19.32,23.78,18.06,22.25,6.06,27.48,25.57,30.8,7.8,21.36,11.45,11.56,11.68,23.44,19.46,21.2,3.6,13.83
genus,Paraliobacillus,7,Bacillaceae,1,19.88,1.8,16.47,22.03,13.21,18.89,6.02,24.51,20.08,28.13,7.9,14.24,9.9,12.33,10.93,17.6,17.05,20.25,2.94,10.87
genus,Alkalicoccus,6,Bacillaceae,1,24.85,1.84,16.19,25.53,12.68,21.54,6.6,18.89,15.78,28.2,8.77,10.48,11.56,11.09,14.38,17.49,16.23,20.91,3.22,9.53
genus,Planifilum,2,Thermoactinomycetaceae,1,24.97,2.38,14.64,22.56,11.71,23.98,6.16,17.25,14.36,30.8,7.62,7.84,14.22,8.8,22.62,15.24,13.74,22.78,4.19,8.38
genus,Zooshikella,2,Hahellaceae,1,26.35,3.74,17.27,19.18,13.2,20.81,8.14,21.51,18.52,34.56,7.01,14.79,13.88,17.52,14.82,21.61,18.34,21.38,4.54,11.31
genus,Tepidiphilus,6,Hydrogenophilaceae,1,40.26,2.97,15.96,23.04,11.52,25.73,7.38,14.63,9.53,37.22,6.83,6.78,18.35,10.87,27.17,14.33,15.58,24.89,5.18,7.39
genus,Volucribacter,1,Pasteurellaceae,1,26.78,3.31,15.5,18.58,13.61,20.81,6.89,23.3,18.25,34.93,7.37,15.37,12.01,20.1,13.93,18.35,16.39,19.9,3.79,10.73
genus,Longispora,2,Micromonosporaceae,1,44.93,2.73,18.67,16.56,9.02,31.15,7.08,11.17,6.7,34.24,5.54,6.34,19.66,8.95,24.32,16.77,20.68,27.76,5.41,7.4
genus,Derxia,2,Alcaligenaceae,1,52.25,3.1,20.78,18.08,12.07,31.31,7.37,14.47,9.02,38.76,6.97,8.43,19.44,10.88,27.5,17.76,17.56,25.89,5.12,7.06
genus,Rosenblumvirus,13,Podoviridae,1,10.54,1.59,19.63,16.72,14.12,12.74,4.94,20,21.97,21.18,6.88,22.73,6.72,10.33,8.72,16.71,15.77,13.83,2.49,16.06
genus,Phikmvvirus,17,Autographiviridae,1,28.03,2.5,14.79,15.35,7.98,19.81,5.28,10.55,11.6,22.48,7.45,8.95,11.51,11.65,17.46,12,13.85,17.12,3.94,7.65
genus,Nitratireductor,12,Phyllobacteriaceae,1,39.1,2.61,18.2,19.47,12.33,27.36,6.36,16.86,10.26,31.53,8.18,8.41,15.66,9.34,22.34,17.07,16.41,23.47,4.05,7.08
genus,Cheoctovirus,155,Siphoviridae,1,18.74,2.2,11.66,10.41,5.2,15.56,4.01,7.7,5.94,12.98,3.97,5.89,10.67,6.16,12.24,10.4,11.64,12.76,4.05,4.42
genus,Kostyavirus,25,Siphoviridae,1,16.71,2.01,10.5,10.92,4.79,14.32,4.11,7.28,7.32,13.24,3.92,5.58,8.69,5.39,9.79,9.24,10.25,11.58,3.23,5
genus,Chenonavirus,2,Siphoviridae,1,24.47,2.26,13.72,12.32,5.75,18.35,4.47,8.9,6.65,17.01,4.36,6.17,13.49,7.53,15.26,10.69,13.08,14.48,4.33,4.94
genus,Rosebushvirus,5,Siphoviridae,1,31.29,2.5,14.93,13.71,6.13,21.39,4.99,8.64,6.57,20.19,5.17,6.82,14.5,8.23,15.92,12.02,16.36,18.96,4.69,5.26
genus,Corndogvirus,4,Siphoviridae,1,18.96,2.26,11.17,11.99,5.29,15.42,3.41,8.17,6.45,14.13,4.6,5.56,11.06,6,12.93,9.81,11.13,13.46,3.95,4.48
genus,Bixzunavirus,29,Myoviridae,1,20.21,1.78,14.6,13.26,6.43,16.73,5.13,8.91,7.87,15.7,5.18,7,11.89,8.6,14.23,11.38,13.41,14.82,3.92,6.29
genus,Omegavirus,11,Siphoviridae,1,14.18,2.22,9.44,10.1,4.63,12.7,3.33,7.02,5.83,11.68,3.56,4.77,7.87,4.46,9.85,7.97,8.06,9.99,3.34,4.41
genus,Barnyardvirus,4,Siphoviridae,1,20.6,1.96,14.08,13.6,7.55,18.39,4.28,11.15,11.16,15.52,5.28,9.02,11.7,8.38,14.14,11.83,12.47,14.22,4.15,5.81
genus,Salinibacterium,23,Microbacteriaceae,1,41.64,1.54,19.4,18.75,10.81,27.53,6.17,16.7,7.6,32.62,6.14,7.91,16.32,9.28,20.65,20.66,20.33,28.36,4.57,6.58
genus,Sulfurovum,10,Sulfurovaceae,1,23.66,3.91,21.34,26.91,15.78,21.51,8.03,30.65,28.17,37.81,10.02,16.12,11.38,12.35,15.25,23.52,19.52,22.01,2.43,12.84
genus,Kerstersia,1,Alcaligenaceae,1,45.14,3.09,18.9,18.33,11.99,30.04,7.79,16.24,9.4,40.06,8.52,9.79,18.57,15.79,25.14,20.22,17.76,25.39,5.5,8.78
genus,Desulfonauticus,1,Desulfohalobiaceae,1,19.39,4.1,14.41,21.91,17,20.12,5.47,27.56,30.06,36.13,6.06,15.23,12.76,11.09,12.25,18.3,14.01,19.5,3.48,11.26
genus,Bovispumavirus,1,Retroviridae,1,41.6,14.2,34.2,35.8,15.4,39.8,19.6,39.2,32.4,67.8,10.4,30.8,54.8,38.8,38.4,39.6,41.2,33.8,15.8,24
genus,Vhmlvirus,3,Myoviridae,1,21.15,2.65,12.8,15.28,7.27,15.51,4.46,10.47,12.32,19.32,5.29,8.27,8.28,10.34,12.15,12.1,11.79,15.32,3.31,6.32
genus,Nitunavirus,3,Herelleviridae,1,9.79,1.47,10.37,13,6.28,9.99,3.19,9.76,12.28,13.94,4.07,8.36,5.21,6.36,7.8,10.8,10.83,11.2,1.74,7.24
genus,Moorea,2,Oscillatoriaceae,1,22.6,3.17,15.6,18.7,11.67,20.56,5.68,19.81,15.43,33.31,5.5,13.46,15,16.41,15.53,20.54,17.28,19.67,4.51,9.54
genus,Bermanella,1,Oceanospirillaceae,1,27.3,3.17,19.74,21.65,13.45,22.16,7.69,21.07,17.92,33.33,8.55,14.22,12.67,16.1,15.11,21.64,16.41,21.8,4.06,10.27
genus,Neptuniibacter,3,Oceanospirillaceae,1,27.72,3.38,18.16,21.48,12.52,22.15,7.04,20.21,16.5,33.98,8.06,12.6,12.8,14.06,15.6,20.89,16.36,21.73,3.75,9.16
genus,Parvularcula,8,Parvularculaceae,1,38.61,2.47,20.43,21.83,12.17,27.87,6.02,15.91,10.49,32.01,7.65,8.13,16.01,9.84,22.48,17.59,17.5,22.64,3.99,7.66
genus,Kosakonia,19,Enterobacteriaceae,1,32.63,3.35,16.52,17.91,12.39,23.64,7.31,17.95,12.96,35.14,8.57,11.86,14.37,14.68,18.49,19.14,17.19,22.62,4.96,8.67
genus,Bowdeniella,1,Actinomycetaceae,1,41.92,2.34,19.92,19.6,10.04,27.08,7.1,16.9,8.91,32.38,6.75,7.16,17.28,9.32,22.27,18.56,19.76,26.22,4.43,7
genus,Naesvirus,5,Myoviridae,1,30.37,2.09,13.18,9.82,7.54,18.13,3.73,10.02,6.91,18.35,5.01,8.08,12.29,9.22,13.85,11.8,15.09,15.37,3.4,6.33
genus,Ferrithrix,1,Acidimicrobiaceae,1,27.6,2.55,16.28,19.92,11.48,23.93,5.88,16.22,12.81,32.31,6.39,8.53,13.87,9.42,18.85,24.53,16.49,26.74,3.41,8.76
genus,Allisonella,1,Veillonellaceae,1,26.51,3.84,17.14,20.76,12.41,23.7,7.52,21.54,18.73,28.27,10.22,11.86,12.01,10.19,16.48,17.98,16.53,22.28,3.31,11.12
