seed,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
21,1.373,0.725,0.745,0.961,0.824,0.686,0.627,0.804,0.804,0.961,0.765,0.451,0.373,0.412,0.039,0.843
22,0.804,0.098,0.333,0.627,0.451,0.333,0.176,0.431,0.196,0.471,-0.196,-0.294,-0.333,0.098,-0.588,0.431
23,1.765,1.333,1.51,1.706,1.588,1.529,1.412,1.588,1.373,1.588,1.039,1.098,1.098,1.412,1,1.569
24,1.706,1.275,1.431,1.627,1.51,1.451,1.333,1.49,1.314,1.51,1.039,1.059,1.059,1.314,0.941,1.49
25,1.431,0.98,1.059,1.235,1.118,1.039,0.961,1.118,1.039,1.176,0.922,0.784,0.745,0.882,0.569,1.118
26,1.843,1.49,1.725,1.922,1.804,1.765,1.627,1.804,1.529,1.745,1,1.275,1.314,1.686,1.294,1.784
27,1.412,0.824,0.98,1.235,1.078,0.98,0.843,1.078,0.902,1.118,0.706,0.529,0.49,0.784,0.255,1.078
28,1.392,0.667,0.843,1.137,0.961,0.843,0.706,0.941,0.765,1.02,0.451,0.314,0.275,0.608,0.02,0.961
29,1.373,0.529,0.667,0.98,0.784,0.627,0.49,0.765,0.647,0.902,0.431,0.137,0.059,0.294,-0.333,0.784
30,1.784,1.51,1.863,2.039,1.941,1.941,1.745,1.922,1.549,1.784,0.843,1.294,1.392,1.941,1.51,1.902
31,1.451,0.824,1.118,1.412,1.255,1.157,0.941,1.216,0.882,1.216,0.294,0.451,0.471,0.961,0.294,1.216
32,1.137,0.314,0.412,0.725,0.529,0.392,0.275,0.51,0.412,0.647,0.314,-0.039,-0.118,0.078,-0.471,0.529
33,0.765,0.275,0.392,0.608,0.49,0.392,0.294,0.471,0.333,0.529,0.059,0,-0.039,0.196,-0.255,0.471
34,1.059,0.216,0.314,0.627,0.412,0.275,0.157,0.412,0.314,0.549,0.196,-0.137,-0.235,-0.039,-0.549,0.431
35,1.941,1.431,1.549,1.765,1.627,1.549,1.451,1.608,1.49,1.667,1.235,1.176,1.157,1.373,0.98,1.627
36,1.451,0.804,0.961,1.255,1.078,0.98,0.824,1.059,0.882,1.118,0.686,0.471,0.431,0.725,0.157,1.059
37,1.471,0.667,0.843,1.157,0.961,0.824,0.667,0.941,0.765,1.039,0.412,0.275,0.235,0.529,-0.039,0.941
38,1.725,1.216,1.392,1.588,1.471,1.392,1.275,1.471,1.275,1.471,0.902,0.961,0.961,1.255,0.863,1.451
39,1.549,1.157,1.314,1.471,1.373,1.314,1.216,1.373,1.216,1.373,0.882,0.961,0.961,1.196,0.863,1.373
40,1.706,1.392,1.471,1.608,1.529,1.471,1.412,1.529,1.431,1.549,1.196,1.235,1.235,1.373,1.137,1.529
41,1.882,1.157,1.353,1.667,1.471,1.373,1.196,1.471,1.235,1.51,0.941,0.824,0.784,1.137,0.569,1.471
42,0.863,0.392,0.569,0.804,0.667,0.588,0.431,0.647,0.451,0.667,0.216,0.118,0.078,0.412,-0.118,0.647
43,2.196,1.882,2.176,2.353,2.255,2.216,2.059,2.235,1.902,2.137,1.333,1.647,1.725,2.196,1.784,2.216
44,1.627,1.196,1.353,1.569,1.431,1.392,1.255,1.431,1.235,1.451,0.902,0.98,0.98,1.255,0.882,1.431
45,1.843,1.412,1.588,1.784,1.667,1.608,1.49,1.667,1.471,1.647,1.216,1.196,1.196,1.49,1.078,1.667
46,1.412,0.431,0.627,1.02,0.784,0.608,0.431,0.765,0.549,0.882,0.275,-0.059,-0.157,0.235,-0.608,0.784
47,1.02,0.471,0.627,0.863,0.706,0.608,0.49,0.706,0.529,0.745,0.216,0.176,0.137,0.392,-0.118,0.706
48,1.471,0.784,0.922,1.216,1.039,0.922,0.765,1.02,0.863,1.098,0.765,0.471,0.392,0.647,0.098,1.02
49,1.059,0.098,0.235,0.608,0.373,0.196,0.039,0.353,0.216,0.51,0.02,-0.353,-0.471,-0.196,-0.961,0.373
50,1.373,0.647,0.824,1.118,0.941,0.804,0.667,0.922,0.725,1,0.431,0.275,0.235,0.549,-0.059,0.941
51,0.863,0.314,0.373,0.569,0.451,0.333,0.275,0.431,0.373,0.529,0.294,0.059,0.02,0.137,-0.216,0.451
52,1.235,0.588,0.784,1.039,0.882,0.765,0.627,0.863,0.667,0.922,0.353,0.255,0.235,0.569,0,0.863
53,0.961,0.392,0.549,0.804,0.647,0.529,0.412,0.627,0.471,0.706,0.235,0.098,0.039,0.275,-0.275,0.647
54,1.49,0.784,0.902,1.176,1.02,0.882,0.765,1,0.882,1.098,0.608,0.451,0.392,0.627,0.118,1.02
55,0.431,-0.078,0.02,0.216,0.098,0,-0.098,0.078,-0.02,0.157,-0.314,-0.333,-0.392,-0.235,-0.667,0.098
56,1.686,1.392,1.608,1.765,1.667,1.647,1.51,1.667,1.431,1.627,1.078,1.216,1.255,1.588,1.216,1.647
57,1.588,1.157,1.353,1.549,1.431,1.373,1.235,1.412,1.196,1.412,0.824,0.902,0.902,1.255,0.804,1.412
58,1.51,0.98,1.196,1.431,1.294,1.216,1.059,1.275,1.039,1.275,0.667,0.686,0.706,1.078,0.569,1.275
59,2.216,1.765,2.039,2.294,2.137,2.098,1.902,2.118,1.824,2.059,1.314,1.51,1.549,2,1.529,2.118
60,0.686,0.157,0.294,0.529,0.392,0.294,0.176,0.373,0.216,0.431,-0.078,-0.137,-0.176,0.059,-0.431,0.392
61,1.157,0.431,0.627,0.941,0.745,0.627,0.471,0.725,0.529,0.784,0.255,0.078,0.039,0.392,-0.216,0.725
62,0.882,0.373,0.569,0.824,0.686,0.588,0.431,0.667,0.431,0.667,0.078,0.059,0.039,0.412,-0.157,0.667
63,1.118,0.588,0.667,0.863,0.745,0.647,0.569,0.725,0.647,0.804,0.451,0.333,0.294,0.471,0.118,0.745
64,0.961,0.49,0.784,1.02,0.882,0.824,0.627,0.863,0.529,0.804,0.039,0.196,0.216,0.706,0.157,0.843
65,1.02,0.49,0.588,0.765,0.647,0.569,0.49,0.647,0.549,0.725,0.392,0.275,0.235,0.412,0.078,0.647
66,1.157,0.294,0.451,0.784,0.588,0.431,0.275,0.569,0.412,0.686,0.196,-0.118,-0.196,0.118,-0.588,0.588
67,0.706,0.039,0.235,0.549,0.353,0.235,0.078,0.333,0.098,0.392,-0.314,-0.333,-0.373,-0.039,-0.647,0.333
68,1.765,1.02,1.275,1.569,1.392,1.275,1.098,1.373,1.098,1.392,0.686,0.647,0.627,1.059,0.431,1.373
69,1.392,0.922,1.098,1.333,1.196,1.137,0.98,1.176,0.961,1.176,0.745,0.667,0.647,1,0.529,1.176
70,0.804,0.157,0.314,0.588,0.431,0.314,0.176,0.412,0.235,0.471,-0.039,-0.176,-0.216,0.078,-0.471,0.412
71,1.98,1.627,1.843,2.02,1.922,1.863,1.745,1.902,1.686,1.863,1.294,1.431,1.451,1.784,1.412,1.882
72,0.02,-0.608,-0.49,-0.235,-0.392,-0.529,-0.627,-0.412,-0.529,-0.314,-0.824,-0.941,-1.02,-0.824,-1.392,-0.392
73,1.49,1.078,1.196,1.373,1.275,1.196,1.118,1.255,1.137,1.294,0.843,0.882,0.863,1.059,0.706,1.255
74,0.863,0.373,0.529,0.725,0.608,0.529,0.412,0.588,0.431,0.647,0.059,0.098,0.098,0.353,-0.059,0.588
75,2.078,1.627,1.667,1.824,1.725,1.647,1.588,1.706,1.667,1.804,1.569,1.431,1.392,1.49,1.235,1.725
76,0.804,0.078,0.02,0.255,0.098,-0.059,-0.078,0.098,0.176,0.314,0.314,-0.196,-0.314,-0.353,-0.706,0.137
77,0.824,-0.039,0.059,0.412,0.196,0.02,-0.118,0.176,0.059,0.333,-0.157,-0.471,-0.588,-0.353,-1.078,0.196
78,1.471,0.941,1.059,1.294,1.137,1.059,0.941,1.137,1,1.196,0.882,0.667,0.627,0.843,0.373,1.137
79,2.333,1.941,2.216,2.392,2.294,2.255,2.098,2.275,1.98,2.216,1.451,1.706,1.765,2.216,1.804,2.275
80,1.922,1.549,1.804,1.98,1.863,1.843,1.686,1.863,1.608,1.824,1.039,1.333,1.392,1.784,1.412,1.843
81,1.765,1.471,1.608,1.745,1.667,1.608,1.529,1.647,1.49,1.647,1.196,1.314,1.314,1.51,1.235,1.647
82,1,0.294,0.529,0.863,0.647,0.529,0.353,0.647,0.392,0.686,0,-0.098,-0.157,0.275,-0.471,0.647
83,0.02,-0.51,-0.451,-0.235,-0.373,-0.49,-0.549,-0.373,-0.431,-0.275,-0.706,-0.765,-0.824,-0.725,-1.118,-0.353
84,1.275,0.51,0.588,0.863,0.686,0.569,0.451,0.686,0.608,0.824,0.588,0.176,0.078,0.294,-0.255,0.706
85,1.765,1,1.275,1.608,1.392,1.314,1.098,1.373,1.078,1.412,0.686,0.608,0.608,1.118,0.451,1.392
86,0.882,0.392,0.412,0.588,0.471,0.392,0.333,0.471,0.451,0.569,0.392,0.176,0.118,0.196,-0.098,0.49
87,1.412,0.569,0.686,1,0.784,0.647,0.51,0.784,0.667,0.922,0.569,0.176,0.098,0.333,-0.275,0.804
88,1.647,1.137,1.216,1.412,1.275,1.196,1.118,1.275,1.196,1.353,1,0.902,0.843,1,0.627,1.294
89,1.373,1.039,1.196,1.353,1.255,1.216,1.098,1.255,1.059,1.235,0.745,0.824,0.843,1.118,0.765,1.255
90,1.471,0.843,1.039,1.294,1.137,1.059,0.902,1.137,0.922,1.157,0.569,0.529,0.51,0.882,0.353,1.137
91,1.196,0.471,0.725,1.039,0.863,0.745,0.549,0.824,0.569,0.863,0.039,0.078,0.059,0.51,-0.157,0.843
92,0.51,-0.098,-0.039,0.216,0.039,-0.098,-0.176,0.039,-0.02,0.157,-0.157,-0.412,-0.51,-0.412,-0.922,0.059
93,1.49,0.608,0.863,1.235,1,0.863,0.667,0.98,0.725,1.039,0.353,0.157,0.098,0.569,-0.235,0.98
94,1.412,0.941,1.176,1.392,1.275,1.216,1.059,1.255,0.98,1.216,0.451,0.647,0.667,1.078,0.588,1.235
95,1.627,1,1.235,1.49,1.333,1.255,1.078,1.314,1.059,1.333,0.706,0.667,0.667,1.078,0.529,1.314
96,0.804,0.098,0.333,0.627,0.451,0.333,0.157,0.431,0.176,0.451,-0.235,-0.294,-0.294,0.137,-0.49,0.431
97,1.176,0.627,0.667,0.863,0.725,0.627,0.569,0.725,0.686,0.843,0.667,0.392,0.333,0.431,0.078,0.745
98,0.98,0.275,0.49,0.804,0.608,0.51,0.333,0.608,0.353,0.647,0.059,-0.078,-0.098,0.294,-0.294,0.588
99,1.451,0.98,1.098,1.275,1.157,1.098,1,1.157,1.039,1.196,0.843,0.765,0.765,0.941,0.627,1.157
100,1.706,1.275,1.431,1.627,1.51,1.451,1.333,1.51,1.333,1.529,0.961,1.039,1.039,1.294,0.902,1.51
