Protein_ID,"Phylostratum (ps)",Tax_ID,"Phylostratum name"
AQZ89943.1,1,131567,"root : Cellular_organisms"
AQZ89944.1,1,131567,"root : Cellular_organisms"
AQZ89945.1,1,131567,"root : Cellular_organisms"
AQZ89946.1,1,131567,"root : Cellular_organisms"
AQZ89947.1,1,131567,"root : Cellular_organisms"
AQZ89948.1,1,131567,"root : Cellular_organisms"
AQZ89949.1,1,131567,"root : Cellular_organisms"
AQZ89950.1,1,131567,"root : Cellular_organisms"
AQZ89951.1,1,131567,"root : Cellular_organisms"
AQZ89952.1,2,2,"Cellular_organisms : Bacteria"
AQZ89953.1,1,131567,"root : Cellular_organisms"
AQZ89954.1,1,131567,"root : Cellular_organisms"
AQZ89955.1,1,131567,"root : Cellular_organisms"
AQZ89956.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ89957.1,2,2,"Cellular_organisms : Bacteria"
AQZ89958.1,1,131567,"root : Cellular_organisms"
AQZ89959.1,1,131567,"root : Cellular_organisms"
AQZ89960.1,1,131567,"root : Cellular_organisms"
AQZ89961.1,1,131567,"root : Cellular_organisms"
AQZ89962.2,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ89963.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ89964.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ89965.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ89966.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ89967.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ89968.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ89969.1,1,131567,"root : Cellular_organisms"
AQZ89970.1,1,131567,"root : Cellular_organisms"
AQZ89971.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ89972.1,1,131567,"root : Cellular_organisms"
AQZ89973.1,1,131567,"root : Cellular_organisms"
AQZ89974.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ89975.1,1,131567,"root : Cellular_organisms"
AQZ89976.1,1,131567,"root : Cellular_organisms"
AQZ89977.1,2,2,"Cellular_organisms : Bacteria"
AQZ89978.1,1,131567,"root : Cellular_organisms"
AQZ89979.1,1,131567,"root : Cellular_organisms"
AQZ89980.1,2,2,"Cellular_organisms : Bacteria"
AQZ89981.1,1,131567,"root : Cellular_organisms"
AQZ89982.1,1,131567,"root : Cellular_organisms"
AQZ89983.1,1,131567,"root : Cellular_organisms"
AQZ89984.1,1,131567,"root : Cellular_organisms"
AQZ89985.1,1,131567,"root : Cellular_organisms"
AQZ89986.1,1,131567,"root : Cellular_organisms"
AQZ89987.1,1,131567,"root : Cellular_organisms"
AQZ89988.1,1,131567,"root : Cellular_organisms"
AQZ89989.1,2,2,"Cellular_organisms : Bacteria"
AQZ89990.1,1,131567,"root : Cellular_organisms"
AQZ89991.1,1,131567,"root : Cellular_organisms"
AQZ89992.1,1,131567,"root : Cellular_organisms"
AQZ89993.1,1,131567,"root : Cellular_organisms"
AQZ89994.1,1,131567,"root : Cellular_organisms"
AQZ89995.1,2,2,"Cellular_organisms : Bacteria"
AQZ89996.1,2,2,"Cellular_organisms : Bacteria"
AQZ89997.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ89998.1,2,2,"Cellular_organisms : Bacteria"
AQZ89999.1,2,2,"Cellular_organisms : Bacteria"
AQZ90000.1,1,131567,"root : Cellular_organisms"
AQZ90001.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90002.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90003.1,1,131567,"root : Cellular_organisms"
AQZ90004.1,2,2,"Cellular_organisms : Bacteria"
AQZ90005.1,2,2,"Cellular_organisms : Bacteria"
AQZ90006.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90007.1,1,131567,"root : Cellular_organisms"
AQZ90008.1,1,131567,"root : Cellular_organisms"
AQZ90009.1,1,131567,"root : Cellular_organisms"
AQZ90010.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90011.1,1,131567,"root : Cellular_organisms"
AQZ90012.1,1,131567,"root : Cellular_organisms"
AQZ90013.1,1,131567,"root : Cellular_organisms"
AQZ90014.1,1,131567,"root : Cellular_organisms"
AQZ90015.1,1,131567,"root : Cellular_organisms"
AQZ90016.1,1,131567,"root : Cellular_organisms"
AQZ90017.1,1,131567,"root : Cellular_organisms"
AQZ90018.1,1,131567,"root : Cellular_organisms"
AQZ90019.1,3,4000010,"Bacteria : Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter"
AQZ90020.1,5,4000015,"Bacillales/Lactobacillales/Erysipelotrichaceae/Tenericutes : Bacillales/Lactobacillales"
AQZ90021.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90022.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90023.1,1,131567,"root : Cellular_organisms"
AQZ90024.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90025.1,7,4000018,"Bacillaceae/Planococcaceae : Anoxybacillus/Parageobacillus/Geobacillus"
AQZ90026.1,1,131567,"root : Cellular_organisms"
AQZ90027.1,1,131567,"root : Cellular_organisms"
AQZ90028.1,3,4000010,"Bacteria : Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter"
AQZ90029.1,1,131567,"root : Cellular_organisms"
AQZ90030.1,1,131567,"root : Cellular_organisms"
AQZ90031.1,1,131567,"root : Cellular_organisms"
AQZ90032.1,1,131567,"root : Cellular_organisms"
AQZ90033.1,1,131567,"root : Cellular_organisms"
AQZ90034.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ90035.1,1,131567,"root : Cellular_organisms"
AQZ90036.1,1,131567,"root : Cellular_organisms"
AQZ90037.1,1,131567,"root : Cellular_organisms"
AQZ90038.1,1,131567,"root : Cellular_organisms"
AQZ90039.1,1,131567,"root : Cellular_organisms"
AQZ90040.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90041.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90042.1,1,131567,"root : Cellular_organisms"
AQZ90043.1,2,2,"Cellular_organisms : Bacteria"
AQZ90044.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90045.2,2,2,"Cellular_organisms : Bacteria"
AQZ90046.1,1,131567,"root : Cellular_organisms"
AQZ90047.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90048.1,11,4000027,"Bacillus_subtilis_subsp_subtilis_2 : Bacillus_subtilis_subsp_subtilis_4"
AQZ90049.1,1,131567,"root : Cellular_organisms"
AQZ90050.1,1,131567,"root : Cellular_organisms"
AQZ90051.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90052.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ90053.1,1,131567,"root : Cellular_organisms"
AQZ90054.1,1,131567,"root : Cellular_organisms"
AQZ90055.1,1,131567,"root : Cellular_organisms"
AQZ90056.1,1,131567,"root : Cellular_organisms"
AQZ90057.1,1,131567,"root : Cellular_organisms"
AQZ90058.1,1,131567,"root : Cellular_organisms"
AQZ90059.1,1,131567,"root : Cellular_organisms"
AQZ90060.1,1,131567,"root : Cellular_organisms"
AQZ90061.1,1,131567,"root : Cellular_organisms"
AQZ90062.1,1,131567,"root : Cellular_organisms"
AQZ90063.1,1,131567,"root : Cellular_organisms"
AQZ90064.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90065.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90066.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90067.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90068.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90069.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90070.1,2,2,"Cellular_organisms : Bacteria"
AQZ90071.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90073.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90074.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90075.1,1,131567,"root : Cellular_organisms"
AQZ90076.1,2,2,"Cellular_organisms : Bacteria"
AQZ90077.1,1,131567,"root : Cellular_organisms"
AQZ90078.1,1,131567,"root : Cellular_organisms"
AQZ90079.1,1,131567,"root : Cellular_organisms"
AQZ90080.1,1,131567,"root : Cellular_organisms"
AQZ90081.1,3,4000010,"Bacteria : Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter"
AQZ90082.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ90083.1,11,4000029,"Bacillus_subtilis_subsp_subtilis_4 : Bacillus_subtilis_subsp_subtilis_6"
AQZ90084.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ90085.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90086.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ90087.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90088.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90089.1,2,2,"Cellular_organisms : Bacteria"
AQZ90090.1,1,131567,"root : Cellular_organisms"
AQZ90091.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90092.1,1,131567,"root : Cellular_organisms"
AQZ90093.1,1,131567,"root : Cellular_organisms"
AQZ90094.1,2,2,"Cellular_organisms : Bacteria"
AQZ90095.1,1,131567,"root : Cellular_organisms"
AQZ90096.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90097.1,2,2,"Cellular_organisms : Bacteria"
AQZ90098.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90099.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90100.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90101.1,10,4000021,"Bacillus_subtilis_group : Bacillus_subtilis_node"
AQZ90102.1,1,131567,"root : Cellular_organisms"
AQZ90103.1,3,4000010,"Bacteria : Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter"
AQZ90104.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90105.1,2,2,"Cellular_organisms : Bacteria"
AQZ90106.1,2,2,"Cellular_organisms : Bacteria"
AQZ90107.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90108.1,1,131567,"root : Cellular_organisms"
AQZ90109.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90110.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ90111.1,1,131567,"root : Cellular_organisms"
AQZ90112.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90113.1,1,131567,"root : Cellular_organisms"
AQZ90114.1,1,131567,"root : Cellular_organisms"
AQZ90115.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90116.1,1,131567,"root : Cellular_organisms"
AQZ90117.1,1,131567,"root : Cellular_organisms"
AQZ90118.1,1,131567,"root : Cellular_organisms"
AQZ90119.1,1,131567,"root : Cellular_organisms"
AQZ90120.1,1,131567,"root : Cellular_organisms"
AQZ90121.1,1,131567,"root : Cellular_organisms"
AQZ90122.1,1,131567,"root : Cellular_organisms"
AQZ90123.1,1,131567,"root : Cellular_organisms"
AQZ90124.1,1,131567,"root : Cellular_organisms"
AQZ90125.1,1,131567,"root : Cellular_organisms"
AQZ90126.1,1,131567,"root : Cellular_organisms"
AQZ90127.1,1,131567,"root : Cellular_organisms"
AQZ90128.1,1,131567,"root : Cellular_organisms"
AQZ90129.1,1,131567,"root : Cellular_organisms"
AQZ90130.1,1,131567,"root : Cellular_organisms"
AQZ90131.1,1,131567,"root : Cellular_organisms"
AQZ90132.1,2,2,"Cellular_organisms : Bacteria"
AQZ90133.1,1,131567,"root : Cellular_organisms"
AQZ90134.1,1,131567,"root : Cellular_organisms"
AQZ90135.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90136.1,1,131567,"root : Cellular_organisms"
AQZ90137.1,1,131567,"root : Cellular_organisms"
AQZ90138.1,1,131567,"root : Cellular_organisms"
AQZ90139.1,2,2,"Cellular_organisms : Bacteria"
AQZ90140.1,1,131567,"root : Cellular_organisms"
AQZ90141.1,2,2,"Cellular_organisms : Bacteria"
AQZ90142.1,2,2,"Cellular_organisms : Bacteria"
AQZ90143.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90144.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90145.1,2,2,"Cellular_organisms : Bacteria"
AQZ90146.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ90147.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90148.1,7,4000018,"Bacillaceae/Planococcaceae : Anoxybacillus/Parageobacillus/Geobacillus"
AQZ90149.1,2,2,"Cellular_organisms : Bacteria"
AQZ90150.1,2,2,"Cellular_organisms : Bacteria"
AQZ90151.1,2,2,"Cellular_organisms : Bacteria"
AQZ90152.1,1,131567,"root : Cellular_organisms"
AQZ90153.1,2,2,"Cellular_organisms : Bacteria"
AQZ90154.1,7,4000018,"Bacillaceae/Planococcaceae : Anoxybacillus/Parageobacillus/Geobacillus"
AQZ90155.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90156.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90157.1,7,4000018,"Bacillaceae/Planococcaceae : Anoxybacillus/Parageobacillus/Geobacillus"
AQZ90158.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90159.1,2,2,"Cellular_organisms : Bacteria"
AQZ90160.1,2,2,"Cellular_organisms : Bacteria"
AQZ90161.1,2,2,"Cellular_organisms : Bacteria"
AQZ90162.1,7,4000018,"Bacillaceae/Planococcaceae : Anoxybacillus/Parageobacillus/Geobacillus"
AQZ90163.1,2,2,"Cellular_organisms : Bacteria"
AQZ90164.1,1,131567,"root : Cellular_organisms"
AQZ90165.1,2,2,"Cellular_organisms : Bacteria"
AQZ90166.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90167.1,2,2,"Cellular_organisms : Bacteria"
AQZ90168.1,2,2,"Cellular_organisms : Bacteria"
AQZ90169.1,2,2,"Cellular_organisms : Bacteria"
AQZ90170.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90171.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90172.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90173.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90174.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90175.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90176.1,3,4000010,"Bacteria : Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter"
AQZ90177.1,1,131567,"root : Cellular_organisms"
AQZ90178.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90179.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90180.1,1,131567,"root : Cellular_organisms"
AQZ90181.1,1,131567,"root : Cellular_organisms"
AQZ90182.1,1,131567,"root : Cellular_organisms"
AQZ90183.1,1,131567,"root : Cellular_organisms"
AQZ90184.1,2,2,"Cellular_organisms : Bacteria"
AQZ90185.1,1,131567,"root : Cellular_organisms"
AQZ90186.1,1,131567,"root : Cellular_organisms"
AQZ90187.1,1,131567,"root : Cellular_organisms"
AQZ90188.1,1,131567,"root : Cellular_organisms"
AQZ90189.1,1,131567,"root : Cellular_organisms"
AQZ90190.1,1,131567,"root : Cellular_organisms"
AQZ90191.1,1,131567,"root : Cellular_organisms"
AQZ90192.1,1,131567,"root : Cellular_organisms"
AQZ90193.1,1,131567,"root : Cellular_organisms"
AQZ90194.1,1,131567,"root : Cellular_organisms"
AQZ90195.1,1,131567,"root : Cellular_organisms"
AQZ90196.1,1,131567,"root : Cellular_organisms"
AQZ90197.1,1,131567,"root : Cellular_organisms"
AQZ90198.1,1,131567,"root : Cellular_organisms"
AQZ90199.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90200.1,2,2,"Cellular_organisms : Bacteria"
AQZ90201.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90202.1,1,131567,"root : Cellular_organisms"
AQZ90203.1,1,131567,"root : Cellular_organisms"
AQZ90204.1,1,131567,"root : Cellular_organisms"
AQZ90205.1,1,131567,"root : Cellular_organisms"
AQZ90206.1,1,131567,"root : Cellular_organisms"
AQZ90207.1,1,131567,"root : Cellular_organisms"
AQZ90208.1,1,131567,"root : Cellular_organisms"
AQZ90209.1,1,131567,"root : Cellular_organisms"
AQZ90210.1,1,131567,"root : Cellular_organisms"
AQZ90211.1,1,131567,"root : Cellular_organisms"
AQZ90212.1,1,131567,"root : Cellular_organisms"
AQZ90213.1,1,131567,"root : Cellular_organisms"
AQZ90214.1,1,131567,"root : Cellular_organisms"
AQZ90215.1,1,131567,"root : Cellular_organisms"
AQZ90216.1,1,131567,"root : Cellular_organisms"
AQZ90217.1,1,131567,"root : Cellular_organisms"
AQZ90218.1,2,2,"Cellular_organisms : Bacteria"
AQZ90219.1,1,131567,"root : Cellular_organisms"
AQZ90220.1,1,131567,"root : Cellular_organisms"
AQZ90221.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90222.1,2,2,"Cellular_organisms : Bacteria"
AQZ90223.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90224.1,10,4000021,"Bacillus_subtilis_group : Bacillus_subtilis_node"
AQZ90225.1,1,131567,"root : Cellular_organisms"
AQZ90226.1,2,2,"Cellular_organisms : Bacteria"
AQZ90227.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ90228.1,7,4000018,"Bacillaceae/Planococcaceae : Anoxybacillus/Parageobacillus/Geobacillus"
AQZ90229.1,1,131567,"root : Cellular_organisms"
AQZ90230.1,1,131567,"root : Cellular_organisms"
AQZ90231.1,1,131567,"root : Cellular_organisms"
AQZ90232.1,1,131567,"root : Cellular_organisms"
AQZ90233.1,1,131567,"root : Cellular_organisms"
AQZ90234.1,1,131567,"root : Cellular_organisms"
AQZ90235.1,1,131567,"root : Cellular_organisms"
AQZ90236.1,1,131567,"root : Cellular_organisms"
AQZ90237.1,2,2,"Cellular_organisms : Bacteria"
AQZ90238.1,2,2,"Cellular_organisms : Bacteria"
AQZ90239.1,3,4000010,"Bacteria : Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter"
AQZ90240.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90241.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90242.1,1,131567,"root : Cellular_organisms"
AQZ90243.1,1,131567,"root : Cellular_organisms"
AQZ90244.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90245.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90246.1,2,2,"Cellular_organisms : Bacteria"
AQZ90247.1,1,131567,"root : Cellular_organisms"
AQZ90248.1,1,131567,"root : Cellular_organisms"
AQZ90249.1,1,131567,"root : Cellular_organisms"
AQZ90250.1,1,131567,"root : Cellular_organisms"
AQZ90251.1,1,131567,"root : Cellular_organisms"
AQZ90252.1,1,131567,"root : Cellular_organisms"
AQZ90253.1,1,131567,"root : Cellular_organisms"
AQZ90254.1,1,131567,"root : Cellular_organisms"
AQZ90255.1,1,131567,"root : Cellular_organisms"
AQZ90256.1,1,131567,"root : Cellular_organisms"
AQZ90257.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90258.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90259.1,1,131567,"root : Cellular_organisms"
AQZ90260.1,1,131567,"root : Cellular_organisms"
AQZ90261.1,2,2,"Cellular_organisms : Bacteria"
AQZ90262.1,2,2,"Cellular_organisms : Bacteria"
AQZ90263.1,1,131567,"root : Cellular_organisms"
AQZ90264.1,2,2,"Cellular_organisms : Bacteria"
AQZ90265.1,1,131567,"root : Cellular_organisms"
AQZ90266.1,1,131567,"root : Cellular_organisms"
AQZ90267.1,1,131567,"root : Cellular_organisms"
AQZ90268.1,1,131567,"root : Cellular_organisms"
AQZ90269.1,1,131567,"root : Cellular_organisms"
AQZ90270.1,1,131567,"root : Cellular_organisms"
AQZ90271.1,1,131567,"root : Cellular_organisms"
AQZ90272.1,2,2,"Cellular_organisms : Bacteria"
AQZ90273.1,1,131567,"root : Cellular_organisms"
AQZ90274.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ90275.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ90276.1,5,4000015,"Bacillales/Lactobacillales/Erysipelotrichaceae/Tenericutes : Bacillales/Lactobacillales"
AQZ90277.1,2,2,"Cellular_organisms : Bacteria"
AQZ90278.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90279.1,1,131567,"root : Cellular_organisms"
AQZ90280.1,1,131567,"root : Cellular_organisms"
AQZ90281.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90282.1,1,131567,"root : Cellular_organisms"
AQZ90283.1,2,2,"Cellular_organisms : Bacteria"
AQZ90284.1,2,2,"Cellular_organisms : Bacteria"
AQZ90285.1,2,2,"Cellular_organisms : Bacteria"
AQZ90286.1,1,131567,"root : Cellular_organisms"
AQZ90287.1,1,131567,"root : Cellular_organisms"
AQZ90288.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90289.1,1,131567,"root : Cellular_organisms"
AQZ90290.1,1,131567,"root : Cellular_organisms"
AQZ90291.1,1,131567,"root : Cellular_organisms"
AQZ90292.1,1,131567,"root : Cellular_organisms"
AQZ90293.1,1,131567,"root : Cellular_organisms"
AQZ90294.1,1,131567,"root : Cellular_organisms"
AQZ90295.1,1,131567,"root : Cellular_organisms"
AQZ90296.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90297.1,1,131567,"root : Cellular_organisms"
AQZ90298.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90299.1,1,131567,"root : Cellular_organisms"
AQZ90300.1,1,131567,"root : Cellular_organisms"
AQZ90301.1,1,131567,"root : Cellular_organisms"
AQZ90302.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ90303.1,1,131567,"root : Cellular_organisms"
AQZ90304.1,5,4000015,"Bacillales/Lactobacillales/Erysipelotrichaceae/Tenericutes : Bacillales/Lactobacillales"
AQZ90305.1,2,2,"Cellular_organisms : Bacteria"
AQZ90306.1,7,4000018,"Bacillaceae/Planococcaceae : Anoxybacillus/Parageobacillus/Geobacillus"
AQZ90307.1,1,131567,"root : Cellular_organisms"
AQZ90308.1,1,131567,"root : Cellular_organisms"
AQZ90309.1,1,131567,"root : Cellular_organisms"
AQZ90310.1,2,2,"Cellular_organisms : Bacteria"
AQZ90311.1,1,131567,"root : Cellular_organisms"
AQZ90312.1,1,131567,"root : Cellular_organisms"
AQZ90313.1,1,131567,"root : Cellular_organisms"
AQZ90314.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90315.1,1,131567,"root : Cellular_organisms"
AQZ90316.1,1,131567,"root : Cellular_organisms"
AQZ90317.1,1,131567,"root : Cellular_organisms"
AQZ90318.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90319.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90320.1,1,131567,"root : Cellular_organisms"
AQZ90321.1,1,131567,"root : Cellular_organisms"
AQZ90322.1,1,131567,"root : Cellular_organisms"
AQZ90323.1,1,131567,"root : Cellular_organisms"
AQZ90324.1,1,131567,"root : Cellular_organisms"
AQZ90325.1,1,131567,"root : Cellular_organisms"
AQZ90326.1,1,131567,"root : Cellular_organisms"
AQZ90327.1,1,131567,"root : Cellular_organisms"
AQZ90328.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90329.1,2,2,"Cellular_organisms : Bacteria"
AQZ90330.1,1,131567,"root : Cellular_organisms"
AQZ90331.1,1,131567,"root : Cellular_organisms"
AQZ90332.1,1,131567,"root : Cellular_organisms"
AQZ90333.1,1,131567,"root : Cellular_organisms"
AQZ90334.1,1,131567,"root : Cellular_organisms"
AQZ90335.1,1,131567,"root : Cellular_organisms"
AQZ90336.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90337.1,1,131567,"root : Cellular_organisms"
AQZ90338.1,1,131567,"root : Cellular_organisms"
AQZ90339.1,1,131567,"root : Cellular_organisms"
AQZ90340.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ90341.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90342.1,1,131567,"root : Cellular_organisms"
AQZ90343.1,1,131567,"root : Cellular_organisms"
AQZ90344.1,1,131567,"root : Cellular_organisms"
AQZ90345.1,1,131567,"root : Cellular_organisms"
AQZ90346.1,1,131567,"root : Cellular_organisms"
AQZ90347.1,5,4000015,"Bacillales/Lactobacillales/Erysipelotrichaceae/Tenericutes : Bacillales/Lactobacillales"
AQZ90348.1,1,131567,"root : Cellular_organisms"
AQZ90349.1,1,131567,"root : Cellular_organisms"
AQZ90351.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90352.1,1,131567,"root : Cellular_organisms"
AQZ90353.1,1,131567,"root : Cellular_organisms"
AQZ90354.1,1,131567,"root : Cellular_organisms"
AQZ90355.1,1,131567,"root : Cellular_organisms"
AQZ90356.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
