protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
AQZ88941.1,FOK+21,NA,NA,1,15,1,13,21,9,16,4,17,14,23,6,7,7,11,11,8,8,15,0,6
AQZ88942.1,FOK+21,NA,NA,1,6,0,7,5,6,9,2,5,7,9,4,6,5,5,4,5,8,14,0,2
AQZ88943.1,FOK+21,NA,NA,1,5,0,11,11,7,7,1,12,18,18,5,6,2,5,8,13,10,5,0,2
AQZ88944.1,FOK+21,NA,NA,1,24,5,15,27,13,13,12,20,25,45,12,15,11,26,13,20,11,14,2,6
AQZ88945.1,FOK+21,NA,NA,1,13,8,20,26,12,19,4,21,20,25,7,11,7,9,15,8,12,29,1,8
AQZ88946.1,FOK+21,NA,NA,1,2,3,9,13,5,7,6,7,14,14,2,6,0,9,5,4,6,3,0,4
AQZ88947.1,FOK+21,NA,NA,1,11,3,17,18,7,13,8,20,21,29,6,9,13,12,12,10,10,18,0,10
AQZ88948.1,FOK+21,NA,NA,1,7,1,3,10,5,3,3,2,16,5,2,7,2,1,6,4,6,7,1,8
AQZ88949.1,FOK+21,NA,NA,1,24,2,14,33,10,18,8,24,26,22,5,10,11,8,13,15,17,18,4,10
AQZ88950.1,FOK+21,NA,NA,1,4,1,6,9,1,7,0,10,11,11,3,4,2,5,4,4,4,8,0,2
AQZ88951.1,FOK+21,NA,NA,1,39,1,41,67,25,41,12,39,56,65,16,22,32,26,27,26,39,48,10,32
AQZ88952.1,FOK+21,NA,NA,1,23,3,15,32,12,11,8,22,19,15,9,10,11,4,12,6,14,19,3,7
AQZ88953.1,FOK+21,NA,NA,1,36,3,30,33,10,26,6,28,63,27,6,17,10,14,8,32,37,41,3,7
AQZ88954.1,FOK+21,NA,NA,1,16,3,14,16,4,13,6,19,17,14,5,5,7,8,12,8,8,10,0,1
AQZ88955.1,FOK+21,NA,NA,1,21,1,14,25,13,13,3,25,25,30,6,14,13,13,11,15,16,27,0,7
AQZ88956.1,FOK+21,NA,NA,1,17,3,18,18,10,18,13,22,25,25,10,9,8,14,17,19,9,20,1,14
AQZ88957.1,FOK+21,NA,NA,1,7,0,7,6,4,5,0,5,5,9,1,4,1,2,6,9,7,5,0,3
AQZ88958.1,FOK+21,NA,NA,1,6,0,4,5,2,7,0,3,4,2,4,5,0,4,7,1,1,3,1,2
AQZ88959.1,FOK+21,NA,NA,1,27,4,16,20,6,23,6,20,17,27,11,11,10,9,17,17,14,24,2,8
AQZ88960.1,FOK+21,NA,NA,1,18,0,11,21,12,23,2,21,19,30,9,16,9,8,11,23,19,24,0,9
AQZ88961.1,FOK+21,NA,NA,1,14,1,4,11,6,7,4,8,8,6,4,5,6,6,2,7,7,15,0,4
AQZ88962.1,FOK+21,NA,NA,1,8,0,9,8,4,7,4,7,2,6,3,5,3,1,10,5,6,8,0,1
AQZ88963.1,FOK+21,NA,NA,1,39,5,26,34,10,40,12,33,35,27,9,24,14,20,15,21,31,47,0,14
AQZ88964.1,FOK+21,NA,NA,1,28,5,17,23,8,19,6,37,19,27,5,17,15,10,17,18,14,24,0,8
AQZ88965.1,FOK+21,NA,NA,1,16,0,15,22,3,13,5,14,11,16,3,9,11,10,5,14,15,19,0,3
AQZ88966.1,FOK+21,NA,NA,1,8,2,11,14,7,19,3,11,15,20,6,14,7,3,7,9,8,16,1,7
AQZ88967.1,FOK+21,NA,NA,1,2,4,5,7,2,4,7,3,2,6,3,4,1,3,3,6,4,5,0,5
AQZ88968.1,FOK+21,NA,NA,1,71,1,70,116,39,72,23,90,91,118,28,39,35,59,66,71,60,81,3,44
AQZ88969.1,FOK+21,NA,NA,1,12,1,17,14,4,13,2,15,11,13,6,4,5,5,12,15,6,17,0,6
AQZ88970.1,FOK+21,NA,NA,1,58,7,11,17,30,47,5,39,26,84,13,14,14,19,17,40,23,44,7,17
AQZ88971.1,FOK+21,NA,NA,1,34,3,38,63,21,21,14,30,38,47,11,14,15,17,20,22,25,38,5,13
AQZ88972.1,FOK+21,NA,NA,1,6,0,5,8,2,5,0,4,12,9,2,4,1,4,6,4,6,7,0,1
AQZ88973.1,FOK+21,NA,NA,1,1,0,8,7,6,9,3,3,11,9,5,4,1,6,3,9,2,10,0,3
AQZ88974.1,FOK+21,NA,NA,1,11,5,2,3,21,10,3,21,19,37,7,1,3,6,13,5,14,14,5,11
AQZ88975.1,FOK+21,NA,NA,1,5,0,6,15,5,4,0,6,17,14,2,4,0,7,10,11,8,7,1,3
AQZ88976.1,FOK+21,NA,NA,1,5,0,9,9,5,14,2,8,16,8,2,7,4,4,10,10,4,10,0,1
AQZ88977.1,FOK+21,NA,NA,1,68,8,34,60,45,57,24,68,53,92,24,20,19,41,30,63,37,57,3,24
AQZ88978.1,FOK+21,NA,NA,1,17,2,9,24,7,20,4,14,14,26,12,12,9,15,8,13,15,22,1,1
AQZ88979.1,FOK+21,NA,NA,1,26,2,17,13,13,25,3,22,35,32,9,11,17,18,12,25,22,16,4,16
AQZ88980.1,FOK+21,NA,NA,1,34,8,25,32,21,29,16,27,36,43,10,20,18,27,26,29,25,28,4,14
AQZ88981.1,FOK+21,NA,NA,1,10,0,16,15,7,12,2,17,16,19,5,2,6,2,6,13,7,15,0,10
AQZ88982.1,FOK+21,NA,NA,1,47,3,44,50,33,53,9,44,50,55,10,29,22,28,37,23,32,54,1,13
AQZ88983.1,FOK+21,NA,NA,1,16,3,13,16,8,24,6,29,14,20,9,11,12,7,11,11,15,20,2,11
AQZ88984.1,FOK+21,NA,NA,1,21,4,17,28,9,29,4,16,17,28,8,8,11,12,14,12,21,24,1,7
AQZ88985.1,FOK+21,NA,NA,1,20,2,20,34,9,14,2,22,31,24,4,10,3,10,14,25,18,17,6,12
AQZ88986.1,FOK+21,NA,NA,1,34,0,11,27,8,35,3,25,23,25,8,14,17,8,11,15,14,19,0,11
AQZ88987.1,FOK+21,NA,NA,1,32,1,26,44,24,34,15,31,28,38,12,13,19,22,24,31,26,28,4,18
AQZ88988.1,FOK+21,NA,NA,1,9,3,10,19,10,15,7,20,10,16,7,6,10,5,7,12,11,12,0,5
AQZ88989.1,FOK+21,NA,NA,1,15,3,15,27,12,23,6,23,21,33,6,14,9,7,18,15,15,15,4,12
AQZ88990.1,FOK+21,NA,NA,1,25,3,23,19,4,23,11,24,20,22,13,10,13,5,11,16,12,24,1,6
AQZ88991.1,FOK+21,NA,NA,1,6,2,7,12,4,9,3,7,12,9,2,2,6,6,3,3,8,13,0,6
AQZ88992.1,FOK+21,NA,NA,1,13,1,7,20,5,7,4,10,5,17,3,8,6,11,10,8,11,14,2,5
AQZ88993.1,FOK+21,NA,NA,1,10,0,3,7,2,6,0,8,4,6,1,2,3,2,6,4,1,2,1,1
AQZ88994.1,FOK+21,NA,NA,1,32,6,20,25,8,25,5,19,30,24,15,17,10,11,17,6,15,36,5,7
AQZ88995.1,FOK+21,NA,NA,1,29,0,33,55,21,32,19,37,28,43,15,16,20,24,33,17,28,30,2,17
AQZ88996.1,FOK+21,NA,NA,1,6,1,9,12,2,7,3,21,12,14,8,9,2,6,12,12,4,10,0,4
AQZ88997.1,FOK+21,NA,NA,1,8,8,5,18,10,12,11,14,12,12,5,10,4,13,9,17,8,7,0,2
AQZ88998.1,FOK+21,NA,NA,1,20,5,15,36,12,23,6,34,14,39,10,19,12,23,26,30,10,19,2,8
AQZ88999.1,FOK+21,NA,NA,1,63,1,51,79,18,60,17,57,58,82,16,28,22,36,58,47,42,60,2,13
AQZ89000.1,FOK+21,NA,NA,1,33,6,13,36,14,42,7,35,26,37,14,16,22,15,26,43,26,38,3,6
AQZ89001.1,FOK+21,NA,NA,1,24,1,20,33,9,21,7,30,30,45,12,15,11,12,16,16,18,25,0,15
AQZ89002.1,FOK+21,NA,NA,1,21,2,23,23,21,26,4,43,26,44,5,16,11,14,11,14,12,39,3,8
AQZ89003.1,FOK+21,NA,NA,1,19,1,14,21,7,15,8,17,16,20,5,4,7,15,12,15,11,20,1,4
AQZ89004.1,FOK+21,NA,NA,1,13,2,12,10,6,19,5,14,12,14,3,2,6,8,5,3,8,12,1,3
AQZ89005.1,FOK+21,NA,NA,1,24,2,23,59,23,35,11,36,40,43,8,18,18,24,22,21,21,29,6,20
AQZ89006.1,FOK+21,NA,NA,1,5,2,0,5,4,6,1,1,6,7,1,2,0,3,7,4,2,3,1,1
AQZ89007.1,FOK+21,NA,NA,1,32,3,37,42,21,27,16,30,33,40,10,23,10,18,24,24,22,25,7,22
AQZ89008.1,FOK+21,NA,NA,1,12,0,5,13,10,8,3,6,13,16,1,6,2,8,7,11,11,6,0,5
AQZ89009.1,FOK+21,NA,NA,1,26,1,12,19,4,20,5,14,20,22,10,9,8,12,13,8,13,23,2,8
AQZ89010.1,FOK+21,NA,NA,1,15,0,9,19,5,8,3,13,14,15,3,7,2,8,14,6,10,12,3,4
AQZ89011.1,FOK+21,NA,NA,1,10,2,18,22,9,8,3,20,20,24,5,10,3,10,14,13,8,11,0,8
AQZ89012.1,FOK+21,NA,NA,1,5,4,0,3,0,1,2,1,7,3,2,3,0,0,3,5,7,1,0,2
AQZ89013.1,FOK+21,NA,NA,1,1,0,2,3,6,3,0,8,7,5,3,0,1,1,3,3,5,6,1,1
AQZ89014.1,FOK+21,NA,NA,1,4,0,11,19,9,14,1,9,21,8,7,7,8,2,6,8,12,23,2,6
AQZ89015.1,FOK+21,NA,NA,1,20,1,6,10,4,11,0,10,13,6,6,6,10,3,7,5,7,15,0,1
AQZ89016.1,FOK+21,NA,NA,1,25,0,15,14,10,22,1,10,30,9,6,9,9,5,7,6,16,31,1,6
AQZ89017.1,FOK+21,NA,NA,1,21,0,4,21,4,7,1,7,15,18,3,9,4,5,7,11,8,19,0,2
AQZ89018.1,FOK+21,NA,NA,1,21,0,3,21,2,11,0,9,13,12,1,3,3,2,1,4,4,13,0,0
AQZ89019.1,FOK+21,NA,NA,1,12,1,11,18,11,13,4,15,21,13,2,9,6,7,6,21,7,16,2,6
AQZ89020.1,FOK+21,NA,NA,1,65,4,89,110,36,102,17,79,61,101,31,51,55,40,84,62,57,102,6,41
AQZ89021.1,FOK+21,NA,NA,1,82,11,62,98,35,90,21,74,89,117,34,47,54,44,83,51,68,102,7,30
AQZ89022.1,FOK+21,NA,NA,1,10,1,4,4,0,6,0,8,10,5,3,0,1,3,1,10,3,12,0,1
AQZ89023.1,FOK+21,NA,NA,1,8,1,2,5,1,14,4,7,16,8,2,9,8,4,13,9,9,13,0,5
AQZ89024.1,FOK+21,NA,NA,1,15,0,7,12,3,9,2,8,16,12,7,10,7,3,15,4,7,12,2,5
AQZ89025.1,FOK+21,NA,NA,1,61,3,43,74,27,58,12,45,39,45,22,23,26,21,37,29,45,58,4,20
AQZ89026.1,FOK+21,NA,NA,1,27,2,25,42,13,37,12,25,22,23,14,9,17,8,20,17,33,38,1,11
AQZ89027.1,FOK+21,NA,NA,1,14,2,8,18,18,18,21,23,19,32,7,11,14,19,16,27,16,16,5,14
AQZ89028.1,FOK+21,NA,NA,1,7,0,7,6,1,3,3,10,10,9,3,1,6,4,9,7,6,7,0,3
AQZ89029.1,FOK+21,NA,NA,1,14,0,8,16,6,25,4,12,24,13,6,8,10,8,12,10,8,22,0,3
AQZ89030.1,FOK+21,NA,NA,1,20,0,7,13,3,17,2,13,18,18,3,12,8,6,14,14,10,24,2,3
AQZ89031.1,FOK+21,NA,NA,1,6,0,7,8,3,4,0,6,14,3,4,3,2,0,9,5,7,11,0,3
AQZ89032.1,FOK+21,NA,NA,1,16,1,10,12,4,36,7,20,30,16,6,16,17,8,24,15,13,18,2,6
AQZ89033.1,FOK+21,NA,NA,1,4,0,6,4,5,7,5,5,12,4,3,1,4,2,7,5,8,7,1,2
AQZ89034.1,FOK+21,NA,NA,1,15,0,3,7,2,5,2,10,9,7,4,6,5,4,11,7,5,10,0,1
AQZ89035.1,FOK+21,NA,NA,1,20,0,12,15,2,20,4,16,19,16,4,8,4,8,19,12,11,17,3,8
AQZ89036.1,FOK+21,NA,NA,1,12,0,0,15,5,16,3,9,16,8,5,2,7,2,14,8,5,11,3,3
AQZ89037.1,FOK+21,NA,NA,1,8,0,1,9,2,1,0,6,7,6,2,4,0,3,8,1,5,3,0,0
AQZ89038.1,FOK+21,NA,NA,1,4,0,4,7,2,3,2,6,13,3,3,3,1,3,7,4,6,12,0,4
AQZ89039.1,FOK+21,NA,NA,1,9,2,6,7,3,12,0,11,10,5,2,5,4,3,11,8,7,16,0,1
AQZ89040.1,FOK+21,NA,NA,1,5,0,6,4,1,11,3,4,18,4,4,4,6,5,3,5,4,15,0,1
AQZ89041.1,FOK+21,NA,NA,1,12,0,11,12,8,13,0,14,18,12,8,7,7,6,12,7,10,17,0,5
AQZ89042.1,FOK+21,NA,NA,1,4,4,0,3,3,3,1,4,10,2,2,0,3,4,7,3,2,3,1,2
AQZ89043.1,FOK+21,NA,NA,1,10,0,5,11,3,10,1,13,11,11,4,6,4,4,12,6,5,12,1,3
AQZ89044.1,FOK+21,NA,NA,1,9,0,6,18,2,19,4,8,17,12,3,8,9,2,13,11,10,24,0,4
AQZ89045.1,FOK+21,NA,NA,1,18,0,8,5,3,9,3,5,11,10,1,5,1,1,11,8,8,10,0,3
AQZ89046.1,FOK+21,NA,NA,1,3,0,2,4,0,3,2,4,6,5,2,3,1,3,5,3,5,8,0,0
AQZ89047.1,FOK+21,NA,NA,1,12,0,1,12,5,24,2,5,17,13,2,10,5,3,9,7,8,10,0,1
AQZ89048.1,FOK+21,NA,NA,1,33,0,8,9,33,41,4,54,18,38,14,18,16,27,14,23,27,37,3,14
AQZ89049.1,FOK+21,NA,NA,1,10,4,19,21,5,23,2,13,16,22,6,7,10,8,10,5,11,16,0,9
AQZ89050.1,FOK+21,NA,NA,1,13,3,13,20,6,25,10,23,19,17,4,9,13,7,11,13,13,19,2,8
AQZ89051.1,FOK+21,NA,NA,1,2,1,2,4,4,5,2,8,6,7,1,7,2,2,2,3,7,7,1,1
AQZ89052.1,FOK+21,NA,NA,1,3,0,4,6,2,5,3,6,5,6,3,2,3,0,5,2,6,8,0,3
AQZ89053.1,FOK+21,NA,NA,1,0,3,0,2,0,2,1,3,9,0,2,1,3,2,3,1,0,5,0,0
AQZ89054.1,FOK+21,NA,NA,1,6,0,7,8,1,11,1,12,11,9,1,5,3,3,19,5,7,10,0,2
AQZ89055.1,FOK+21,NA,NA,1,19,1,2,6,3,12,4,9,9,5,2,6,6,2,14,10,12,8,1,0
AQZ89056.1,FOK+21,NA,NA,1,19,1,23,34,5,22,6,26,22,32,5,11,9,9,15,17,24,26,1,7
AQZ89057.1,FOK+21,NA,NA,1,12,0,6,11,1,8,1,9,7,11,5,5,2,5,16,4,9,4,0,4
AQZ89058.1,FOK+21,NA,NA,1,19,0,16,29,8,23,6,20,14,30,8,14,9,16,16,12,10,24,4,3
AQZ89059.2,FOK+21,NA,NA,1,22,0,14,25,12,25,7,15,21,34,12,6,11,12,13,13,14,15,1,4
AQZ89060.1,FOK+21,NA,NA,1,14,1,6,12,19,18,4,25,16,41,12,3,12,6,12,11,21,24,2,6
AQZ89061.1,FOK+21,NA,NA,1,24,2,19,13,10,17,11,13,16,19,5,6,9,8,15,12,14,17,3,14
AQZ89062.1,FOK+21,NA,NA,1,10,0,4,11,1,12,7,8,15,14,6,4,8,3,10,6,12,7,1,6
AQZ89063.1,FOK+21,NA,NA,1,14,0,4,8,1,14,3,7,8,12,2,3,5,5,16,6,8,9,0,5
AQZ89064.1,FOK+21,NA,NA,1,17,1,19,17,11,19,7,14,22,20,4,13,11,12,6,11,10,31,5,5
AQZ89065.1,FOK+21,NA,NA,1,9,3,9,17,12,7,2,10,10,14,5,3,2,7,11,7,4,5,3,7
AQZ89066.1,FOK+21,NA,NA,1,14,0,11,16,9,20,4,15,23,28,3,9,11,9,13,16,9,10,4,13
AQZ89067.1,FOK+21,NA,NA,1,28,1,18,33,13,31,6,21,28,28,14,10,22,9,14,14,14,38,3,7
AQZ89068.1,FOK+21,NA,NA,1,15,2,19,17,7,5,1,8,29,18,10,4,4,9,1,11,12,7,1,5
AQZ89069.1,FOK+21,NA,NA,1,15,1,3,7,29,13,1,13,8,32,8,3,4,6,7,15,6,16,6,5
AQZ89070.1,FOK+21,NA,NA,1,24,0,16,12,10,14,7,22,24,18,3,15,9,11,7,17,14,18,4,9
AQZ89071.1,FOK+21,NA,NA,1,7,1,2,1,7,6,4,5,3,9,3,3,1,4,2,6,5,3,1,5
AQZ89072.1,FOK+21,NA,NA,1,51,2,21,13,30,37,6,51,24,46,21,10,14,16,11,36,25,53,4,7
AQZ89073.1,FOK+21,NA,NA,1,31,1,4,5,23,22,5,26,9,45,17,7,17,9,7,25,15,27,6,5
AQZ89074.1,FOK+21,NA,NA,1,12,2,7,19,13,22,8,17,15,24,7,9,11,14,11,26,11,7,4,11
AQZ89075.1,FOK+21,NA,NA,1,38,2,10,8,19,32,3,40,12,49,11,9,14,9,12,24,9,21,5,9
AQZ89076.1,FOK+21,NA,NA,1,30,4,10,4,19,26,6,41,13,43,14,5,14,10,9,38,17,19,3,9
AQZ89077.1,FOK+21,NA,NA,1,30,1,21,25,8,13,4,23,44,30,8,13,14,10,3,24,20,15,3,8
AQZ89078.1,FOK+21,NA,NA,1,41,9,22,37,24,18,18,32,35,53,10,19,18,36,19,44,39,20,8,27
AQZ89079.1,FOK+21,NA,NA,1,22,1,22,25,23,34,8,28,35,36,12,16,26,10,12,24,39,22,2,17
AQZ89080.1,FOK+21,NA,NA,1,57,1,34,33,25,44,11,43,58,53,20,31,34,31,25,42,33,48,2,17
AQZ89081.1,FOK+21,NA,NA,1,33,1,24,23,22,34,8,27,38,38,13,18,22,18,16,24,35,21,3,23
AQZ89082.1,FOK+21,NA,NA,1,50,3,12,16,26,54,6,53,21,61,6,10,20,13,10,26,28,28,1,11
AQZ89083.1,FOK+21,NA,NA,1,38,1,16,14,10,14,9,25,19,29,7,5,8,14,10,24,20,13,1,6
AQZ89084.1,FOK+21,NA,NA,1,38,3,16,21,3,19,9,24,17,21,11,16,9,11,11,20,24,22,0,9
AQZ89085.1,FOK+21,NA,NA,1,10,1,8,6,10,9,8,9,11,27,3,5,9,5,6,13,6,7,1,6
AQZ89086.1,FOK+21,NA,NA,1,16,4,4,14,3,18,1,12,11,13,3,7,4,1,4,13,9,9,0,5
AQZ89087.1,FOK+21,NA,NA,1,12,1,16,12,4,8,2,22,17,18,5,6,4,8,13,6,9,13,1,10
AQZ89088.1,FOK+21,NA,NA,1,14,3,10,16,9,14,11,11,19,12,8,12,8,6,5,11,11,21,4,3
AQZ89089.1,FOK+21,NA,NA,1,23,1,9,21,9,20,3,28,15,30,8,11,8,9,16,15,17,17,5,8
AQZ89090.1,FOK+21,NA,NA,1,22,0,40,33,10,20,4,30,50,28,3,42,25,22,5,51,40,45,2,11
AQZ89091.1,FOK+21,NA,NA,1,33,3,34,36,15,49,7,19,32,44,16,18,13,11,17,25,23,41,0,12
AQZ89092.1,FOK+21,NA,NA,1,66,6,35,46,17,45,14,40,34,60,12,25,17,22,20,27,30,59,2,23
AQZ89093.1,FOK+21,NA,NA,1,17,3,15,23,14,13,3,31,24,28,12,17,14,8,16,11,12,19,10,13
AQZ89094.1,FOK+21,NA,NA,1,15,7,10,13,10,8,7,19,23,8,6,16,10,8,9,10,14,8,2,8
AQZ89095.1,FOK+21,NA,NA,1,14,2,8,13,8,13,2,9,13,18,4,9,10,5,7,9,10,13,4,8
AQZ89096.1,FOK+21,NA,NA,1,44,3,7,10,31,45,15,42,8,86,15,6,14,16,22,46,25,41,17,12
AQZ89097.1,FOK+21,NA,NA,1,83,10,40,74,29,46,29,48,47,97,17,35,41,43,44,63,35,40,27,23
AQZ89098.1,FOK+21,NA,NA,1,7,2,10,14,6,12,5,12,13,14,6,11,8,8,3,12,12,14,1,5
AQZ89099.1,FOK+21,NA,NA,1,2,1,5,13,4,4,4,6,7,6,7,6,0,0,5,6,6,9,0,5
AQZ89100.1,FOK+21,NA,NA,1,1,2,6,12,2,10,1,13,16,13,4,3,1,2,5,14,7,9,1,2
AQZ89101.1,FOK+21,NA,NA,1,7,1,5,9,3,5,2,10,9,11,3,2,3,5,5,5,7,3,1,4
AQZ89102.1,FOK+21,NA,NA,1,41,0,5,6,21,41,4,40,14,54,18,8,11,12,5,30,24,36,8,12
AQZ89103.1,FOK+21,NA,NA,1,8,4,6,6,3,2,0,6,4,14,4,7,4,2,6,7,6,13,1,1
AQZ89104.1,FOK+21,NA,NA,1,7,3,0,2,0,5,1,3,7,2,5,1,3,1,3,5,2,3,2,0
AQZ89105.1,FOK+21,NA,NA,1,31,10,24,35,17,27,11,24,26,45,11,17,14,16,15,32,17,23,7,8
AQZ89106.1,FOK+21,NA,NA,1,20,5,18,23,33,35,12,46,26,66,14,15,11,21,17,39,25,44,13,13
AQZ89107.1,FOK+21,NA,NA,1,15,4,14,17,5,19,6,15,17,28,3,6,11,17,12,11,10,17,4,8
AQZ89108.2,FOK+21,NA,NA,1,18,6,7,12,44,30,8,43,15,61,15,7,7,11,14,40,24,42,19,24
AQZ89109.1,FOK+21,NA,NA,1,22,6,7,19,5,10,3,14,14,17,4,6,7,5,2,15,3,7,3,2
AQZ89110.1,FOK+21,NA,NA,1,3,4,10,7,4,7,4,10,9,16,7,5,7,9,1,8,9,11,4,6
AQZ89111.1,FOK+21,NA,NA,1,24,0,17,18,16,18,9,22,31,27,11,12,12,15,12,24,11,25,2,19
AQZ89112.1,FOK+21,NA,NA,1,7,0,17,16,9,14,6,22,19,24,10,10,5,9,12,6,7,17,2,11
AQZ89113.1,FOK+21,NA,NA,1,17,1,5,1,2,5,0,7,6,6,2,3,2,2,2,4,11,10,0,1
AQZ89114.1,FOK+21,NA,NA,1,8,3,12,25,13,14,6,24,24,42,5,8,8,16,11,5,13,8,1,10
AQZ89115.1,FOK+21,NA,NA,1,20,0,14,10,13,17,1,18,17,12,8,19,6,12,9,35,34,20,4,16
AQZ89116.1,FOK+21,NA,NA,1,26,0,24,31,11,22,5,23,28,27,5,25,10,29,20,37,23,21,2,25
AQZ89117.1,FOK+21,NA,NA,1,46,2,7,11,39,53,6,61,17,37,17,16,18,9,10,30,21,33,12,17
AQZ89118.1,FOK+21,NA,NA,1,4,2,5,13,2,1,2,2,8,12,3,7,0,4,4,3,1,5,0,4
AQZ89119.1,FOK+21,NA,NA,1,2,1,2,12,6,5,5,5,0,2,1,3,2,3,2,2,1,5,0,4
AQZ89120.1,FOK+21,NA,NA,1,13,0,19,17,12,20,8,16,23,22,8,9,4,11,12,17,19,20,7,10
AQZ89121.1,FOK+21,NA,NA,1,33,5,22,39,23,26,15,18,25,40,15,13,19,13,32,21,15,24,8,11
AQZ89122.1,FOK+21,NA,NA,1,3,0,7,5,2,4,2,4,12,6,6,2,6,5,2,7,4,5,0,4
AQZ89123.1,FOK+21,NA,NA,1,21,0,16,17,8,19,12,12,28,36,11,11,14,11,9,16,17,20,3,12
AQZ89124.1,FOK+21,NA,NA,1,41,5,12,13,41,39,5,43,18,42,15,19,21,8,17,24,18,30,13,20
AQZ89125.1,FOK+21,NA,NA,1,2,1,3,4,3,1,2,0,4,8,2,4,7,2,2,8,2,2,2,3
AQZ89126.1,FOK+21,NA,NA,1,3,2,2,2,5,4,0,9,3,15,4,3,3,1,2,8,4,8,1,3
AQZ89127.1,FOK+21,NA,NA,1,21,2,18,30,19,15,7,18,25,34,5,7,4,17,18,17,16,14,6,12
AQZ89128.1,FOK+21,NA,NA,1,4,2,1,6,11,2,2,9,7,9,3,4,1,4,4,8,5,8,1,3
AQZ89129.1,FOK+21,NA,NA,1,14,3,14,10,21,7,8,34,26,36,12,21,6,17,9,22,16,13,0,14
AQZ89130.1,FOK+21,NA,NA,1,54,7,42,29,33,69,1,45,36,66,15,37,35,26,21,60,75,37,5,39
AQZ89131.1,FOK+21,NA,NA,1,29,2,5,11,24,24,5,31,9,52,13,13,8,3,9,18,16,18,4,12
AQZ89132.1,FOK+21,NA,NA,1,9,4,13,26,16,12,15,18,18,31,8,9,11,17,14,15,15,11,1,12
