protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
AQZ91093.1,FOK+21,NA,NA,1,22,0,18,16,10,13,9,13,13,19,6,3,3,8,13,10,8,15,2,4
AQZ91094.1,FOK+21,NA,NA,1,6,3,7,13,10,12,3,9,13,13,7,10,7,10,3,5,12,10,1,6
AQZ91095.1,FOK+21,NA,NA,1,14,2,10,29,14,11,17,20,18,30,8,14,16,13,12,14,22,17,6,14
AQZ91096.1,FOK+21,NA,NA,1,17,5,16,30,13,21,10,28,35,36,10,24,15,12,15,16,21,39,1,18
AQZ91097.1,FOK+21,NA,NA,1,2,0,3,9,6,10,1,3,5,2,1,5,1,3,1,3,1,8,1,1
AQZ91098.1,FOK+21,NA,NA,1,3,1,5,8,1,1,1,9,10,6,3,1,1,3,1,2,1,1,0,2
AQZ91099.1,FOK+21,NA,NA,1,9,0,9,12,4,3,2,1,5,9,1,1,1,11,3,6,8,3,0,1
AQZ91100.1,FOK+21,NA,NA,1,1,4,4,5,5,3,3,3,11,4,2,2,0,2,1,1,4,2,0,3
AQZ91101.1,FOK+21,NA,NA,1,14,1,16,25,9,16,5,11,18,27,2,8,6,7,13,16,13,7,4,8
AQZ91102.1,FOK+21,NA,NA,1,21,1,7,6,26,15,2,19,8,29,5,7,7,5,7,16,16,18,5,9
AQZ91103.1,FOK+21,NA,NA,1,12,1,4,13,9,10,2,14,10,9,3,6,7,5,5,7,6,6,1,2
AQZ91104.1,FOK+21,NA,NA,1,1,0,3,4,0,5,1,0,8,3,1,3,2,1,3,1,5,1,0,0
AQZ91105.1,FOK+21,NA,NA,1,26,5,20,19,12,21,5,18,20,37,11,15,9,12,12,10,17,17,1,9
AQZ91106.1,FOK+21,NA,NA,1,6,0,2,2,2,4,2,1,6,3,1,8,0,2,4,2,2,0,0,1
AQZ91107.1,FOK+21,NA,NA,1,8,1,2,11,1,1,4,6,7,4,6,4,2,3,7,6,4,6,0,2
AQZ91108.1,FOK+21,NA,NA,1,99,11,58,133,55,41,32,68,109,101,28,43,31,69,56,76,75,59,9,40
AQZ91109.1,FOK+21,NA,NA,1,1,1,0,0,2,3,0,2,3,5,3,1,0,1,0,3,2,5,0,1
AQZ91110.1,FOK+21,NA,NA,1,16,2,1,9,6,6,3,17,11,23,6,5,6,8,5,9,3,17,6,9
AQZ91111.2,FOK+21,NA,NA,1,31,5,14,27,23,25,11,25,31,37,7,9,14,14,12,36,12,17,5,10
AQZ91112.1,FOK+21,NA,NA,1,42,3,10,10,32,45,2,45,17,47,16,14,14,12,7,29,28,52,1,12
AQZ91113.1,FOK+21,NA,NA,1,15,0,11,13,8,15,6,16,13,20,3,3,4,11,7,18,9,20,0,2
AQZ91114.1,FOK+21,NA,NA,1,31,2,36,51,28,26,14,35,40,49,6,16,19,19,18,30,25,20,7,29
AQZ91115.1,FOK+21,NA,NA,1,43,2,10,8,27,37,2,30,12,37,10,10,16,5,9,19,24,24,2,3
AQZ91116.1,FOK+21,NA,NA,1,20,2,7,14,12,19,3,15,11,15,3,3,11,10,6,15,11,16,1,2
AQZ91117.1,FOK+21,NA,NA,1,30,3,21,18,15,38,6,11,21,28,10,10,12,11,13,19,20,23,3,12
AQZ91118.1,FOK+21,NA,NA,1,26,4,18,28,7,20,5,32,35,29,11,12,13,12,16,19,20,22,2,8
AQZ91119.1,FOK+21,NA,NA,1,18,2,21,17,14,20,10,10,14,24,13,13,9,11,12,20,14,18,3,12
AQZ91120.1,FOK+21,NA,NA,1,30,0,13,13,9,27,8,23,13,23,3,13,7,10,11,18,14,11,4,4
AQZ91121.1,FOK+21,NA,NA,1,38,8,46,72,33,27,15,33,45,72,15,14,22,21,29,47,28,37,8,31
AQZ91122.1,FOK+21,NA,NA,1,2,0,1,2,1,1,5,2,3,3,2,5,1,3,6,6,3,1,2,1
AQZ91123.1,FOK+21,NA,NA,1,35,4,22,32,18,27,2,25,39,28,7,17,14,16,17,15,21,25,9,12
AQZ91124.1,FOK+21,NA,NA,1,3,0,7,12,5,3,2,5,15,12,2,4,1,8,2,5,4,5,0,3
AQZ91125.1,FOK+21,NA,NA,1,18,0,14,22,10,13,1,11,18,21,6,7,11,13,5,6,7,9,3,14
AQZ91126.1,FOK+21,NA,NA,1,3,5,2,1,5,1,17,3,2,0,3,3,8,5,1,2,7,5,0,2
AQZ91127.1,FOK+21,NA,NA,1,27,3,19,42,20,22,20,17,39,53,10,11,13,16,21,27,15,17,6,15
AQZ91128.1,FOK+21,NA,NA,1,51,10,38,63,22,44,27,65,47,65,13,31,32,28,42,46,38,54,6,27
AQZ91129.1,FOK+21,NA,NA,1,4,0,9,14,8,4,5,10,10,10,4,8,3,10,6,7,15,8,1,3
AQZ91130.1,FOK+21,NA,NA,1,5,0,3,1,8,9,2,4,5,3,10,6,15,23,3,10,3,3,0,12
AQZ91131.1,FOK+21,NA,NA,1,5,1,2,6,4,2,1,2,6,5,6,5,1,1,2,5,2,2,0,4
AQZ91132.1,FOK+21,NA,NA,1,10,0,7,17,4,3,6,7,11,11,3,4,2,5,7,6,5,9,1,5
AQZ91133.1,FOK+21,NA,NA,1,4,2,5,13,1,2,3,7,2,9,3,4,1,2,6,6,3,4,0,4
AQZ91134.1,FOK+21,NA,NA,1,2,0,2,1,0,3,0,1,8,2,1,1,3,2,2,3,3,0,0,0
AQZ91135.1,FOK+21,NA,NA,1,13,1,10,19,28,12,13,19,26,34,8,13,12,17,22,23,18,10,11,11
AQZ91136.1,FOK+21,NA,NA,1,12,1,11,12,11,9,6,17,21,9,3,11,10,12,9,17,10,9,1,15
AQZ91137.1,FOK+21,NA,NA,1,69,0,84,57,30,76,4,34,92,47,14,55,32,44,22,80,74,60,6,34
AQZ91138.1,FOK+21,NA,NA,1,8,4,9,13,7,5,4,6,15,20,5,4,8,10,6,11,8,8,5,8
AQZ91139.1,FOK+21,NA,NA,1,13,8,12,16,7,11,6,10,22,23,4,6,10,8,16,10,7,23,2,5
AQZ91140.1,FOK+21,NA,NA,1,9,3,6,26,12,10,5,15,23,28,5,9,8,26,9,10,10,5,4,9
AQZ91141.1,FOK+21,NA,NA,1,37,4,13,41,12,27,11,32,31,31,6,15,20,10,10,30,22,24,2,15
AQZ91142.1,FOK+21,NA,NA,1,18,0,8,15,5,10,3,11,24,14,2,2,2,4,2,8,9,15,2,7
AQZ91143.1,FOK+21,NA,NA,1,2,0,5,5,2,1,1,5,4,7,2,5,0,1,3,3,5,3,0,2
AQZ91144.1,FOK+21,NA,NA,1,61,5,51,80,53,52,29,56,65,104,25,27,38,49,46,62,50,48,7,23
AQZ91145.1,FOK+21,NA,NA,1,11,1,6,9,0,10,2,12,7,10,7,11,4,5,6,6,6,10,0,4
AQZ91146.1,FOK+21,NA,NA,1,29,1,22,27,12,16,6,24,15,22,7,9,12,9,17,12,14,23,0,9
AQZ91147.1,FOK+21,NA,NA,1,24,2,16,20,7,28,8,18,21,25,11,3,10,11,6,14,17,28,0,8
AQZ91148.1,FOK+21,NA,NA,1,23,2,16,26,7,30,7,29,22,33,7,13,9,15,19,17,19,18,5,8
AQZ91149.1,FOK+21,NA,NA,1,31,1,25,34,17,21,7,26,35,46,8,7,11,20,25,21,23,23,6,10
AQZ91150.1,FOK+21,NA,NA,1,31,5,19,31,12,22,11,35,30,38,6,15,13,9,15,22,19,29,0,15
AQZ91151.1,FOK+21,NA,NA,1,23,2,16,18,9,16,7,19,21,16,8,6,8,7,10,16,8,16,0,10
AQZ91152.1,FOK+21,NA,NA,1,13,1,11,8,5,10,4,11,6,18,3,4,6,7,7,3,10,7,0,3
AQZ91153.1,FOK+21,NA,NA,1,21,1,17,23,9,21,11,22,16,23,11,6,11,13,10,13,16,18,0,5
AQZ91154.1,FOK+21,NA,NA,1,7,1,10,15,4,6,3,4,11,9,6,3,2,2,8,5,5,6,1,3
AQZ91155.1,FOK+21,NA,NA,1,22,2,11,12,23,27,6,31,13,38,9,12,8,6,9,14,14,22,1,10
AQZ91156.1,FOK+21,NA,NA,1,17,1,20,23,9,9,3,16,24,31,8,9,6,16,13,16,18,12,3,10
AQZ91157.1,FOK+21,NA,NA,1,25,2,13,17,14,25,4,13,23,24,9,5,17,7,7,9,12,15,6,8
AQZ91158.1,FOK+21,NA,NA,1,18,1,8,7,20,18,10,16,8,25,11,5,10,8,7,5,12,21,6,8
AQZ91159.1,FOK+21,NA,NA,1,8,4,11,10,9,15,4,4,14,13,6,8,12,6,5,9,7,13,3,6
AQZ91160.1,FOK+21,NA,NA,1,8,0,10,14,3,4,3,10,9,23,3,6,5,5,10,7,10,10,3,5
AQZ91161.1,FOK+21,NA,NA,1,9,3,11,17,12,2,8,10,13,18,5,10,6,12,10,11,6,9,2,5
AQZ91162.1,FOK+21,NA,NA,1,36,1,28,27,15,23,14,37,22,30,6,10,13,14,20,21,18,23,2,11
AQZ91163.1,FOK+21,NA,NA,1,38,5,16,31,12,20,7,25,18,40,3,17,18,17,16,20,19,19,1,18
AQZ91164.1,FOK+21,NA,NA,1,19,2,10,24,12,17,2,19,16,30,5,13,13,10,10,22,10,24,0,9
AQZ91165.1,FOK+21,NA,NA,1,39,4,22,31,14,42,12,24,29,34,12,11,16,14,13,16,21,28,1,17
AQZ91166.1,FOK+21,NA,NA,1,18,4,13,16,7,16,3,14,20,18,4,8,6,12,12,15,6,15,4,4
AQZ91167.1,FOK+21,NA,NA,1,19,0,12,26,11,12,6,19,21,30,3,6,10,10,11,19,10,22,0,3
AQZ91168.1,FOK+21,NA,NA,1,33,5,30,46,21,28,16,41,38,41,19,17,21,15,19,38,32,33,2,20
AQZ91169.1,FOK+21,NA,NA,1,6,2,7,12,1,5,3,7,9,13,7,2,6,8,7,3,12,14,1,2
AQZ91170.1,FOK+21,NA,NA,1,24,3,19,26,16,28,11,22,25,38,14,12,9,14,19,23,20,24,4,11
AQZ91171.1,FOK+21,NA,NA,1,40,2,18,40,7,36,9,30,25,21,13,13,14,9,28,21,18,33,4,9
AQZ91172.1,FOK+21,NA,NA,1,17,2,13,21,15,9,2,11,28,29,5,10,7,13,12,13,19,13,3,14
AQZ91173.1,FOK+21,NA,NA,1,8,0,4,16,9,15,3,12,10,11,8,5,5,8,7,6,6,10,2,4
AQZ91174.1,FOK+21,NA,NA,1,27,2,22,25,8,20,5,31,26,41,14,15,10,13,19,18,16,18,3,15
AQZ91175.1,FOK+21,NA,NA,1,15,3,13,16,17,22,5,9,23,16,11,7,6,11,8,12,9,16,4,10
AQZ91176.1,FOK+21,NA,NA,1,15,1,18,19,14,8,8,20,23,30,5,16,5,9,11,16,12,11,1,9
AQZ91177.1,FOK+21,NA,NA,1,5,0,4,7,3,6,4,6,9,3,2,2,0,3,2,5,6,7,0,1
AQZ91178.1,FOK+21,NA,NA,1,19,2,8,21,6,12,9,10,14,12,7,4,8,7,12,6,9,21,0,3
AQZ91179.1,FOK+21,NA,NA,1,12,0,6,8,4,7,0,6,12,6,1,5,4,2,4,5,4,6,0,0
AQZ91180.1,FOK+21,NA,NA,1,33,1,32,53,15,33,9,42,26,39,16,13,22,16,27,31,19,46,4,15
AQZ91181.1,FOK+21,NA,NA,1,13,3,19,15,10,12,3,14,23,22,7,7,17,13,8,16,12,16,1,13
AQZ91182.1,FOK+21,NA,NA,1,6,2,0,1,7,4,0,6,3,8,7,3,1,1,2,7,0,6,1,2
AQZ91183.1,FOK+21,NA,NA,1,30,2,17,25,7,29,10,23,24,33,11,16,10,7,14,18,25,35,3,6
AQZ91184.1,FOK+21,NA,NA,1,36,1,28,34,21,29,8,36,26,26,12,23,17,10,25,20,24,43,2,15
AQZ91185.1,FOK+21,NA,NA,1,5,1,4,4,4,4,2,6,4,6,2,4,1,1,3,3,3,6,0,1
AQZ91186.1,FOK+21,NA,NA,1,28,1,13,13,15,19,5,34,11,29,11,13,13,10,13,14,19,22,1,13
AQZ91187.1,FOK+21,NA,NA,1,19,4,2,7,17,12,2,16,10,24,9,5,2,7,6,12,7,17,6,15
AQZ91188.1,FOK+21,NA,NA,1,2,0,4,3,1,4,1,2,7,2,2,1,0,3,5,5,1,1,0,1
AQZ91189.1,FOK+21,NA,NA,1,14,0,33,43,10,27,10,23,34,36,3,10,10,17,13,25,14,55,2,3
AQZ91190.1,FOK+21,NA,NA,1,22,0,16,27,3,11,2,18,21,17,4,6,3,8,15,12,14,19,0,6
AQZ91191.1,FOK+21,NA,NA,1,1,0,1,6,5,2,3,7,5,7,2,2,1,4,2,1,2,4,0,3
AQZ91192.1,FOK+21,NA,NA,1,12,2,9,26,4,10,2,20,16,19,7,9,7,11,20,10,8,18,0,7
AQZ91193.1,FOK+21,NA,NA,1,27,1,31,36,14,23,11,29,45,39,12,25,13,20,18,32,25,29,3,17
AQZ91194.1,FOK+21,NA,NA,1,34,3,11,16,13,23,2,19,23,17,5,20,15,23,13,12,20,16,5,15
AQZ91195.1,FOK+21,NA,NA,1,16,1,6,8,20,17,8,15,9,29,9,5,7,3,6,18,3,21,5,12
AQZ91196.1,FOK+21,NA,NA,1,21,3,10,32,19,27,10,31,22,13,6,21,13,6,14,13,19,29,1,14
AQZ91197.1,FOK+21,NA,NA,1,31,4,28,32,14,39,7,30,28,32,15,18,16,9,24,22,22,34,5,14
AQZ91198.1,FOK+21,NA,NA,1,10,0,19,17,8,13,5,14,9,20,6,8,2,11,5,10,13,12,1,11
AQZ91199.1,FOK+21,NA,NA,1,19,2,12,18,9,24,15,25,18,22,6,11,12,5,9,11,14,18,1,8
AQZ91200.1,FOK+21,NA,NA,1,9,5,6,10,9,1,4,8,16,16,7,3,5,10,6,9,7,3,6,7
AQZ91201.1,FOK+21,NA,NA,1,18,0,19,22,5,5,4,6,27,13,4,12,12,18,9,17,17,22,0,10
AQZ91202.1,FOK+21,NA,NA,1,28,9,26,39,19,32,15,29,29,62,17,12,19,33,30,32,20,27,3,15
AQZ91203.1,FOK+21,NA,NA,1,30,5,19,19,14,12,19,22,28,36,10,6,7,22,18,29,17,18,6,15
AQZ91204.1,FOK+21,NA,NA,1,9,4,12,10,4,6,0,6,5,3,2,1,5,0,0,1,4,7,0,3
AQZ91205.1,FOK+21,NA,NA,1,20,0,4,2,12,11,3,23,12,28,7,6,11,5,1,13,7,18,2,5
AQZ91206.1,FOK+21,NA,NA,1,42,3,29,39,20,41,14,46,35,41,12,24,18,14,21,32,36,49,1,8
AQZ91207.1,FOK+21,NA,NA,1,19,1,17,21,8,16,4,21,19,28,12,10,9,4,10,18,16,17,1,4
AQZ91208.1,FOK+21,NA,NA,1,30,1,22,30,15,11,6,32,36,24,6,10,20,24,9,33,26,20,3,10
AQZ91209.1,FOK+21,NA,NA,1,8,1,15,16,8,6,6,11,11,21,5,3,1,17,17,10,14,13,3,8
AQZ91210.1,FOK+21,NA,NA,1,40,0,39,49,26,31,16,49,41,62,15,30,13,20,29,39,36,35,6,13
AQZ91211.1,FOK+21,NA,NA,1,19,1,17,24,8,12,4,12,19,24,5,9,8,5,17,7,16,21,2,10
AQZ91212.1,FOK+21,NA,NA,1,43,1,8,13,31,29,9,34,15,55,11,12,15,5,15,22,18,28,13,14
AQZ91213.1,FOK+21,NA,NA,1,29,5,28,30,27,43,9,39,48,49,8,23,21,24,25,28,30,39,10,27
AQZ91214.1,FOK+21,NA,NA,1,8,3,8,11,10,15,3,11,16,14,6,10,8,3,5,10,11,18,2,7
AQZ91215.1,FOK+21,NA,NA,1,17,0,11,22,7,19,7,15,29,27,3,8,9,7,20,6,11,19,0,7
AQZ91216.1,FOK+21,NA,NA,1,18,0,7,6,8,19,0,25,7,22,7,1,8,1,3,12,11,16,1,6
AQZ91217.1,FOK+21,NA,NA,1,16,3,6,5,11,15,1,22,11,19,11,9,9,3,9,15,12,12,2,5
AQZ91218.1,FOK+21,NA,NA,1,36,0,22,20,14,22,10,32,45,26,16,18,8,10,10,20,28,22,4,19
AQZ91219.1,FOK+21,NA,NA,1,17,7,3,21,7,8,5,7,9,17,8,6,7,9,10,12,9,9,1,7
AQZ91220.1,FOK+21,NA,NA,1,17,1,12,25,7,12,1,14,13,27,3,5,9,6,7,7,12,11,1,7
AQZ91221.1,FOK+21,NA,NA,1,12,3,10,19,4,5,7,14,16,16,3,3,5,6,19,7,5,7,3,10
AQZ91222.1,FOK+21,NA,NA,1,3,1,10,10,6,6,4,9,12,11,5,5,3,12,5,7,5,6,1,3
AQZ91223.1,FOK+21,NA,NA,1,20,2,8,9,6,16,2,16,9,8,3,10,3,3,5,4,13,13,1,3
AQZ91224.1,FOK+21,NA,NA,1,30,6,23,35,14,35,18,25,23,42,10,15,16,13,20,13,22,28,0,10
AQZ91225.1,FOK+21,NA,NA,1,12,3,11,15,10,17,6,19,18,16,8,10,3,3,4,15,26,15,0,4
AQZ91226.1,FOK+21,NA,NA,1,35,5,17,27,12,31,10,29,25,28,10,7,17,15,14,18,23,27,2,9
AQZ91227.1,FOK+21,NA,NA,1,5,0,8,9,2,10,1,14,15,12,2,5,1,3,2,6,7,6,0,6
AQZ91228.1,FOK+21,NA,NA,1,9,0,16,7,11,13,3,11,19,12,7,14,7,3,10,7,7,19,1,8
AQZ91229.1,FOK+21,NA,NA,1,5,2,4,2,8,2,0,8,6,6,6,5,6,2,1,5,5,3,0,2
AQZ91230.1,FOK+21,NA,NA,1,3,4,2,4,5,9,1,3,6,5,1,6,0,2,1,5,5,3,0,3
AQZ91231.1,FOK+21,NA,NA,1,9,2,1,6,16,9,6,7,3,17,1,0,5,4,8,11,6,10,2,6
AQZ91232.1,FOK+21,NA,NA,1,5,1,1,5,3,8,1,1,1,16,3,1,1,3,1,3,1,9,1,2
AQZ91233.1,FOK+21,NA,NA,1,2,0,2,1,6,7,1,7,4,3,3,10,2,2,1,6,5,7,0,1
AQZ91234.1,FOK+21,NA,NA,1,9,2,4,13,10,23,8,4,8,8,4,7,8,3,2,5,11,10,0,4
AQZ91235.1,FOK+21,NA,NA,1,31,0,24,19,8,16,2,24,29,22,7,18,4,10,1,23,17,27,3,5
AQZ91236.1,FOK+21,NA,NA,1,34,2,26,32,21,25,11,47,24,55,11,20,27,12,29,21,30,48,4,14
AQZ91237.1,FOK+21,NA,NA,1,15,2,16,14,4,23,4,14,13,12,5,3,8,4,10,18,12,18,1,7
AQZ91238.1,FOK+21,NA,NA,1,13,2,4,2,12,17,6,16,4,11,4,0,3,2,0,5,4,9,0,2
AQZ91239.1,FOK+21,NA,NA,1,36,6,25,13,13,31,8,16,20,27,9,11,14,15,9,21,29,25,2,8
AQZ91240.1,FOK+21,NA,NA,1,18,2,2,5,12,16,1,11,10,12,5,9,5,4,2,7,8,13,1,7
AQZ91241.1,FOK+21,NA,NA,1,14,1,1,3,8,16,4,17,5,22,7,2,3,2,4,4,7,15,3,3
AQZ91242.1,FOK+21,NA,NA,1,13,1,23,24,6,12,4,20,23,25,4,8,5,17,16,14,9,22,2,7
AQZ91243.1,FOK+21,NA,NA,1,8,2,8,17,6,7,4,10,7,12,8,6,4,3,5,12,14,10,0,3
AQZ91244.1,FOK+21,NA,NA,1,5,2,7,8,4,9,3,10,8,16,5,2,1,7,5,10,5,9,0,1
AQZ91245.1,FOK+21,NA,NA,1,34,1,16,32,16,27,4,21,54,33,20,15,10,8,11,25,30,19,2,11
AQZ91246.1,FOK+21,NA,NA,1,27,1,13,21,11,25,5,21,15,22,11,10,14,6,9,15,13,25,0,7
AQZ91247.1,FOK+21,NA,NA,1,29,2,33,32,17,35,15,27,25,36,15,13,20,8,18,15,21,18,1,14
AQZ91248.1,FOK+21,NA,NA,1,20,1,14,19,10,15,17,19,28,34,7,8,7,10,19,18,22,16,2,10
AQZ91249.1,FOK+21,NA,NA,1,5,0,5,6,8,6,1,3,5,5,3,3,1,3,3,1,3,6,2,6
AQZ91250.1,FOK+21,NA,NA,1,6,4,11,21,4,7,9,9,12,17,2,4,2,2,10,6,7,11,1,4
AQZ91251.1,FOK+21,NA,NA,1,11,1,6,3,23,15,4,22,10,31,11,4,5,9,6,20,4,18,2,9
AQZ91252.1,FOK+21,NA,NA,1,5,0,5,1,3,5,4,1,12,4,2,3,3,2,7,6,4,3,0,1
AQZ91253.1,FOK+21,NA,NA,1,55,6,18,34,7,43,11,38,20,35,14,14,20,14,14,25,23,41,0,7
AQZ91254.1,FOK+21,NA,NA,1,37,2,16,11,25,48,6,50,19,69,16,13,14,4,8,34,26,46,8,16
AQZ91255.1,FOK+21,NA,NA,1,44,4,23,37,11,33,13,38,30,44,22,28,16,24,18,24,20,32,1,13
AQZ91256.1,FOK+21,NA,NA,1,20,4,22,25,9,24,3,28,20,25,13,14,12,10,10,20,25,28,2,15
AQZ91257.1,FOK+21,NA,NA,1,9,1,8,10,3,5,0,7,8,17,2,2,3,7,7,9,10,2,2,4
AQZ91258.1,FOK+21,NA,NA,1,30,7,20,27,12,36,12,24,29,45,7,8,18,11,18,25,21,22,1,14
AQZ91259.1,FOK+21,NA,NA,1,17,0,8,31,6,8,2,11,20,19,3,1,6,6,6,6,11,17,0,7
AQZ91260.1,FOK+21,NA,NA,1,2,0,1,2,1,3,1,2,7,2,2,0,2,1,3,1,1,5,2,2
AQZ91261.1,FOK+21,NA,NA,1,24,1,19,31,4,18,5,25,23,31,7,12,8,13,18,23,14,13,4,13
AQZ91262.1,FOK+21,NA,NA,1,22,4,21,17,14,21,14,24,23,28,8,12,11,4,14,16,16,17,2,17
AQZ91263.1,FOK+21,NA,NA,1,4,0,5,7,3,3,2,6,6,8,4,5,1,5,1,3,8,3,4,1
AQZ91264.1,FOK+21,NA,NA,1,12,3,6,7,3,6,1,6,8,10,4,4,5,9,2,6,6,5,1,3
AQZ91265.1,FOK+21,NA,NA,1,31,3,12,32,13,24,14,33,29,23,6,20,12,16,17,11,12,18,3,14
AQZ91266.1,FOK+21,NA,NA,1,10,0,8,10,4,7,4,3,5,4,4,4,4,4,8,10,6,10,3,6
AQZ91267.1,FOK+21,NA,NA,1,3,2,9,8,12,12,5,11,11,8,4,6,5,8,7,12,13,13,2,5
AQZ91268.1,FOK+21,NA,NA,1,4,5,9,11,4,5,2,6,12,16,4,3,3,8,5,3,3,5,2,2
AQZ91269.1,FOK+21,NA,NA,1,32,5,21,23,16,35,7,25,31,34,17,17,17,16,24,25,18,31,7,11
AQZ91270.1,FOK+21,NA,NA,1,5,0,5,8,2,3,2,4,4,7,2,3,3,5,4,3,1,3,0,4
AQZ91271.1,FOK+21,NA,NA,1,34,4,7,7,32,37,5,35,18,47,19,12,18,12,11,36,23,32,5,16
AQZ91272.1,FOK+21,NA,NA,1,6,0,4,3,6,2,2,4,7,5,3,5,0,2,3,3,1,6,0,1
AQZ91273.1,FOK+21,NA,NA,1,8,3,7,11,7,8,7,4,10,12,2,1,5,4,9,7,2,9,4,8
AQZ91274.1,FOK+21,NA,NA,1,18,0,19,30,18,14,11,19,23,34,4,14,13,6,19,25,13,26,3,10
AQZ91275.1,FOK+21,NA,NA,1,38,6,22,37,20,43,12,20,28,48,13,9,22,18,19,24,17,28,5,19
AQZ91276.1,FOK+21,NA,NA,1,28,3,15,13,9,23,4,24,19,25,8,9,8,8,14,12,14,14,3,6
AQZ91277.1,FOK+21,NA,NA,1,25,2,19,26,15,20,10,17,17,33,9,8,15,14,17,19,19,24,3,7
AQZ91278.1,FOK+21,NA,NA,1,35,2,12,25,8,18,6,29,21,21,7,6,8,9,15,18,20,11,0,7
AQZ91279.1,FOK+21,NA,NA,1,39,6,31,47,26,29,11,19,40,69,17,20,28,23,22,36,26,34,3,21
AQZ91280.1,FOK+21,NA,NA,1,36,2,22,28,16,26,11,29,19,21,11,7,13,16,17,19,14,19,4,8
AQZ91281.1,FOK+21,NA,NA,1,24,5,12,16,8,17,14,14,18,21,8,7,8,13,7,23,13,12,6,7
AQZ91282.1,FOK+21,NA,NA,1,25,2,18,26,13,24,10,19,23,28,3,6,13,11,14,14,20,27,1,10
AQZ91283.1,FOK+21,NA,NA,1,35,3,30,35,19,28,13,34,29,40,12,32,24,19,21,28,26,30,9,22
AQZ91284.1,FOK+21,NA,NA,1,39,3,22,43,17,41,8,35,36,42,11,13,16,19,15,34,22,29,4,20
AQZ91285.1,FOK+21,NA,NA,1,28,2,23,30,15,24,10,26,43,39,14,16,21,11,26,28,22,21,4,11
AQZ91286.1,FOK+21,NA,NA,1,23,2,4,9,17,14,6,23,21,34,15,9,13,19,3,20,11,20,2,10
AQZ91287.1,FOK+21,NA,NA,1,21,0,16,11,12,8,9,12,13,26,5,10,15,6,15,12,14,13,8,16
AQZ91288.1,FOK+21,NA,NA,1,42,3,20,39,9,36,8,33,31,20,12,11,10,10,9,14,26,31,0,7
AQZ91289.1,FOK+21,NA,NA,1,10,3,6,13,9,9,8,8,8,17,1,7,5,10,5,7,3,10,0,1
AQZ91290.1,FOK+21,NA,NA,1,7,2,11,14,8,16,4,17,11,10,4,11,11,2,9,8,10,14,2,5
AQZ91291.1,FOK+21,NA,NA,1,26,3,7,24,19,17,10,39,20,40,9,9,9,13,15,15,17,12,3,15
AQZ91292.1,FOK+21,NA,NA,1,14,1,10,22,12,15,5,14,26,21,13,11,11,8,9,11,14,21,0,2
AQZ91293.1,FOK+21,NA,NA,1,23,1,7,7,11,15,0,28,11,30,5,7,9,8,6,11,10,19,2,9
AQZ91294.1,FOK+21,NA,NA,1,20,2,21,23,12,19,1,15,34,22,6,8,5,8,5,20,11,14,2,7
AQZ91295.1,FOK+21,NA,NA,1,17,3,8,16,6,9,4,6,9,7,7,4,6,5,7,5,8,12,0,6
AQZ91296.1,FOK+21,NA,NA,1,26,5,19,19,8,21,8,26,17,29,10,16,10,10,11,18,18,19,1,6
AQZ91297.1,FOK+21,NA,NA,1,38,1,8,12,39,36,6,48,13,42,14,9,14,5,13,23,31,26,3,8
AQZ91298.1,FOK+21,NA,NA,1,15,1,14,28,12,8,4,27,23,24,8,8,12,12,12,20,16,12,0,22
AQZ91299.1,FOK+21,NA,NA,1,42,3,23,33,12,33,3,30,36,22,16,18,21,20,14,25,29,35,3,6
AQZ91300.1,FOK+21,NA,NA,1,40,3,22,27,12,24,6,24,19,22,15,6,18,6,16,15,10,28,1,13
AQZ91301.1,FOK+21,NA,NA,1,29,2,18,31,10,40,10,32,22,29,10,14,9,13,19,20,13,28,1,13
AQZ91302.1,FOK+21,NA,NA,1,41,4,26,27,8,36,7,28,17,24,9,18,9,14,23,13,18,22,1,19
AQZ91303.1,FOK+21,NA,NA,1,51,2,13,17,5,13,11,20,22,30,8,15,9,9,9,20,13,27,0,5
AQZ91304.1,FOK+21,NA,NA,1,48,2,35,64,20,50,17,64,55,66,21,31,23,30,37,25,33,50,3,18
AQZ91305.1,FOK+21,NA,NA,1,6,0,2,0,7,7,1,8,4,14,2,1,3,2,8,5,2,3,1,2
AQZ91306.1,FOK+21,NA,NA,1,46,2,18,25,10,19,5,19,19,28,12,5,13,14,17,13,12,13,1,10
AQZ91307.1,FOK+21,NA,NA,1,42,7,29,35,14,29,17,26,29,45,12,19,22,9,27,22,32,34,6,16
AQZ91308.1,FOK+21,NA,NA,1,30,3,16,31,8,22,12,17,21,53,17,10,19,13,21,29,18,10,1,21
AQZ91309.1,FOK+21,NA,NA,1,49,1,16,23,14,39,12,30,25,30,12,16,12,14,16,16,18,21,0,15
AQZ91310.1,FOK+21,NA,NA,1,31,4,12,25,7,21,5,20,20,23,16,10,14,6,13,14,15,22,1,8
AQZ91311.1,FOK+21,NA,NA,1,24,1,18,19,9,14,6,16,19,22,6,11,9,4,14,12,12,19,1,7
AQZ91312.1,FOK+21,NA,NA,1,23,2,16,16,6,16,4,9,8,18,3,8,4,10,8,23,9,14,1,8
