taxid	lineage	name	rank	SRR040582	SRR040605	SRR040656	SRR040697	SRR040735	SRR040741	SRR040791	SRR040949	SRR041343	SRR041398	SRR041527	SRR041536	SRR041621	SRR041712	SRR041789	SRR043639	SRR043760	SRR044021	SRR044054	SRR044085	SRR044087	SRR044216	SRR044251	SRR044252	SRR044257	SRR044274	SRR044381	SRR044384	SRR044395	SRR044399	SRR044423	SRR044424	SRR044732	SRR045294	SRR045327	SRR045344	SRR045687	SRR045699	SRR045709	SRR045715	SRR045722	SRR047400	SRR047457	SRR047559	SRR049312	SRR049315	SRR049646	SRR049863	SRR050386
3527	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;Xanthomonadaceae;family;	Xanthomonadaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
1851	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;Xanthomonadaceae;family;Stenotrophomonas;genus;	Stenotrophomonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
1175	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;	Betaproteobacteria	class	0	0	9	0	0	4	67	66	103	0	0	320	57	0	16	0	156	433	346	380	334	203	564	657	39	2611	1365	530	57	42	74	6	1473	16	33	5	0	1	0	100	18	544	3015	7	0	32	70	672	17
1285	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;	Neisseriales	order	0	0	9	0	0	3	65	66	100	0	0	172	35	0	4	0	0	0	0	332	0	0	0	0	1	2611	1365	382	0	0	0	0	846	0	0	0	0	0	0	0	0	0	1040	0	0	0	0	672	0
1286	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;Neisseriaceae;family;	Neisseriaceae	family	0	0	9	0	0	3	65	66	100	0	0	172	35	0	4	0	0	0	0	326	0	0	0	0	1	2611	1365	382	0	0	0	0	594	0	0	0	0	0	0	0	0	0	1040	0	0	0	0	672	0
1308	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;Neisseriaceae;family;Neisseria;genus;	Neisseria	genus	0	0	9	0	0	3	26	66	100	0	0	124	31	0	4	0	0	0	0	85	0	0	0	0	1	2569	1341	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013	0	0	0	0	650	0
1303	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;Neisseriaceae;family;Kingella;genus;	Kingella	genus	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	8	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1298	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;Neisseriaceae;family;Eikenella;genus;	Eikenella	genus	0	0	0	0	0	0	9	0	0	0	0	20	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
-1287	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;Neisseriaceae;family;unclassified_Neisseriaceae;;	unclassified_Neisseriaceae		0	0	0	0	0	0	0	0	0	0	0	28	4	0	0	0	0	0	0	117	0	0	0	0	0	34	24	23	0	0	0	0	427	0	0	0	0	0	0	0	0	0	24	0	0	0	0	22	0
3411	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;Neisseriaceae;family;Snodgrassella;genus;	Snodgrassella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1286	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;unclassified_Neisseriales;;	unclassified_Neisseriales		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1176	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;	Burkholderiales	order	0	0	0	0	0	1	2	0	3	0	0	148	22	0	12	0	156	433	346	46	334	203	564	657	38	0	0	143	57	42	74	6	3	16	33	5	0	1	0	100	18	544	1927	7	0	32	70	0	17
1195	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;	Burkholderiaceae	family	0	0	0	0	0	1	2	0	3	0	0	148	22	0	12	0	0	0	0	46	0	0	0	0	0	0	0	108	0	5	0	0	3	0	0	0	0	1	0	0	0	0	1890	0	0	1	0	0	0
3339	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Lautropia;genus;	Lautropia	genus	0	0	0	0	0	1	2	0	3	0	0	148	22	0	12	0	0	0	0	46	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1888	0	0	1	0	0	0
1196	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Burkholderia;genus;	Burkholderia	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1204	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Ralstonia;genus;	Ralstonia	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1196	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;unclassified_Burkholderiaceae;;	unclassified_Burkholderiaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1252	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Sutterellaceae;family;	Sutterellaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	433	346	0	332	203	564	657	38	0	0	0	57	0	74	6	0	14	33	4	0	0	0	100	16	544	0	0	0	31	65	0	17
1254	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Sutterellaceae;family;Sutterella;genus;	Sutterella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	274	203	0	0	38	0	0	0	54	0	0	1	0	4	33	4	0	0	0	0	0	0	0	0	0	0	0	0	15
1253	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Sutterellaceae;family;Parasutterella;genus;	Parasutterella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	346	0	58	0	564	657	0	0	0	0	3	0	74	5	0	0	0	0	0	0	0	100	16	544	0	0	0	31	65	0	2
4174	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Sutterellaceae;family;Duodenibacillus;genus;	Duodenibacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1177	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;unclassified_Burkholderiales;;	unclassified_Burkholderiales		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	5	0	0
1206	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;	Comamonadaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1207	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;unclassified_Comamonadaceae;;	unclassified_Comamonadaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1240	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;	Oxalobacteraceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	2	0	1	0	0	0	0	2	0	0	7	0	0	0	0	0
1243	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Herbaspirillum;genus;	Herbaspirillum	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
1249	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Oxalobacter;genus;	Oxalobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
-1176	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;unclassified_Betaproteobacteria;;	unclassified_Betaproteobacteria		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	624	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0
1330	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;	Rhodocyclales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1331	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;Rhodocyclaceae;family;	Rhodocyclaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1343	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;Rhodocyclaceae;family;Propionivibrio;genus;	Propionivibrio	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1352	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;	Deltaproteobacteria	class	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	2	0	3	0	2	11	0	4	4	0	0	0	2	17	1	0	0	0	0	3	0	0	0	0	3	0	0	2	0	0	1	0	3
1395	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Desulfovibrionales;order;	Desulfovibrionales	order	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	2	0	3	0	2	11	0	4	4	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	1	0	3
1407	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Desulfovibrionales;order;Desulfovibrionaceae;family;	Desulfovibrionaceae	family	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	2	0	3	0	2	11	0	4	4	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	1	0	3
1408	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Desulfovibrionales;order;Desulfovibrionaceae;family;Bilophila;genus;	Bilophila	genus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	2	0	3	0	2	11	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
1411	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Desulfovibrionales;order;Desulfovibrionaceae;family;Desulfovibrio;genus;	Desulfovibrio	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
-1408	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Desulfovibrionales;order;Desulfovibrionaceae;family;unclassified_Desulfovibrionaceae;;	unclassified_Desulfovibrionaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
4233	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Desulfovibrionales;order;Desulfovibrionaceae;family;Mailhella;genus;	Mailhella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1353	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Bdellovibrionales;order;	Bdellovibrionales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
1357	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Bdellovibrionales;order;Bdellovibrionaceae;family;	Bdellovibrionaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
1360	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Bdellovibrionales;order;Bdellovibrionaceae;family;Vampirovibrio;genus;	Vampirovibrio	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
-842	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;unclassified_Proteobacteria;;	unclassified_Proteobacteria		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	34	58	0	8	0	0	2	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	17	0
842	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;	Alphaproteobacteria	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838	6	0	2217	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0
-843	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;unclassified_Alphaproteobacteria;;	unclassified_Alphaproteobacteria		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838	0	0	2217	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0
1151	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;	Sphingomonadales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1158	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;	Sphingomonadaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1165	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;Sphingomonas;genus;	Sphingomonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1164	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sphingomonadales;order;Sphingomonadaceae;family;Sphingobium;genus;	Sphingobium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
789	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;	Fusobacteria	phylum	0	0	62	0	1	24	472	44	55	1	0	648	550	1	7	1	0	0	0	1191	1	0	1	0	2	555	281	651	0	0	0	0	1	0	0	1	0	0	0	0	0	0	236	0	0	0	0	1280	0
790	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;	Fusobacteriia	class	0	0	62	0	1	24	472	44	55	1	0	648	550	1	7	1	0	0	0	1191	1	0	1	0	2	555	281	651	0	0	0	0	1	0	0	1	0	0	0	0	0	0	236	0	0	0	0	1280	0
791	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;	Fusobacteriales	order	0	0	62	0	1	24	472	44	55	1	0	648	550	1	7	1	0	0	0	1191	1	0	1	0	2	555	281	651	0	0	0	0	1	0	0	1	0	0	0	0	0	0	236	0	0	0	0	1280	0
792	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;Fusobacteriaceae;family;	Fusobacteriaceae	family	0	0	61	0	1	6	212	8	42	1	0	283	403	1	1	0	0	0	0	392	0	0	0	0	2	539	266	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	753	0
794	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;Fusobacteriaceae;family;Fusobacterium;genus;	Fusobacterium	genus	0	0	61	0	1	6	212	8	42	1	0	283	403	1	1	0	0	0	0	392	0	0	0	0	2	537	266	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	751	0
-793	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;Fusobacteriaceae;family;unclassified_Fusobacteriaceae;;	unclassified_Fusobacteriaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
799	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;Leptotrichiaceae;family;	Leptotrichiaceae	family	0	0	1	0	0	18	260	36	13	0	0	365	147	0	6	1	0	0	0	791	1	0	1	0	0	16	15	295	0	0	0	0	1	0	0	1	0	0	0	0	0	0	93	0	0	0	0	525	0
800	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;Leptotrichiaceae;family;Leptotrichia;genus;	Leptotrichia	genus	0	0	1	0	0	18	260	36	13	0	0	365	147	0	6	1	0	0	0	785	1	0	1	0	0	16	15	295	0	0	0	0	1	0	0	1	0	0	0	0	0	0	93	0	0	0	0	523	0
-800	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;Leptotrichiaceae;family;unclassified_Leptotrichiaceae;;	unclassified_Leptotrichiaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
-792	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;unclassified_Fusobacteriales;;	unclassified_Fusobacteriales		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
422	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;	Bacteroidetes	phylum	0	0	23	2	1	120	319	174	171	32	2103	631	477	0	1	2082	4354	3734	3687	1048	3959	3099	4321	2923	3336	1425	1496	748	2586	2	2726	2442	4	1702	1735	1523	1	0	282	2094	1249	5089	856	4	5	1473	1730	2212	1742
423	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;	Bacteroidia	class	0	0	18	2	1	119	90	162	150	32	2103	353	433	0	1	2081	4354	3734	3687	326	3959	3099	4321	2923	3336	1390	1482	338	2566	1	2726	2442	4	1700	1735	1523	1	0	282	2094	1249	5089	337	1	5	1473	1730	2105	1742
424	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;	Bacteroidales	order	0	0	18	2	1	119	90	162	150	32	2103	353	433	0	1	2081	4354	3734	3687	326	3959	3099	4321	2923	3336	1390	1482	338	2566	1	2726	2442	4	1700	1735	1523	1	0	282	2094	1249	5089	337	1	5	1473	1730	2105	1742
448	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;	Prevotellaceae	family	0	0	15	0	0	118	34	139	7	0	1276	56	240	0	0	0	0	0	0	161	0	835	0	1	693	1031	521	83	184	0	77	3	4	1067	0	7	0	0	0	0	39	0	27	1	0	0	1173	1239	0
451	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;Prevotella;genus;	Prevotella	genus	0	0	15	0	0	112	33	129	6	0	1030	52	220	0	0	0	0	0	0	159	0	424	0	1	511	798	321	59	0	0	0	3	4	961	0	7	0	0	0	0	0	0	22	1	0	0	1173	650	0
-449	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;unclassified_Prevotellaceae;;	unclassified_Prevotellaceae		0	0	0	0	0	6	1	5	1	0	149	0	6	0	0	0	0	0	0	2	0	4	0	0	179	231	156	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	527	0
2903	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;Alloprevotella;genus;	Alloprevotella	genus	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	2	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
450	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;Paraprevotella;genus;	Paraprevotella	genus	0	0	0	0	0	0	0	0	0	0	97	0	1	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	184	0	0	0	0	64	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0
4317	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;Prevotellamassilia;genus;	Prevotellamassilia	genus	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	1	0	44	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0
4246	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;Massiliprevotella;genus;	Massiliprevotella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Porphyromonadaceae;family;	Porphyromonadaceae	family	0	0	3	0	0	1	56	19	133	2	207	294	189	0	1	264	0	0	1001	161	378	532	403	237	287	346	943	86	390	1	173	122	0	77	349	229	0	0	11	123	31	437	310	0	0	142	52	838	70
445	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Porphyromonadaceae;family;Porphyromonas;genus;	Porphyromonas	genus	0	0	3	0	0	1	35	19	133	0	0	287	185	0	1	0	0	0	0	127	0	1	1	0	1	344	941	52	2	0	0	0	0	0	1	0	0	0	0	0	0	0	310	0	0	0	0	825	0
447	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Porphyromonadaceae;family;Tannerella;genus;	Tannerella	genus	0	0	0	0	0	0	21	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
443	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Porphyromonadaceae;family;Parabacteroides;genus;	Parabacteroides	genus	0	0	0	0	0	0	0	0	0	2	207	0	0	0	0	264	0	0	1001	0	378	531	400	237	285	0	0	0	380	1	173	122	0	77	348	227	0	0	11	123	31	437	0	0	0	142	52	0	70
-437	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Porphyromonadaceae;family;unclassified_Porphyromonadaceae;;	unclassified_Porphyromonadaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	2	0	1	2	2	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0
425	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;	Bacteroidaceae	family	0	0	0	2	1	0	0	2	10	18	472	0	3	0	0	1454	3726	3734	2395	0	2152	1164	1932	2422	1572	0	0	0	1029	0	2041	1818	0	381	1379	792	0	0	193	1612	1004	4317	0	0	5	1184	266	0	1437
430	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;Bacteroides;genus;	Bacteroides	genus	0	0	0	2	1	0	0	0	4	3	415	0	3	0	0	527	2230	715	2395	0	1424	390	1028	886	152	0	0	0	547	0	1120	1548	0	152	757	376	0	0	131	937	55	1505	0	0	4	814	130	0	449
