taxid	lineage	name	rank	mgm4575333	mgm4575334	mgm4575335	mgm4575336	mgm4575339	mgm4575340	mgm4575341	mgm4575342	mgm4575343	mgm4575344	mgm4575345	mgm4575346	mgm4575347	mgm4575348
297	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Pseudonocardiales;order;Pseudonocardiaceae;family;Kutzneria;genus;	Kutzneria	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0
305	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Pseudonocardiales;order;Pseudonocardiaceae;family;Saccharothrix;genus;	Saccharothrix	genus	0	0	0	1	0	0	0	0	0	1	0	2	6	0
299	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Pseudonocardiales;order;Pseudonocardiaceae;family;Lentzea;genus;	Lentzea	genus	0	0	0	0	0	0	1	0	0	1	0	8	1	0
285	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Pseudonocardiales;order;Pseudonocardiaceae;family;Actinomycetospora;genus;	Actinomycetospora	genus	0	0	0	0	0	0	0	0	1	0	0	3	0	0
291	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Pseudonocardiales;order;Pseudonocardiaceae;family;Amycolatopsis;genus;	Amycolatopsis	genus	0	0	0	0	0	0	0	0	2	0	0	0	0	0
95	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;	Micrococcales	order	2	12	5	3	133	28	6	3	38	38	3	21	30	42
154	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Microbacteriaceae;family;	Microbacteriaceae	family	1	5	0	2	4	0	1	2	8	6	0	3	5	0
-155	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Microbacteriaceae;family;unclassified_Microbacteriaceae;;	unclassified_Microbacteriaceae		1	5	0	2	4	0	1	2	8	6	0	3	5	0
132	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;	Intrasporangiaceae	family	1	0	0	1	0	7	0	0	20	2	0	1	0	24
137	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;Intrasporangium;genus;	Intrasporangium	genus	1	0	0	0	0	0	0	0	3	1	0	0	0	0
-133	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;unclassified_Intrasporangiaceae;;	unclassified_Intrasporangiaceae		0	0	0	1	0	7	0	0	17	1	0	1	0	10
146	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;Oryzihumus;genus;	Oryzihumus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	14
-96	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;unclassified_Micrococcales;;	unclassified_Micrococcales		0	7	0	0	5	4	1	0	4	7	0	4	8	16
190	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;	Micrococcaceae	family	0	0	5	0	124	17	4	1	3	18	3	10	14	0
3794	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;Pseudarthrobacter;genus;	Pseudarthrobacter	genus	0	0	4	0	108	0	0	0	1	11	0	4	11	0
-191	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;unclassified_Micrococcaceae;;	unclassified_Micrococcaceae		0	0	1	0	16	17	4	1	2	7	3	5	3	0
200	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;Sinomonas;genus;	Sinomonas	genus	0	0	0	0	0	0	0	0	0	0	0	1	0	0
106	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Cellulomonadaceae;family;	Cellulomonadaceae	family	0	0	0	0	0	0	0	0	3	5	0	3	3	2
108	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Cellulomonadaceae;family;Cellulomonas;genus;	Cellulomonas	genus	0	0	0	0	0	0	0	0	3	5	0	3	3	2
3835	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptomycetales;order;	Streptomycetales	order	3	2	5	3	8	0	3	0	1	0	54	2	13	0
313	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptomycetales;order;Streptomycetaceae;family;	Streptomycetaceae	family	3	2	5	3	8	0	3	0	1	0	54	2	13	0
322	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptomycetales;order;Streptomycetaceae;family;Streptomyces;genus;	Streptomyces	genus	1	0	0	1	6	0	2	0	0	0	1	2	12	0
319	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptomycetales;order;Streptomycetaceae;family;Kitasatospora;genus;	Kitasatospora	genus	1	0	1	2	0	0	0	0	1	0	25	0	0	0
-314	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptomycetales;order;Streptomycetaceae;family;unclassified_Streptomycetaceae;;	unclassified_Streptomycetaceae		1	2	4	0	2	0	1	0	0	0	28	0	1	0
-4	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;unclassified_Actinobacteria;;	unclassified_Actinobacteria		26	53	60	51	262	665	325	52	141	187	203	135	160	50
3815	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Kineosporiales;order;	Kineosporiales	order	0	1	0	0	0	0	0	0	2	1	0	3	3	0
90	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Kineosporiales;order;Kineosporiaceae;family;	Kineosporiaceae	family	0	1	0	0	0	0	0	0	2	1	0	3	3	0
-91	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Kineosporiales;order;Kineosporiaceae;family;unclassified_Kineosporiaceae;;	unclassified_Kineosporiaceae		0	1	0	0	0	0	0	0	1	0	0	3	1	0
91	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Kineosporiales;order;Kineosporiaceae;family;Angustibacter;genus;	Angustibacter	genus	0	0	0	0	0	0	0	0	1	0	0	0	0	0
92	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Kineosporiales;order;Kineosporiaceae;family;Kineococcus;genus;	Kineococcus	genus	0	0	0	0	0	0	0	0	0	1	0	0	1	0
93	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Kineosporiales;order;Kineosporiaceae;family;Kineosporia;genus;	Kineosporia	genus	0	0	0	0	0	0	0	0	0	0	0	0	1	0
324	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;	Streptosporangiales	order	0	1	3	4	0	0	0	0	4	4	1	4	2	0
332	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;Streptosporangiaceae;family;	Streptosporangiaceae	family	0	1	3	2	0	0	0	0	2	1	1	3	1	0
337	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;Streptosporangiaceae;family;Nonomuraea;genus;	Nonomuraea	genus	0	1	0	0	0	0	0	0	0	1	0	0	0	0
342	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;Streptosporangiaceae;family;Streptosporangium;genus;	Streptosporangium	genus	0	0	1	0	0	0	0	0	0	0	0	2	0	0
-333	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;Streptosporangiaceae;family;unclassified_Streptosporangiaceae;;	unclassified_Streptosporangiaceae		0	0	2	2	0	0	0	0	2	0	1	1	1	0
344	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;Thermomonosporaceae;family;	Thermomonosporaceae	family	0	0	0	1	0	0	0	0	0	3	0	1	0	0
345	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;Thermomonosporaceae;family;Actinoallomurus;genus;	Actinoallomurus	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0
347	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;Thermomonosporaceae;family;Actinomadura;genus;	Actinomadura	genus	0	0	0	0	0	0	0	0	0	2	0	0	0	0
-345	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;Thermomonosporaceae;family;unclassified_Thermomonosporaceae;;	unclassified_Thermomonosporaceae		0	0	0	0	0	0	0	0	0	1	0	1	0	0
-325	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;unclassified_Streptosporangiales;;	unclassified_Streptosporangiales		0	0	0	1	0	0	0	0	2	0	0	0	0	0
325	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;Nocardiopsaceae;family;	Nocardiopsaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	1	0
329	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;Nocardiopsaceae;family;Nocardiopsis;genus;	Nocardiopsis	genus	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3839	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Catenulisporales;order;	Catenulisporales	order	0	2	4	1	0	0	0	0	0	0	5	0	0	0
33	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Catenulisporales;order;Catenulisporaceae;family;	Catenulisporaceae	family	0	2	0	0	0	0	0	0	0	0	2	0	0	0
34	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Catenulisporales;order;Catenulisporaceae;family;Catenulispora;genus;	Catenulispora	genus	0	2	0	0	0	0	0	0	0	0	2	0	0	0
31	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Catenulisporales;order;Actinospicaceae;family;	Actinospicaceae	family	0	0	4	1	0	0	0	0	0	0	3	0	0	0
32	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Catenulisporales;order;Actinospicaceae;family;Actinospica;genus;	Actinospica	genus	0	0	2	0	0	0	0	0	0	0	0	0	0	0
-32	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Catenulisporales;order;Actinospicaceae;family;unclassified_Actinospicaceae;;	unclassified_Actinospicaceae		0	0	2	1	0	0	0	0	0	0	3	0	0	0
3821	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Geodermatophilales;order;	Geodermatophilales	order	0	0	1	1	1	5	3	0	1	84	1	24	59	0
70	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Geodermatophilales;order;Geodermatophilaceae;family;	Geodermatophilaceae	family	0	0	1	1	1	5	3	0	1	84	1	24	59	0
-71	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Geodermatophilales;order;Geodermatophilaceae;family;unclassified_Geodermatophilaceae;;	unclassified_Geodermatophilaceae		0	0	1	1	1	3	1	0	1	33	0	16	29	0
73	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Geodermatophilales;order;Geodermatophilaceae;family;Modestobacter;genus;	Modestobacter	genus	0	0	0	0	0	2	2	0	0	5	1	2	10	0
72	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Geodermatophilales;order;Geodermatophilaceae;family;Geodermatophilus;genus;	Geodermatophilus	genus	0	0	0	0	0	0	0	0	0	46	0	6	20	0
3818	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Frankiales;order;	Frankiales	order	0	0	1	0	0	0	0	0	0	0	0	0	0	0
68	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Frankiales;order;Frankiaceae;family;	Frankiaceae	family	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3104	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Frankiales;order;Frankiaceae;family;Jatrophihabitans;genus;	Jatrophihabitans	genus	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3817	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Nakamurellales;order;	Nakamurellales	order	0	0	0	1	0	0	0	0	0	0	0	0	0	0
74	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Nakamurellales;order;Nakamurellaceae;family;	Nakamurellaceae	family	0	0	0	1	0	0	0	0	0	0	0	0	0	0
76	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Nakamurellales;order;Nakamurellaceae;family;Nakamurella;genus;	Nakamurella	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3820	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Cryptosporangiales;order;	Cryptosporangiales	order	0	0	0	0	0	0	0	0	1	1	0	0	1	0
65	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Cryptosporangiales;order;Cryptosporangiaceae;family;	Cryptosporangiaceae	family	0	0	0	0	0	0	0	0	1	1	0	0	1	0
66	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Cryptosporangiales;order;Cryptosporangiaceae;family;Cryptosporangium;genus;	Cryptosporangium	genus	0	0	0	0	0	0	0	0	1	1	0	0	1	0
-3	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;unclassified_Actinobacteria;;	unclassified_Actinobacteria		31	23	56	24	737	190	425	6	130	401	27	258	183	38
4	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;	Acidimicrobiia	class	0	11	8	12	176	79	191	72	21	54	11	69	35	5
5	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;	Acidimicrobiales	order	0	11	8	12	176	79	191	72	21	54	11	69	35	5
12	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Iamiaceae;family;	Iamiaceae	family	0	2	0	0	0	16	0	0	2	0	0	1	3	0
3102	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Iamiaceae;family;Aquihabitans;genus;	Aquihabitans	genus	0	2	0	0	0	1	0	0	1	0	0	0	1	0
13	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Iamiaceae;family;Iamia;genus;	Iamia	genus	0	0	0	0	0	14	0	0	1	0	0	0	1	0
-13	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Iamiaceae;family;unclassified_Iamiaceae;;	unclassified_Iamiaceae		0	0	0	0	0	1	0	0	0	0	0	1	1	0
3858	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Ilumatobacteraceae;family;	Ilumatobacteraceae	family	0	1	1	4	12	10	10	70	6	2	0	5	4	0
-3859	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Ilumatobacteraceae;family;unclassified_Ilumatobacteraceae;;	unclassified_Ilumatobacteraceae		0	1	1	3	11	5	7	11	4	1	0	5	2	0
11	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Ilumatobacteraceae;family;Ilumatobacter;genus;	Ilumatobacter	genus	0	0	0	1	1	5	3	59	2	1	0	0	2	0
-6	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;unclassified_Acidimicrobiales;;	unclassified_Acidimicrobiales		0	8	7	7	90	52	181	2	13	43	10	54	24	5
7	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Acidimicrobiaceae;family;	Acidimicrobiaceae	family	0	0	0	1	0	0	0	0	0	0	1	0	0	0
-8	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Acidimicrobiaceae;family;unclassified_Acidimicrobiaceae;;	unclassified_Acidimicrobiaceae		0	0	0	1	0	0	0	0	0	0	0	0	0	0
3856	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Acidimicrobiaceae;family;Acidiferrimicrobium;genus;	Acidiferrimicrobium	genus	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Acidimicrobiales_incertae_sedis;family;	Acidimicrobiales_incertae_sedis	family	0	0	0	0	74	1	0	0	0	9	0	9	4	0
15	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Acidimicrobiales_incertae_sedis;family;Aciditerrimonas;genus;	Aciditerrimonas	genus	0	0	0	0	74	1	0	0	0	9	0	9	4	0
386	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Rubrobacteria;class;	Rubrobacteria	class	0	0	0	0	2	13	0	0	0	16	0	4	10	0
387	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Rubrobacteria;class;Rubrobacterales;order;	Rubrobacterales	order	0	0	0	0	2	13	0	0	0	16	0	4	10	0
389	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Rubrobacteria;class;Rubrobacterales;order;Rubrobacteraceae;family;	Rubrobacteraceae	family	0	0	0	0	2	13	0	0	0	16	0	4	10	0
390	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Rubrobacteria;class;Rubrobacterales;order;Rubrobacteraceae;family;Rubrobacter;genus;	Rubrobacter	genus	0	0	0	0	2	13	0	0	0	16	0	4	10	0
2744	Root;rootrank;Bacteria;domain;candidate division WPS-1;phylum;	candidate division WPS-1	phylum	27	51	31	37	54	7	99	5	68	23	7	59	60	53
2746	Root;rootrank;Bacteria;domain;candidate division WPS-1;phylum;WPS-1_genera_incertae_sedis;genus;	WPS-1_genera_incertae_sedis	genus	27	51	31	37	54	7	99	5	68	23	7	59	60	53
817	Root;rootrank;Bacteria;domain;Nitrospirae;phylum;	Nitrospirae	phylum	91	0	1	0	2	0	1	4	1	14	51	24	16	0
818	Root;rootrank;Bacteria;domain;Nitrospirae;phylum;Nitrospira;class;	Nitrospira	class	91	0	1	0	2	0	1	4	1	14	51	24	16	0
819	Root;rootrank;Bacteria;domain;Nitrospirae;phylum;Nitrospira;class;Nitrospirales;order;	Nitrospirales	order	91	0	1	0	2	0	1	4	1	14	51	24	16	0
820	Root;rootrank;Bacteria;domain;Nitrospirae;phylum;Nitrospira;class;Nitrospirales;order;Nitrospiraceae;family;	Nitrospiraceae	family	91	0	1	0	2	0	1	4	1	14	51	24	16	0
822	Root;rootrank;Bacteria;domain;Nitrospirae;phylum;Nitrospira;class;Nitrospirales;order;Nitrospiraceae;family;Nitrospira;genus;	Nitrospira	genus	91	0	1	0	2	0	1	4	1	14	51	24	16	0
2150	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;	Armatimonadetes	phylum	2	30	9	3	12	11	19	53	3	73	20	35	64	11
2161	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadetes_gp5;genus;	Armatimonadetes_gp5	genus	1	19	4	1	0	0	2	0	0	5	5	9	10	4
2160	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadetes_gp4;genus;	Armatimonadetes_gp4	genus	1	0	0	0	3	0	1	0	1	3	0	3	4	0
2151	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadia;class;	Armatimonadia	class	0	1	1	1	6	2	8	9	0	58	3	14	45	1
2152	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadia;class;Armatimonadales;order;	Armatimonadales	order	0	1	1	1	6	2	8	9	0	58	3	14	45	1
2153	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadia;class;Armatimonadales;order;Armatimonadaceae;family;	Armatimonadaceae	family	0	1	1	1	6	2	8	9	0	58	3	14	45	1
2154	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadia;class;Armatimonadales;order;Armatimonadaceae;family;Armatimonas/Armatimonadetes_gp1;genus;	Armatimonas/Armatimonadetes_gp1	genus	0	1	1	1	6	2	8	9	0	58	3	14	45	1
-2151	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;unclassified_Armatimonadetes;;	unclassified_Armatimonadetes		0	10	4	1	2	9	7	42	1	7	9	7	5	6
2155	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Chthonomonadetes;class;	Chthonomonadetes	class	0	0	0	0	1	0	1	2	1	0	3	2	0	0
2156	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Chthonomonadetes;class;Chthonomonadales;order;	Chthonomonadales	order	0	0	0	0	1	0	1	2	1	0	3	2	0	0
2157	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Chthonomonadetes;class;Chthonomonadales;order;Chthonomonadaceae;family;	Chthonomonadaceae	family	0	0	0	0	1	0	1	2	1	0	3	2	0	0
2158	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Chthonomonadetes;class;Chthonomonadales;order;Chthonomonadaceae;family;Chthonomonas/Armatimonadetes_gp3;genus;	Chthonomonas/Armatimonadetes_gp3	genus	0	0	0	0	1	0	1	2	1	0	3	2	0	0
667	Root;rootrank;Bacteria;domain;Chlamydiae;phylum;	Chlamydiae	phylum	1	5	7	3	7	0	1	0	0	2	2	3	2	0
668	Root;rootrank;Bacteria;domain;Chlamydiae;phylum;Chlamydiia;class;	Chlamydiia	class	1	5	7	3	7	0	1	0	0	2	2	3	2	0
669	Root;rootrank;Bacteria;domain;Chlamydiae;phylum;Chlamydiia;class;Chlamydiales;order;	Chlamydiales	order	1	5	7	3	7	0	1	0	0	2	2	3	2	0
-670	Root;rootrank;Bacteria;domain;Chlamydiae;phylum;Chlamydiia;class;Chlamydiales;order;unclassified_Chlamydiales;;	unclassified_Chlamydiales		1	3	5	1	0	0	0	0	0	2	2	3	2	0
673	Root;rootrank;Bacteria;domain;Chlamydiae;phylum;Chlamydiia;class;Chlamydiales;order;Parachlamydiaceae;family;	Parachlamydiaceae	family	0	2	2	2	7	0	1	0	0	0	0	0	0	0
674	Root;rootrank;Bacteria;domain;Chlamydiae;phylum;Chlamydiia;class;Chlamydiales;order;Parachlamydiaceae;family;Neochlamydia;genus;	Neochlamydia	genus	0	2	0	0	1	0	0	0	0	0	0	0	0	0
-674	Root;rootrank;Bacteria;domain;Chlamydiae;phylum;Chlamydiia;class;Chlamydiales;order;Parachlamydiaceae;family;unclassified_Parachlamydiaceae;;	unclassified_Parachlamydiaceae		0	0	2	2	6	0	1	0	0	0	0	0	0	0
804	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;	Gemmatimonadetes	phylum	1	0	1	4	14	9	24	16	5	22	0	33	28	1
805	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Gemmatimonadetes;class;	Gemmatimonadetes	class	1	0	0	4	11	9	24	15	3	13	0	26	8	1
806	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Gemmatimonadetes;class;Gemmatimonadales;order;	Gemmatimonadales	order	1	0	0	4	11	9	24	15	3	13	0	26	8	1
807	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Gemmatimonadetes;class;Gemmatimonadales;order;Gemmatimonadaceae;family;	Gemmatimonadaceae	family	1	0	0	4	11	9	24	15	3	13	0	26	8	1
-808	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Gemmatimonadetes;class;Gemmatimonadales;order;Gemmatimonadaceae;family;unclassified_Gemmatimonadaceae;;	unclassified_Gemmatimonadaceae		1	0	0	4	10	2	20	10	2	11	0	22	8	1
808	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Gemmatimonadetes;class;Gemmatimonadales;order;Gemmatimonadaceae;family;Gemmatimonas;genus;	Gemmatimonas	genus	0	0	0	0	1	7	4	5	1	2	0	4	0	0
3787	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Longimicrobia;class;	Longimicrobia	class	0	0	1	0	3	0	0	1	2	9	0	7	20	0
3788	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Longimicrobia;class;Longimicrobiales;order;	Longimicrobiales	order	0	0	1	0	3	0	0	1	2	9	0	7	20	0
3789	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Longimicrobia;class;Longimicrobiales;order;Longimicrobiaceae;family;	Longimicrobiaceae	family	0	0	1	0	3	0	0	1	2	9	0	7	20	0
3790	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Longimicrobia;class;Longimicrobiales;order;Longimicrobiaceae;family;Longimicrobium;genus;	Longimicrobium	genus	0	0	1	0	3	0	0	1	2	9	0	7	20	0
2148	Root;rootrank;Bacteria;domain;Latescibacteria;phylum;	Latescibacteria	phylum	11	0	1	6	0	0	0	0	0	0	3	0	0	0
2149	Root;rootrank;Bacteria;domain;Latescibacteria;phylum;Latescibacteria_genera_incertae_sedis;genus;	Latescibacteria_genera_incertae_sedis	genus	11	0	1	6	0	0	0	0	0	0	3	0	0	0
694	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;	Chloroflexi	phylum	1	2	11	1	0	0	0	0	1	5	1	1	1	31
-695	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;unclassified_Chloroflexi;;	unclassified_Chloroflexi		1	0	1	0	0	0	0	0	0	2	0	0	1	9
721	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Ktedonobacteria;class;	Ktedonobacteria	class	0	1	8	0	0	0	0	0	1	0	1	0	0	12
722	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Ktedonobacteria;class;Ktedonobacterales;order;	Ktedonobacterales	order	0	1	7	0	0	0	0	0	1	0	1	0	0	0
4171	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Ktedonobacteria;class;Ktedonobacterales;order;Dictyobacteraceae;family;	Dictyobacteraceae	family	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4172	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Ktedonobacteria;class;Ktedonobacterales;order;Dictyobacteraceae;family;Dictyobacter;genus;	Dictyobacter	genus	0	1	1	0	0	0	0	0	0	0	0	0	0	0
723	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Ktedonobacteria;class;Ktedonobacterales;order;Ktedonobacteraceae;family;	Ktedonobacteraceae	family	0	0	3	0	0	0	0	0	0	0	0	0	0	0
724	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Ktedonobacteria;class;Ktedonobacterales;order;Ktedonobacteraceae;family;Ktedonobacter;genus;	Ktedonobacter	genus	0	0	3	0	0	0	0	0	0	0	0	0	0	0
-723	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Ktedonobacteria;class;Ktedonobacterales;order;unclassified_Ktedonobacterales;;	unclassified_Ktedonobacterales		0	0	3	0	0	0	0	0	1	0	1	0	0	0
