taxid	lineage	name	rank	mgm4461266	mgm4461267	mgm4461268	mgm4461269	mgm4461270	mgm4461271	mgm4461272	mgm4461273	mgm4461274	mgm4461275	mgm4461276	mgm4461277	mgm4461278	mgm4461279	mgm4461280	mgm4461281	mgm4461282	mgm4461283	mgm4461302	mgm4461303	mgm4461304	mgm4461305	mgm4461306	mgm4461307	mgm4461308	mgm4461309	mgm4461310	mgm4461311	mgm4461312	mgm4461313	mgm4461314	mgm4461315	mgm4461316	mgm4461318	mgm4461319	mgm4461320	mgm4461321	mgm4461322	mgm4461323	mgm4461324	mgm4461325	mgm4461326	mgm4461327	mgm4461328	mgm4461329	mgm4461330	mgm4461331	mgm4461332	mgm4461333	mgm4461334	mgm4461335	mgm4461336	mgm4461337	mgm4461338	mgm4461339	mgm4461340
3047	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Barnesiellaceae;family;Coprobacter;genus;	Coprobacter	genus	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3699	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Barnesiellaceae;family;unclassified_Barnesiellaceae;;	unclassified_Barnesiellaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3694	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Muribaculaceae;family;	Muribaculaceae	family	0	0	0	89	23	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	3	6	1	0	0	21	15	5	0	0	14	64	0	0	0	23	0	0	14	0	2	2	0
3696	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Muribaculaceae;family;Duncaniella;genus;	Duncaniella	genus	0	0	0	17	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	6	1	0	0	11	0	0	0	0	7	64	0	0	0	2	0	0	7	0	2	2	0
-3695	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Muribaculaceae;family;unclassified_Muribaculaceae;;	unclassified_Muribaculaceae		0	0	0	72	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	5	0	0	7	0	0	0	0	15	0	0	7	0	0	0	0
3697	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Muribaculaceae;family;Paramuribaculum;genus;	Paramuribaculum	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	15	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
-425	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;unclassified_Bacteroidales;;	unclassified_Bacteroidales		0	0	0	264	62	22	0	0	6	0	0	0	3	0	0	0	9	0	123	0	76	8	99	13	0	11	118	0	2	96	10	27	78	213	67	20	99	0	88	127	220	0	0	303	162	29	0	4	28	18	0	141	13	204	93	83
2997	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prolixibacteraceae;family;	Prolixibacteraceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2999	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prolixibacteraceae;family;Mariniphaga;genus;	Mariniphaga	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3699	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Paludibacteraceae;family;	Paludibacteraceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Paludibacteraceae;family;Paludibacter;genus;	Paludibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
432	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Marinilabiliaceae;family;	Marinilabiliaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
-433	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Marinilabiliaceae;family;unclassified_Marinilabiliaceae;;	unclassified_Marinilabiliaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
-423	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;unclassified_Bacteroidetes;;	unclassified_Bacteroidetes		0	4	2	2	0	154	1	3	0	0	52	0	0	0	1	0	3	0	826	0	869	45	339	27	0	0	341	1	0	275	97	217	42	546	160	460	421	24	126	97	366	0	0	197	305	72	2	0	137	325	0	308	2	564	196	528
458	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;	Flavobacteriia	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
459	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;	Flavobacteriales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
470	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;	Flavobacteriaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-471	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;unclassified_Flavobacteriaceae;;	unclassified_Flavobacteriaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
565	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;	Sphingobacteriia	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
566	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;	Sphingobacteriales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;Sphingobacteriaceae;family;	Sphingobacteriaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3724	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;Sphingobacteriaceae;family;Albibacterium;genus;	Albibacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;	Actinobacteria	phylum	2	14	1	8	5	118	5	14	25	1	27	3	22	13	1	0	7	7	10	116	4	8	5	838	0	20	20	120	115	46	14	10	2	2	1	28	92	77	2	10	5	572	117	2	0	50	0	0	12	45	0	31	4	14	12	11
362	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;	Coriobacteriia	class	2	14	1	5	5	113	5	14	25	1	27	3	21	12	1	0	7	7	6	116	4	8	3	0	0	20	17	120	115	42	14	10	2	2	1	28	7	77	2	10	5	570	117	2	0	50	0	0	12	45	0	0	4	12	12	8
363	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;	Coriobacteriales	order	1	0	0	2	5	71	5	9	14	0	21	0	7	10	0	0	5	3	0	100	2	6	0	0	0	15	4	100	115	29	8	7	0	0	0	18	0	51	0	0	2	552	116	0	0	33	0	0	0	44	0	0	4	10	0	0
365	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Coriobacteriaceae;family;	Coriobacteriaceae	family	1	0	0	2	3	71	5	9	14	0	19	0	7	10	0	0	0	3	0	100	0	6	0	0	0	13	0	100	0	0	2	3	0	0	0	13	0	51	0	0	0	552	116	0	0	20	0	0	0	37	0	0	4	0	0	0
369	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Coriobacteriaceae;family;Collinsella;genus;	Collinsella	genus	1	0	0	2	3	71	2	9	14	0	11	0	7	7	0	0	0	3	0	100	0	6	0	0	0	13	0	100	0	0	2	3	0	0	0	13	0	51	0	0	0	89	81	0	0	18	0	0	0	35	0	0	4	0	0	0
3103	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Coriobacteriaceae;family;Senegalimassilia;genus;	Senegalimassilia	genus	0	0	0	0	0	0	3	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
-366	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Coriobacteriaceae;family;unclassified_Coriobacteriaceae;;	unclassified_Coriobacteriaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	35	0	0	0	0	0	0	0	0	0	0	0	0	0
3883	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Atopobiaceae;family;	Atopobiaceae	family	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	2	0	0	0	0	2	4	0	115	29	6	4	0	0	0	5	0	0	0	0	2	0	0	0	0	13	0	0	0	7	0	0	0	10	0	0
-3884	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Atopobiaceae;family;unclassified_Atopobiaceae;;	unclassified_Atopobiaceae		0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
376	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Atopobiaceae;family;Olsenella;genus;	Olsenella	genus	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	2	0	0	0	0	2	0	0	115	18	6	4	0	0	0	5	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	10	0	0
3889	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;	Eggerthellales	order	1	14	1	3	0	42	0	3	11	1	4	3	12	2	1	0	2	4	6	16	2	2	3	0	0	5	13	20	0	12	6	3	2	2	1	9	7	26	2	8	3	1	0	2	0	17	0	0	12	1	0	0	0	2	12	8
3890	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;	Eggerthellaceae	family	1	14	1	3	0	42	0	3	11	1	4	3	12	2	1	0	2	4	6	16	2	2	3	0	0	5	13	20	0	12	6	3	2	2	1	9	7	26	2	8	3	1	0	2	0	17	0	0	12	1	0	0	0	2	12	8
366	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;Adlercreutzia;genus;	Adlercreutzia	genus	1	2	0	1	0	7	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	2	1	0	6	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
375	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;Gordonibacter;genus;	Gordonibacter	genus	0	7	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3891	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;unclassified_Eggerthellaceae;;	unclassified_Eggerthellaceae		0	5	0	0	0	2	0	0	3	0	2	0	12	0	0	0	2	3	6	5	2	2	0	0	0	5	13	0	0	12	4	2	0	0	0	6	1	0	0	8	3	0	0	0	0	17	0	0	10	1	0	0	0	2	12	7
373	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;Eggerthella;genus;	Eggerthella	genus	0	0	1	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
378	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;Slackia;genus;	Slackia	genus	0	0	0	0	0	29	0	2	3	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	20	0	0	2	1	0	0	0	3	0	26	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
4340	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;Raoultibacter;genus;	Raoultibacter	genus	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-363	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;unclassified_Coriobacteriia;;	unclassified_Coriobacteriia		0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0
-3	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;unclassified_Actinobacteria;;	unclassified_Actinobacteria		0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;	Actinobacteria	class	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	838	0	0	0	0	0	4	0	0	0	0	0	0	80	0	0	0	0	2	0	0	0	0	0	0	0	0	0	31	0	2	0	3
254	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;	Propionibacteriales	order	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Propionibacteriaceae;family;	Propionibacteriaceae	family	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Propionibacteriaceae;family;Propionibacterium;genus;	Propionibacterium	genus	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-265	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Propionibacteriaceae;family;unclassified_Propionibacteriaceae;;	unclassified_Propionibacteriaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
353	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Bifidobacteriales;order;	Bifidobacteriales	order	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
354	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Bifidobacteriales;order;Bifidobacteriaceae;family;	Bifidobacteriaceae	family	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
357	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Bifidobacteriales;order;Bifidobacteriaceae;family;Bifidobacterium;genus;	Bifidobacterium	genus	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-355	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Bifidobacteriales;order;Bifidobacteriaceae;family;unclassified_Bifidobacteriaceae;;	unclassified_Bifidobacteriaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
95	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;	Micrococcales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	832	0	0	0	0	0	2	0	0	0	0	0	0	22	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	1
132	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;	Intrasporangiaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-133	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;unclassified_Intrasporangiaceae;;	unclassified_Intrasporangiaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;Janibacter;genus;	Janibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;Ornithinimicrobium;genus;	Ornithinimicrobium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;	Micrococcaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1
192	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;Arthrobacter;genus;	Arthrobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1
-191	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;unclassified_Micrococcaceae;;	unclassified_Micrococcaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
3797	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;Glutamicibacter;genus;	Glutamicibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2830	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;Enteractinococcus;genus;	Enteractinococcus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;Citricoccus;genus;	Citricoccus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-96	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;unclassified_Micrococcales;;	unclassified_Micrococcales		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;	Actinomycetales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;Actinomycetaceae;family;	Actinomycetaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;Actinomycetaceae;family;Actinomyces;genus;	Actinomyces	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;unclassified_Actinobacteria;;	unclassified_Actinobacteria		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3830	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;	Mycobacteriales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
36	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Corynebacteriaceae;family;	Corynebacteriaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Corynebacteriaceae;family;Corynebacterium;genus;	Corynebacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
