study,envirotype,lineage,sample,Run,groupby,group,Eh,Eh7,ZC
CTS+17,Alkaline Spring,Archaea,Serp_SE_Spring9_Mar13,SRR5176936,Type,Spring,-348,-78.2,-0.162502
SPH+21,Alkaline Spring,Bacteria,5CROd023,SRR12920517,NA,NA,-224,61.9,-0.150945
SPH+21,Alkaline Spring,Bacteria,5CROd022,SRR12920518,NA,NA,-228,46.6,-0.141698
SPH+21,Alkaline Spring,Bacteria,5CROd021,SRR12920519,NA,NA,-228,46.6,-0.142412
SPH+21,Alkaline Spring,Bacteria,5CROd024,SRR12920516,NA,NA,-214,60.4,-0.143779
SPH+21,Alkaline Spring,Bacteria,5CROd020,SRR12920521,NA,NA,-227,53.1,-0.144446
SPH+21,Alkaline Spring,Bacteria,5CROd019,SRR12920522,NA,NA,-227,53.1,-0.142268
SPH+21,Alkaline Spring,Bacteria,5CROd016,SRR12920525,NA,NA,-262,27.5,-0.148201
SPH+21,Alkaline Spring,Bacteria,5CROd015,SRR12920526,NA,NA,-262,27.5,-0.147013
SPH+21,Alkaline Spring,Bacteria,5CROd014,SRR12920527,NA,NA,-262,27.5,-0.147511
KSR+21,Alkaline Spring,Bacteria,VE01-02.B,SRR13283383,Location,Lerone,-56,194.8,-0.156315
KSR+21,Alkaline Spring,Bacteria,VE01-03.C,SRR13283382,Location,Lerone,-63,186,-0.154852
KSR+21,Alkaline Spring,Bacteria,VE02-01.B,SRR13283381,Location,Lerone,-36,220.7,-0.151007
KSR+21,Alkaline Spring,Bacteria,VE02-02.B,SRR13283380,Location,Lerone,131,366.4,-0.155954
KSR+21,Alkaline Spring,Bacteria,V04-01-BR1-1,SRR13283379,Location,Branega,180,448.6,-0.145193
KSR+21,Alkaline Spring,Bacteria,V04-02-BR1-2a,SRR13283378,Location,Branega,204,458.4,-0.150796
KSR+21,Alkaline Spring,Bacteria,V04-03-BR1-3,SRR13283377,Location,Branega,236,486.2,-0.14775
KSR+21,Alkaline Spring,Bacteria,Reference,SRR13283384,Location,Branega Creek Water,374,459.8,-0.147989
PSB+21,Alkaline Spring,Bacteria,CSW11_Nov11,SRR13392434,O2 range,> 0.5 mg/L,-244.44,73.1,-0.143118
PSB+21,Alkaline Spring,Bacteria,CSW11_Nov11,SRR13392433,O2 range,> 0.5 mg/L,-244.44,73.1,-0.146074
PSB+21,Alkaline Spring,Bacteria,CSW11_Mar12,SRR13392411,O2 range,< 0.2 mg/L,-298.9,7.3,-0.143894
PSB+21,Alkaline Spring,Bacteria,CSW11_Mar12,SRR13392400,O2 range,< 0.2 mg/L,-298.9,7.3,-0.153236
PSB+21,Alkaline Spring,Bacteria,CSW11_Jul14,SRR13392356,O2 range,0.2-0.5 mg/L,-297,8.5,-0.151422
PSB+21,Alkaline Spring,Bacteria,CSW11_Jul14,SRR13392354,O2 range,0.2-0.5 mg/L,-297,8.5,-0.150732
PSB+21,Alkaline Spring,Bacteria,CSW11_Jul14,SRR13392432,O2 range,0.2-0.5 mg/L,-297,8.5,-0.151757
PSB+21,Alkaline Spring,Bacteria,CSW11_Aug15,SRR13392430,O2 range,< 0.2 mg/L,-243.1,30.7,-0.150065
PSB+21,Alkaline Spring,Bacteria,CSW11_Jan16,SRR13392424,O2 range,< 0.2 mg/L,-276.5,33.2,-0.147848
PSB+21,Alkaline Spring,Bacteria,CSW11_Jan16,SRR13392423,O2 range,< 0.2 mg/L,-276.5,33.2,-0.153004
PSB+21,Alkaline Spring,Bacteria,CSW11_May17,SRR13392382,O2 range,< 0.2 mg/L,-179,125.6,-0.146409
PSB+21,Alkaline Spring,Bacteria,CSW11_May17,SRR13392381,O2 range,< 0.2 mg/L,-179,125.6,-0.1452
PSB+21,Alkaline Spring,Bacteria,CSW12_Jan16,SRR13392421,O2 range,< 0.2 mg/L,-176.2,-83.7,-0.159039
PSB+21,Alkaline Spring,Bacteria,CSW12_May16,SRR13392409,O2 range,0.2-0.5 mg/L,-124,-25.2,-0.16992
PSB+21,Alkaline Spring,Bacteria,CSW12_May16,SRR13392408,O2 range,0.2-0.5 mg/L,-124,-25.2,-0.167497
PSB+21,Alkaline Spring,Bacteria,CSW12_May16,SRR13392398,O2 range,0.2-0.5 mg/L,-124,-25.2,-0.148932
PSB+21,Alkaline Spring,Bacteria,CSW12_May17,SRR13392380,O2 range,< 0.2 mg/L,-75.2,2.2,-0.152607
PSB+21,Alkaline Spring,Bacteria,CSW12_May17,SRR13392379,O2 range,< 0.2 mg/L,-75.2,2.2,-0.151028
PSB+21,Alkaline Spring,Bacteria,CSW13_Jan16,SRR13392420,O2 range,< 0.2 mg/L,-286.4,-88.2,-0.157887
PSB+21,Alkaline Spring,Bacteria,CSW13_May17,SRR13392377,O2 range,< 0.2 mg/L,-162,47.1,-0.163817
PSB+21,Alkaline Spring,Bacteria,CSW13_May17,SRR13392376,O2 range,< 0.2 mg/L,-162,47.1,-0.165521
PSB+21,Alkaline Spring,Bacteria,CSW14_Mar12,SRR13392389,O2 range,> 0.5 mg/L,-98.2,-54.4,-0.154995
PSB+21,Alkaline Spring,Bacteria,CSW14_Jan16,SRR13392419,O2 range,> 0.5 mg/L,63.4,111.5,-0.147071
PSB+21,Alkaline Spring,Bacteria,CSW14_May16,SRR13392407,O2 range,> 0.5 mg/L,181.3,222.5,-0.142484
PSB+21,Alkaline Spring,Bacteria,CSW14_May16,SRR13392406,O2 range,> 0.5 mg/L,181.3,222.5,-0.141663
PSB+21,Alkaline Spring,Bacteria,CSW14_May17,SRR13392375,O2 range,< 0.2 mg/L,5.3,29.3,-0.137027
PSB+21,Alkaline Spring,Bacteria,CSW15_Aug15,SRR13392429,O2 range,< 0.2 mg/L,-211.6,-74.4,-0.158375
PSB+21,Alkaline Spring,Bacteria,CSW15_Aug15,SRR13392428,O2 range,< 0.2 mg/L,-211.6,-74.4,-0.159656
PSB+21,Alkaline Spring,Bacteria,CSW15_Jan16,SRR13392418,O2 range,< 0.2 mg/L,-249.1,-82.1,-0.147409
PSB+21,Alkaline Spring,Bacteria,CSW15_May16,SRR13392397,O2 range,0.2-0.5 mg/L,-202.7,-43.2,-0.140699
PSB+21,Alkaline Spring,Bacteria,CSW15_May16,SRR13392396,O2 range,0.2-0.5 mg/L,-202.7,-43.2,-0.145432
PSB+21,Alkaline Spring,Bacteria,CSW15_May16,SRR13392395,O2 range,0.2-0.5 mg/L,-202.7,-43.2,-0.146277
PSB+21,Alkaline Spring,Bacteria,CSW15_May17,SRR13392374,O2 range,< 0.2 mg/L,-137.1,30.1,-0.154388
PSB+21,Alkaline Spring,Bacteria,CSW15_May17,SRR13392373,O2 range,< 0.2 mg/L,-137.1,30.1,-0.154306
PSB+21,Alkaline Spring,Bacteria,CSWold_Aug15,SRR13392427,O2 range,> 0.5 mg/L,-213.9,-64.7,-0.164585
PSB+21,Alkaline Spring,Bacteria,CSWold_Aug15,SRR13392426,O2 range,> 0.5 mg/L,-213.9,-64.7,-0.165342
PSB+21,Alkaline Spring,Bacteria,CSWold_Jan16,SRR13392417,O2 range,< 0.2 mg/L,-294.9,-129.1,-0.172015
PSB+21,Alkaline Spring,Bacteria,CSWold_May16,SRR13392394,O2 range,> 0.5 mg/L,-165.4,-14.8,-0.171679
PSB+21,Alkaline Spring,Bacteria,CSWold_May16,SRR13392393,O2 range,> 0.5 mg/L,-165.4,-14.8,-0.172181
PSB+21,Alkaline Spring,Bacteria,CSWold_May16,SRR13392392,O2 range,> 0.5 mg/L,-165.4,-14.8,-0.162522
PSB+21,Alkaline Spring,Bacteria,CSWold_May17,SRR13392372,O2 range,> 0.5 mg/L,-125.4,75,-0.174087
PSB+21,Alkaline Spring,Bacteria,CSWold_May17,SRR13392371,O2 range,> 0.5 mg/L,-125.4,75,-0.173425
PSB+21,Alkaline Spring,Bacteria,CSWold_May17,SRR13392370,O2 range,> 0.5 mg/L,-125.4,75,-0.158742
PSB+21,Alkaline Spring,Bacteria,CSWold_May17,SRR13392369,O2 range,> 0.5 mg/L,-125.4,75,-0.158694
PSB+21,Alkaline Spring,Bacteria,N08A_Jan16,SRR13392416,O2 range,0.2-0.5 mg/L,-207.3,-0.5,-0.152565
PSB+21,Alkaline Spring,Bacteria,N08A_May16,SRR13392405,O2 range,0.2-0.5 mg/L,-218.2,1.3,-0.154517
PSB+21,Alkaline Spring,Bacteria,N08A_May16,SRR13392404,O2 range,0.2-0.5 mg/L,-218.2,1.3,-0.154036
PSB+21,Alkaline Spring,Bacteria,N08A_May17,SRR13392368,O2 range,0.2-0.5 mg/L,-89.5,136.4,-0.15927
PSB+21,Alkaline Spring,Bacteria,N08A_May17,SRR13392366,O2 range,0.2-0.5 mg/L,-89.5,136.4,-0.157944
PSB+21,Alkaline Spring,Bacteria,N08B_Jan16,SRR13392415,O2 range,0.2-0.5 mg/L,-191.1,11.2,-0.160738
PSB+21,Alkaline Spring,Bacteria,N08B_Jun16,SRR13392403,O2 range,< 0.2 mg/L,-117.5,66.8,-0.159832
PSB+21,Alkaline Spring,Bacteria,N08B_Jun16,SRR13392402,O2 range,< 0.2 mg/L,-117.5,66.8,-0.160182
PSB+21,Alkaline Spring,Bacteria,N08B_May17,SRR13392365,O2 range,< 0.2 mg/L,21.2,216.5,-0.15823
PSB+21,Alkaline Spring,Bacteria,N08B_May17,SRR13392364,O2 range,< 0.2 mg/L,21.2,216.5,-0.159691
PSB+21,Alkaline Spring,Bacteria,N08C_Jul14,SRR13392431,O2 range,0.2-0.5 mg/L,-153.1,-69.5,-0.146823
PSB+21,Alkaline Spring,Bacteria,N08C_May16,SRR13392401,O2 range,< 0.2 mg/L,30.7,43.3,-0.146606
PSB+21,Alkaline Spring,Bacteria,N08C_May16,SRR13392399,O2 range,< 0.2 mg/L,30.7,43.3,-0.147038
PSB+21,Alkaline Spring,Bacteria,N08C_Jan16,SRR13392414,O2 range,> 0.5 mg/L,-13.4,89.6,-0.147626
PSB+21,Alkaline Spring,Bacteria,N08C_May17,SRR13392363,O2 range,> 0.5 mg/L,60.7,91.6,-0.149972
PSB+21,Alkaline Spring,Bacteria,N08C_May17,SRR13392362,O2 range,> 0.5 mg/L,60.7,91.6,-0.148421
PSB+21,Alkaline Spring,Bacteria,QV11_Nov11,SRR13392422,O2 range,> 0.5 mg/L,-174.51,86.6,-0.147985
PSB+21,Alkaline Spring,Bacteria,QV11_Mar12,SRR13392378,O2 range,< 0.2 mg/L,-213.8,54.5,-0.145852
PSB+21,Alkaline Spring,Bacteria,QV11_Mar12,SRR13392367,O2 range,< 0.2 mg/L,-213.8,54.5,-0.164288
PSB+21,Alkaline Spring,Bacteria,QV11_Aug15,SRR13392425,O2 range,0.2-0.5 mg/L,-139.4,98,-0.161224
PSB+21,Alkaline Spring,Bacteria,QV11_Jan16,SRR13392413,O2 range,< 0.2 mg/L,-218.3,54.1,-0.16489
PSB+21,Alkaline Spring,Bacteria,QV11_May16,SRR13392391,O2 range,< 0.2 mg/L,-203.9,51.4,-0.154306
PSB+21,Alkaline Spring,Bacteria,QV11_May16,SRR13392390,O2 range,< 0.2 mg/L,-203.9,51.4,-0.151943
PSB+21,Alkaline Spring,Bacteria,QV11_May17,SRR13392361,O2 range,< 0.2 mg/L,-115.1,140.8,-0.164896
PSB+21,Alkaline Spring,Bacteria,QV11_May17,SRR13392360,O2 range,< 0.2 mg/L,-115.1,140.8,-0.16388
PSB+21,Alkaline Spring,Bacteria,QV12_Jan16,SRR13392412,O2 range,0.2-0.5 mg/L,-77.1,65.6,-0.154104
PSB+21,Alkaline Spring,Bacteria,QV12_May16,SRR13392388,O2 range,0.2-0.5 mg/L,-149.5,-16.6,-0.158027
PSB+21,Alkaline Spring,Bacteria,QV12_May16,SRR13392387,O2 range,0.2-0.5 mg/L,-149.5,-16.6,-0.157633
PSB+21,Alkaline Spring,Bacteria,QV12_May16,SRR13392386,O2 range,0.2-0.5 mg/L,-149.5,-16.6,-0.157907
PSB+21,Alkaline Spring,Bacteria,QV12_May16,SRR13392385,O2 range,0.2-0.5 mg/L,-149.5,-16.6,-0.157801
PSB+21,Alkaline Spring,Bacteria,QV12_May17,SRR13392359,O2 range,< 0.2 mg/L,-103.6,54.5,-0.158437
PSB+21,Alkaline Spring,Bacteria,QV12_May17,SRR13392358,O2 range,< 0.2 mg/L,-103.6,54.5,-0.158414
PSB+21,Alkaline Spring,Bacteria,QV13_Jan16,SRR13392410,O2 range,< 0.2 mg/L,-229.3,-63.9,-0.14495
PSB+21,Alkaline Spring,Bacteria,QV13_May16,SRR13392384,O2 range,0.2-0.5 mg/L,-208.7,-48.4,-0.150454
PSB+21,Alkaline Spring,Bacteria,QV13_May16,SRR13392383,O2 range,0.2-0.5 mg/L,-208.7,-48.4,-0.144965
PSB+21,Alkaline Spring,Bacteria,QV13_May17,SRR13392357,O2 range,0.2-0.5 mg/L,-163,0.4,-0.158103
PSB+21,Alkaline Spring,Bacteria,QV13_May17,SRR13392355,O2 range,0.2-0.5 mg/L,-163,0.4,-0.158963
NTB+21,Alkaline Spring,Bacteria,A108,SRR15018372,Well,BA1A,-249,-23.5,-0.147473
NTB+21,Alkaline Spring,Bacteria,A30,SRR15018369,Well,BA1A,128,195.2,-0.142343
NTB+21,Alkaline Spring,Bacteria,A41,SRR15018368,Well,BA1A,120,193.4,-0.144912
NTB+21,Alkaline Spring,Bacteria,BA1A5566_10_1D,SRR15018348,Well,BA1A,126,230.8,-0.146637
NTB+21,Alkaline Spring,Bacteria,BA1A5566_22_1C,SRR15018340,Well,BA1A,126,230.8,-0.147186
NTB+21,Alkaline Spring,Bacteria,BA1A5566_45_1J,SRR15018339,Well,BA1A,126,230.8,-0.147556
NTB+21,Alkaline Spring,Bacteria,D102,SRR15018366,Well,BA1D,-412,-166.7,-0.152511
NTB+21,Alkaline Spring,Bacteria,D45,SRR15018365,Well,BA1D,-408,-172.3,-0.152663
NTB+21,Alkaline Spring,Archaea,A30,SRR15018369,Well,BA1A,128,195.2,-0.174114
NTB+21,Alkaline Spring,Archaea,A41,SRR15018368,Well,BA1A,120,193.4,-0.182366
NTB+21,Alkaline Spring,Archaea,BA1A5566_10_1D,SRR15018348,Well,BA1A,126,230.8,-0.166062
NTB+21,Alkaline Spring,Archaea,BA1A5566_22_1C,SRR15018340,Well,BA1A,126,230.8,-0.16612
NTB+21,Alkaline Spring,Archaea,BA1A5566_45_1J,SRR15018339,Well,BA1A,126,230.8,-0.165969
KLM+16,Groundwater,Bacteria,Injection_Well_Nov2010,SRR3123713,Day,-1,22,39.2,-0.154087
KLM+16,Groundwater,Bacteria,Injection_Well_Aug2011,SRR3123714,Day,246,-259,-121.2,-0.166494
KLM+16,Groundwater,Bacteria,Injection_Well_Oct2012,SRR3123715,Day,671,-133,-106.4,-0.166629
KLM+16,Groundwater,Bacteria,MW1_Nov2010,SRR3123716,Day,-1,-72,-69,-0.158083
KLM+16,Groundwater,Bacteria,MW1_Aug2011,SRR3123719,Day,246,-216,-166.9,-0.17071
KLM+16,Groundwater,Bacteria,MW1_Feb2012,SRR3123720,Day,448,-119,-112.5,-0.160173
KLM+16,Groundwater,Bacteria,MW1_Oct2012,SRR3123723,Day,671,-107,-94.6,-0.161633
KLM+16,Groundwater,Bacteria,MW2_Nov2010,SRR3123724,Day,-1,40,38.2,-0.165367
KLM+16,Groundwater,Bacteria,MW2_Aug2011,SRR3123730,Day,246,-198,-143,-0.171565
KLM+16,Groundwater,Bacteria,MW2_Feb2012,SRR3123731,Day,448,-128,-112.6,-0.170472
KLM+16,Groundwater,Bacteria,MW2_Oct2012,SRR3123732,Day,671,-141,-123.3,-0.163597
KLM+16,Groundwater,Bacteria,MW3_Nov2010,SRR3123733,Day,-1,-37,-44.1,-0.146535
KLM+16,Groundwater,Bacteria,MW3_Oct2012,SRR3123735,Day,671,-128,-116.2,-0.169169
KLM+16,Groundwater,Bacteria,MW4_Nov2010,SRR3123736,Day,-1,28,32.7,-0.146721
KLM+16,Groundwater,Bacteria,MW4_Aug2011,SRR3123737,Day,246,-129,-102.4,-0.165376
KLM+16,Groundwater,Bacteria,MW4_Oct2012,SRR3123738,Day,671,-37,-25.2,-0.16363
KLM+16,Groundwater,Bacteria,MW5_Nov2010,SRR3124339,Day,-1,-66,-63,-0.153496
KLM+16,Groundwater,Bacteria,MW5_Aug2011,SRR3124340,Day,246,-122,-87.1,-0.165854
KLM+16,Groundwater,Bacteria,MW5_Oct2012,SRR3124341,Day,671,-102,-97.9,-0.163246
KLM+16,Groundwater,Bacteria,MW6_Dec2010,SRR3124343,Day,2,-91,-78,-0.17601
KLM+16,Groundwater,Bacteria,MW6_Aug2011,SRR3124344,Day,246,-200,-171,-0.174292
KLM+16,Groundwater,Bacteria,MW6_Feb2012,SRR3124345,Day,448,-115,-103.8,-0.170567
KLM+16,Groundwater,Bacteria,MW6_Oct2012,SRR3124349,Day,671,-119,-105.4,-0.169961
KLM+16,Groundwater,Bacteria,MW9_Nov2010,SRR3124347,Day,-1,-62,-76.8,-0.165194
KLM+16,Groundwater,Bacteria,MW9_Dec2010,SRR3124350,Day,2,-138,-123.8,-0.156914
KLM+16,Groundwater,Bacteria,MW9_Aug2011,SRR3124351,Day,246,-123,-76.3,-0.162969
KLM+16,Groundwater,Bacteria,MW9_Feb2012,SRR3124353,Day,448,-38,-20.3,-0.156071
KLM+16,Groundwater,Bacteria,MW9_Oct2012,SRR3124354,Day,671,-74,-57.4,-0.154681
YHK+19,Groundwater,Bacteria,No.1-DNA,DRR099606,NA,NA,58,59.1,-0.161632
YHK+19,Groundwater,Bacteria,No.2-DNA,DRR099607,NA,NA,63,61.3,-0.156231
YHK+19,Groundwater,Bacteria,No.3-DNA,DRR099608,NA,NA,91,73.9,-0.156011
YHK+19,Groundwater,Bacteria,No.4-DNA,DRR099609,NA,NA,54,56.8,-0.1568
YHK+19,Groundwater,Bacteria,No.5-DNA,DRR099610,NA,NA,89,86.2,-0.159433
YHK+19,Groundwater,Bacteria,No.6-DNA,DRR099611,NA,NA,102,117.9,-0.155628
YHK+19,Groundwater,Bacteria,No.7-DNA,DRR099612,NA,NA,95,108.7,-0.156926
YHK+19,Groundwater,Bacteria,No.8-DNA,DRR099613,NA,NA,106,92.9,-0.159267
YHK+19,Groundwater,Bacteria,No.9-DNA,DRR099614,NA,NA,90,84.3,-0.159701
YHK+19,Groundwater,Bacteria,No.10-DNA,DRR099615,NA,NA,86,77.5,-0.152265
YHK+19,Groundwater,Bacteria,No.11-DNA,DRR099616,NA,NA,227,224.2,-0.147263
YHK+19,Groundwater,Bacteria,No.12-DNA,DRR099617,NA,NA,60,60,-0.145016
YHK+19,Groundwater,Bacteria,No.13-DNA,DRR099618,NA,NA,19,22.4,-0.161987
YHK+19,Groundwater,Archaea,No.4-DNA,DRR099609,NA,NA,54,56.8,-0.124377
YHK+19,Groundwater,Archaea,No.7-DNA,DRR099612,NA,NA,95,108.7,-0.190939
YHK+19,Groundwater,Archaea,No.9-DNA,DRR099614,NA,NA,90,84.3,-0.174447
YHK+19,Groundwater,Archaea,No.11-DNA,DRR099616,NA,NA,227,224.2,-0.189389
YHK+19,Groundwater,Archaea,No.13-DNA,DRR099618,NA,NA,19,22.4,-0.167355
SDH+19,Groundwater,Bacteria,Q132,SRR6075081,Type,Freshwater,-30.6,-15.2,-0.157867
SDH+19,Groundwater,Bacteria,Q130,SRR6075082,Type,Freshwater,71.2,64.1,-0.154523
SDH+19,Groundwater,Bacteria,Q143,SRR6075055,Type,Brackish,29.1,27.3,-0.16802
SDH+19,Groundwater,Bacteria,Q144,SRR6075056,Type,Brackish,32.5,37.8,-0.164661
SDH+19,Groundwater,Bacteria,Q146,SRR6075054,Type,Saltwater,-100.7,-98.3,-0.166761
SDH+19,Groundwater,Bacteria,Q149,SRR6075051,Type,Saltwater,-220.1,-179.7,-0.164514
SRM+19,Groundwater,Bacteria,G1,SRR6760377,Land Use,Agriculture,263.9,161,-0.149752
SRM+19,Groundwater,Bacteria,G2,SRR6760378,Land Use,Agriculture,215,219.1,-0.152561
SRM+19,Groundwater,Bacteria,G3,SRR6760375,Land Use,Community,196.1,246.4,-0.154061
SRM+19,Groundwater,Bacteria,G4,SRR6760376,Land Use,Agriculture,-87.3,-177.2,-0.154401
SRM+19,Groundwater,Bacteria,G5,SRR6760373,Land Use,Agriculture,3.1,-54.3,-0.154488
SRM+19,Groundwater,Bacteria,G6,SRR6760374,Land Use,Agriculture,-84,-121.9,-0.143142
SRM+19,Groundwater,Bacteria,G7,SRR6760371,Land Use,Community,175,125.3,-0.14338
SRM+19,Groundwater,Bacteria,G8,SRR6760372,Land Use,Community,-47.7,-67.8,-0.163271
SRM+19,Groundwater,Bacteria,G9,SRR6760379,Land Use,Agriculture,149.2,126.1,-0.143508
SRM+19,Groundwater,Bacteria,G10,SRR6760380,Land Use,Community,12.4,8.9,-0.161821
SRM+19,Groundwater,Bacteria,G11,SRR6760388,Land Use,Community,38.3,21.7,-0.150782
SRM+19,Groundwater,Bacteria,G12,SRR6760389,Land Use,Landfill,-380.7,-364.1,-0.166077
SRM+19,Groundwater,Bacteria,G13,SRR6760386,Land Use,Landfill,153.5,157.6,-0.153415
SRM+19,Groundwater,Bacteria,G14,SRR6760387,Land Use,Landfill,149.3,167,-0.152442
SRM+19,Groundwater,Bacteria,G15,SRR6760384,Land Use,Landfill,424.5,219.2,-0.150903
SRM+19,Groundwater,Bacteria,G16,SRR6760385,Land Use,Community,182.8,188.7,-0.153021
SRM+19,Groundwater,Bacteria,G17,SRR6760382,Land Use,Community,138.4,168,-0.152281
SRM+19,Groundwater,Bacteria,G18,SRR6760383,Land Use,Community,161.8,144.1,-0.161216
SRM+19,Groundwater,Bacteria,G19,SRR6760381,Land Use,Mine,-49.5,-25.8,-0.158825
APV+20,Groundwater,Bacteria,Canal.Feb,SRR7775194,Type,Canal,-379.4,-266.9,-0.198125
APV+20,Groundwater,Bacteria,Canal.May,SRR7775192,Type,Canal,-44.2,-60.1,-0.194603
APV+20,Groundwater,Bacteria,Canal.Aug,SRR7775193,Type,Canal,-45.5,-50.2,-0.176615
APV+20,Groundwater,Bacteria,Canal.Oct,SRR7775190,Type,Canal,-67,-26.7,-0.166928
APV+20,Groundwater,Bacteria,Canal.Nov,SRR7775189,Type,Canal,-46.2,-40.4,-0.200122
APV+20,Groundwater,Bacteria,Canal.Jan,SRR7775191,Type,Canal,-34.8,11.3,-0.188219
APV+20,Groundwater,Bacteria,Piezometer.Feb,SRR7775188,Type,Piezometer,75.1,68.8,-0.143467
APV+20,Groundwater,Bacteria,Piezometer.May,SRR7775186,Type,Piezometer,218,233.7,-0.157281
APV+20,Groundwater,Bacteria,Piezometer.Aug,SRR7775187,Type,Piezometer,167.5,173.9,-0.148086
APV+20,Groundwater,Bacteria,Piezometer.Oct,SRR7775182,Type,Piezometer,213,222.8,-0.157118
APV+20,Groundwater,Bacteria,Piezometer.Nov,SRR7775181,Type,Piezometer,176.5,182.3,-0.162795
APV+20,Groundwater,Bacteria,Piezometer.Jan,SRR7775185,Type,Piezometer,118.8,122.3,-0.144903
APV+20,Groundwater,Bacteria,Well.Feb,SRR7775184,Type,Well,87.6,55.1,-0.158289
APV+20,Groundwater,Bacteria,Well.May,SRR7775173,Type,Well,149,172.3,-0.153911
APV+20,Groundwater,Bacteria,Well.Aug,SRR7775183,Type,Well,190.6,195.2,-0.150126
APV+20,Groundwater,Bacteria,Well.Oct,SRR7775171,Type,Well,219.3,223.9,-0.149998
APV+20,Groundwater,Bacteria,Well.Nov,SRR7775172,Type,Well,164.5,170.3,-0.153694
APV+20,Groundwater,Bacteria,Well.Jan,SRR7775174,Type,Well,141.2,145.8,-0.15199
APV+20,Groundwater,Bacteria,Spring.Feb,SRR7775180,Type,Spring,107,95.9,-0.15252
APV+20,Groundwater,Bacteria,Spring.May,SRR7775178,Type,Spring,179.8,192.6,-0.15026
APV+20,Groundwater,Bacteria,Spring.Aug,SRR7775179,Type,Spring,199,211.8,-0.167071
APV+20,Groundwater,Bacteria,Spring.Oct,SRR7775176,Type,Spring,191.1,202.7,-0.155623
APV+20,Groundwater,Bacteria,Spring.Nov,SRR7775175,Type,Spring,157,171.5,-0.153291
APV+20,Groundwater,Bacteria,Spring.Jan,SRR7775177,Type,Spring,161.5,170.8,-0.148028
APV+20,Groundwater,Archaea,Piezometer.Oct,SRR7775182,Type,Piezometer,213,222.8,-0.156957
APV+20,Groundwater,Archaea,Piezometer.Nov,SRR7775181,Type,Piezometer,176.5,182.3,-0.143248
APV+20,Groundwater,Archaea,Piezometer.Jan,SRR7775185,Type,Piezometer,118.8,122.3,-0.17046
APV+20,Groundwater,Archaea,Well.Feb,SRR7775184,Type,Well,87.6,55.1,-0.170145
APV+20,Groundwater,Archaea,Well.May,SRR7775173,Type,Well,149,172.3,-0.181299
APV+20,Groundwater,Archaea,Well.Aug,SRR7775183,Type,Well,190.6,195.2,-0.159373
APV+20,Groundwater,Archaea,Well.Oct,SRR7775171,Type,Well,219.3,223.9,-0.169234
APV+20,Groundwater,Archaea,Well.Nov,SRR7775172,Type,Well,164.5,170.3,-0.152296
APV+20,Groundwater,Archaea,Well.Jan,SRR7775174,Type,Well,141.2,145.8,-0.164654
APV+20,Groundwater,Archaea,Spring.Aug,SRR7775179,Type,Spring,199,211.8,-0.186626
APV+20,Groundwater,Archaea,Spring.Jan,SRR7775177,Type,Spring,161.5,170.8,-0.180049
SKP+21,Groundwater,Bacteria,L1-GW,SRR8771293,Type,Groundwater,212.2,182.2,-0.136784
SKP+21,Groundwater,Bacteria,L2-GW,SRR8771292,Type,Groundwater,59.4,51.5,-0.13738
SKP+21,Groundwater,Bacteria,L3-GW,SRR8771295,Type,Groundwater,115.4,78.6,-0.145987
SKP+21,Groundwater,Bacteria,L4-GW,SRR8771294,Type,Groundwater,88.9,70.7,-0.139219
SKP+21,Groundwater,Bacteria,L5-GW,SRR8771297,Type,Groundwater,296.9,170.2,-0.14103
SKP+21,Groundwater,Bacteria,L6-GW,SRR8771296,Type,Groundwater,149.5,162.2,-0.139706
SKP+21,Groundwater,Bacteria,L1-SW,SRR8771299,Type,Surface water,390.3,350.5,-0.144603
SKP+21,Groundwater,Bacteria,L2-SW,SRR8771298,Type,Surface water,308.1,306.9,-0.146023
SKP+21,Groundwater,Bacteria,L6-SW,SRR8771291,Type,Surface water,269.1,343.4,-0.14865
YHK+20,Groundwater,Bacteria,H13_PNK087,ERR3374440,Location,Upper Hillslope,410.8,433.1,-0.145784
YHK+20,Groundwater,Bacteria,H14_PNK066,ERR3374441,Location,Upper Hillslope,420.8,420.8,-0.148562
YHK+20,Groundwater,Bacteria,H14_PNK072,ERR3374442,Location,Upper Hillslope,420.8,420.8,-0.155662
YHK+20,Groundwater,Bacteria,H14_PNK075,ERR3374443,Location,Upper Hillslope,420.8,420.8,-0.155072
YHK+20,Groundwater,Bacteria,H14_PNK081,ERR3374444,Location,Upper Hillslope,420.8,420.8,-0.149448
YHK+20,Groundwater,Bacteria,H14_PNK087,ERR3374445,Location,Upper Hillslope,420.8,420.8,-0.146429
YHK+20,Groundwater,Bacteria,H31_PNK078,ERR3374446,Location,Middle Slope,367.7,384.5,-0.145702
YHK+20,Groundwater,Bacteria,H32_PNK072,ERR3374448,Location,Middle Slope,379.5,396.3,-0.149631
YHK+20,Groundwater,Bacteria,H32_PNK084,ERR3374449,Location,Middle Slope,379.5,396.3,-0.150093
YHK+20,Groundwater,Bacteria,H32_PNK087,ERR3374450,Location,Middle Slope,379.5,396.3,-0.149144
YHK+20,Groundwater,Bacteria,H41_PNK072,ERR3374452,Location,Middle Slope,416.4,433.2,-0.147221
YHK+20,Groundwater,Bacteria,H41_PNK075,ERR3374453,Location,Middle Slope,416.4,433.2,-0.149647
